suite,term,model_id,capability_id,capability_level,task_count,task_equal_mase_degradation,task_bootstrap_95_ci_lower,task_bootstrap_95_ci_upper,task_median_mase_degradation,positive_task_fraction,paired_view_count
gift,short,Timer-4.0,common_factor,2,4,-0.0006386313704063416,-0.011240923248165781,0.012327019836498296,-0.0030735661878984032,0.5,65
gift,short,Timer-4.0,common_factor,3,4,0.002464211451244998,-0.009393644496695205,0.00995868922737398,0.00682758962305622,0.75,65
gift,short,Timer-4.0,common_factor,4,4,0.0015543506431246468,-0.009445828361409777,0.01255452964765907,5.696218583889877e-05,0.5,65
gift,short,Timer-4.0,common_factor,5,4,0.003952259951825243,-0.010051767230594488,0.017956287134244974,0.003988273604880939,0.5,65
gift,short,Timer-4.0,covariate_impulse_response,1,6,-0.010262490887697907,-0.020892106517607967,-0.0011249722716082879,-0.0028399166253427048,0.16666666666666666,4296
gift,short,Timer-4.0,covariate_impulse_response,2,6,-0.004362711785988877,-0.014102037600388037,0.001287979242165644,-0.0004960646911211305,0.3333333333333333,4296
gift,short,Timer-4.0,covariate_impulse_response,3,6,-0.003243959221288111,-0.007538412745907287,0.0005537723702576115,-0.0015256501544345133,0.16666666666666666,4296
gift,short,Timer-4.0,covariate_impulse_response,4,6,-0.0014243459705227783,-0.004405532187013982,0.0012778975943300295,5.0947709335732755e-05,0.5,4296
gift,short,Timer-4.0,covariate_impulse_response,5,6,-0.0022133958531111893,-0.017324795882955744,0.007741214039924065,0.0033829991480936075,0.6666666666666666,4296
gift,short,Timer-4.0,cross_series_dependence,1,8,-0.006067242954469565,-0.029659042966044234,0.016876775057291266,-0.001101087457981469,0.375,3538
gift,short,Timer-4.0,cross_series_dependence,2,8,-0.011433868466261222,-0.032271025594358654,0.012197121427778037,-0.007210157035719267,0.25,3538
gift,short,Timer-4.0,cross_series_dependence,3,8,-0.0028921746802971914,-0.015462014280147011,0.009441712419975615,-0.003616654231026273,0.25,3538
gift,short,Timer-4.0,cross_series_dependence,4,8,0.008366315157053907,-0.009113152023859108,0.027201040511643883,0.0035220139073914975,0.5,3538
gift,short,Timer-4.0,cross_series_dependence,5,8,0.027254582629984495,-0.0038397073305806335,0.06323118661583774,0.00955190742864594,0.5,3538
gift,short,tirex2,common_factor,1,4,-0.004729383895646792,-0.01033364766180785,0.00016828467334513913,-0.004022788698477666,0.25,65
gift,short,tirex2,common_factor,2,4,-0.004564718568158544,-0.006899019019677948,-0.002173184359901496,-0.004917869657002772,0.0,65
gift,short,tirex2,common_factor,3,4,-0.006046319313615045,-0.008238711586732155,-0.002570414823292671,-0.0075514931687350045,0.0,65
gift,short,tirex2,common_factor,4,4,-0.0034304671221997663,-0.0070784314459035585,0.0018968979342488628,-0.005109867854944603,0.25,65
gift,short,tirex2,common_factor,5,4,-0.001846739789987131,-0.00403845388868471,-0.00014003798900164358,-0.0011673505763397864,0.25,65
gift,short,tirex2,covariate_impulse_response,1,6,0.0009667703601177372,0.0002787989804021444,0.0019428017071578992,0.0006231149033973101,1.0,4296
gift,short,tirex2,covariate_impulse_response,2,6,0.000989834665245203,-0.0005151884025715689,0.0032847926855155835,0.00021283505443388758,0.6666666666666666,4296
gift,short,tirex2,covariate_impulse_response,3,6,0.0008597023771021077,-0.0006921153819614137,0.003119834912966884,0.00018157857202272717,0.6666666666666666,4296
gift,short,tirex2,covariate_impulse_response,4,6,5.584825982708227e-05,-0.000145381539517146,0.00026323152270564705,4.10399075395906e-05,0.5,4296
gift,short,tirex2,covariate_impulse_response,5,6,0.002701162619696117,-0.0009784004167637751,0.00933631510116884,-0.0002121642001576174,0.5,4296
gift,short,tirex2,cross_series_dependence,1,8,0.004125101258381767,-0.001019373518842946,0.009793873631757126,0.001894754905377565,0.625,3538
gift,short,tirex2,cross_series_dependence,2,8,0.0015356962145514218,-0.0022029732369585834,0.0061805567172409665,-0.00031387960448728226,0.375,3538
gift,short,tirex2,cross_series_dependence,3,8,0.0022498300611251644,-0.002051145223960181,0.006630340505492898,0.0007368783825448268,0.75,3538
gift,short,tirex2,cross_series_dependence,4,8,0.0038589285095105633,-0.0019925145056668343,0.01021104746941857,0.002017377473266112,0.625,3538
gift,short,tirex2,cross_series_dependence,5,8,0.001310698797258302,-0.005070391870145501,0.007753913695283219,-0.00012683540046756766,0.5,3538
gift,short,toto2.0,common_factor,1,4,0.006736212165751603,-0.006970767514097228,0.03117262519210484,-0.004865559419389598,0.25,65
gift,short,toto2.0,common_factor,2,4,0.007854144572844383,-0.007759764815520427,0.03399556363606325,-0.002673365102009673,0.25,65
gift,short,toto2.0,common_factor,3,4,0.007210344310133001,-0.012152962244830798,0.032685170117320944,-0.0010584615002176938,0.5,65
gift,short,toto2.0,common_factor,4,4,0.002777935034467468,-0.015478811263031612,0.028916783665506984,-0.00520163419890526,0.5,65
gift,short,toto2.0,common_factor,5,4,0.0005130166865813727,-0.01845215814123478,0.0254057235631895,-0.0064053280429994105,0.5,65
gift,short,toto2.0,cross_series_dependence,1,8,0.03954963011498456,-0.004146845649502238,0.09797629805570444,-0.0010296069003430763,0.5,3538
gift,short,toto2.0,cross_series_dependence,2,8,0.04287783963629576,0.001288597558654138,0.09859645000224018,2.3166364993271312e-05,0.5,3538
