suite,ablated_input_mase_micro_mean,capability_id,capability_level,dataset_count,full_input_mase_micro_mean,model_id,paired_view_count,positive_degradation_fraction,schema_version,target_only_mase_degradation_micro_mean,target_only_mase_degradation_task_equal_mean,target_only_response_ratio_micro_mean,term
gift,2.728425597386438,cross_series_dependence,3,8,2.7279991165609303,tirex2,3538,0.49491237987563597,cafe.target_only_ablation_trial.v1,0.00042648082550792663,0.0022498300611251644,0.03972942113942511,short
gift,2.985966730607787,cross_series_dependence,4,8,2.98549372013909,tirex2,3538,0.5011305822498586,cafe.target_only_ablation_trial.v1,0.0004730104686979385,0.0038589285095105633,0.030139407431677857,short
gift,3.327737583037999,cross_series_dependence,5,8,3.3278686893705514,tirex2,3538,0.49604296212549465,cafe.target_only_ablation_trial.v1,-0.00013110633255153105,0.001310698797258302,0.023114267123606744,short
gift,0.6659400956028911,common_factor,1,4,0.6669790187561444,toto2.0,65,0.4,cafe.target_only_ablation_trial.v1,-0.001038923153253162,0.006736212165751603,0.5000285939099532,short
gift,0.6687493654873565,common_factor,2,4,0.6690676155328797,toto2.0,65,0.4461538461538462,cafe.target_only_ablation_trial.v1,-0.00031825004552321834,0.007854144572844383,0.33344287378245324,short
gift,0.6726682837909286,common_factor,3,4,0.673674847251827,toto2.0,65,0.4153846153846154,cafe.target_only_ablation_trial.v1,-0.0010065634608985186,0.007210344310133001,0.24311316848982673,short
gift,0.6721512448191787,common_factor,4,4,0.6776253477060249,toto2.0,65,0.36923076923076925,cafe.target_only_ablation_trial.v1,-0.005474102886846187,0.002777935034467468,0.16374405540174042,short
gift,0.6743884205364838,common_factor,5,4,0.6818100186301301,toto2.0,65,0.38461538461538464,cafe.target_only_ablation_trial.v1,-0.0074215980936463985,0.0005130166865813727,0.11974035619940139,short
gift,2.386352587641494,cross_series_dependence,1,8,2.3575681720265913,toto2.0,3538,0.5652911249293386,cafe.target_only_ablation_trial.v1,0.028784415614902716,0.03954963011498456,0.49043756676938133,short
gift,2.5132065593834767,cross_series_dependence,2,8,2.4837172820759856,toto2.0,3538,0.5644431882419446,cafe.target_only_ablation_trial.v1,0.029489277307491544,0.04287783963629576,0.3722954406311248,short
gift,2.6872120314568235,cross_series_dependence,3,8,2.6710510537078167,toto2.0,3538,0.566704352741662,cafe.target_only_ablation_trial.v1,0.01616097774900676,0.037958126916568406,0.299130221456546,short
gift,2.9372072599196577,cross_series_dependence,4,8,2.9472461130185907,toto2.0,3538,0.5542679479932165,cafe.target_only_ablation_trial.v1,-0.010038853098933724,0.024376862294613545,0.2428051339940731,short
gift,3.267095573299321,cross_series_dependence,5,8,3.299606123399097,toto2.0,3538,0.5474844544940645,cafe.target_only_ablation_trial.v1,-0.032510550099775215,0.010451683557991445,0.20036591578371485,short
fev,3.077559036579737,common_factor,1,8,3.0788394171800095,Chronos-2,260,0.5192307692307693,cafe.target_only_ablation_trial.v1,-0.0012803806002722755,0.006996019447252515,0.5591178830329996,native
fev,3.2183267471785353,common_factor,2,8,3.163193882151341,Chronos-2,260,0.5615384615384615,cafe.target_only_ablation_trial.v1,0.0551328650271934,0.031144085788548312,0.37383280816814407,native
