suite,term,dataset_id,model_id,capability_id,capability_level,paired_view_count,mase_degradation_mean,mase_degradation_median,positive_degradation_fraction,full_input_mase_mean,ablated_input_mase_mean,response_ratio_mean
gift,medium,gift_ett1_h,Chronos-2,cross_series_dependence,5,4,0.15589518868859792,0.20509233828123885,0.75,2.2127069581511725,2.36860214683977,0.6713894551103483
gift,medium,gift_ett1_h,Timer-4.0,common_factor,1,4,0.07584750009911204,0.07760161471804694,0.75,1.0970832177199084,1.1729307178190203,0.9329745674490766
gift,medium,gift_ett1_h,Timer-4.0,common_factor,2,4,0.09349734616667071,0.07866628479054472,1.0,1.1177055496323602,1.211202895799031,0.5656028644913592
gift,medium,gift_ett1_h,Timer-4.0,common_factor,3,4,0.09055954068359043,0.0642122222013049,1.0,1.1541429558899623,1.2447024965735527,0.37042932375432946
gift,medium,gift_ett1_h,Timer-4.0,common_factor,4,4,0.06680047123683713,0.040331411240096204,0.75,1.2197591750818102,1.2865596463186473,0.19959254763878193
gift,medium,gift_ett1_h,Timer-4.0,common_factor,5,4,0.0618404766270903,0.031795306710163285,0.75,1.2584039348644742,1.3202444114915646,0.14846904850515572
gift,medium,gift_ett1_h,Timer-4.0,cross_series_dependence,1,4,-0.017218353872645975,-0.0017584236823987576,0.5,1.4009367917299873,1.3837184378573413,2.159883873337488
gift,medium,gift_ett1_h,Timer-4.0,cross_series_dependence,2,4,-0.02631591168995473,0.00026338378048884614,0.5,1.4894654579318876,1.4631495462419328,1.4247892981090082
gift,medium,gift_ett1_h,Timer-4.0,cross_series_dependence,3,4,-0.06253682452077858,-0.08014427747273012,0.25,1.670642978213246,1.6081061536924675,0.9783190185964509
gift,medium,gift_ett1_h,Timer-4.0,cross_series_dependence,4,4,-0.08315569297809933,-0.11630831262949082,0.25,1.9199313027408216,1.8367756097627224,0.7034917295446134
gift,medium,gift_ett1_h,Timer-4.0,cross_series_dependence,5,4,-0.12173436300741874,-0.17875978196577502,0.25,2.289854378838654,2.168120015831235,0.595526996795986
gift,medium,gift_ett1_h,toto2.0,common_factor,1,4,0.059107955011692526,0.05353481919465386,0.75,1.5547407460772629,1.6138487010889555,0.42738573630994564
gift,medium,gift_ett1_h,toto2.0,common_factor,2,4,0.06049312095316123,0.05673678469902321,0.75,1.5953424295136012,1.6558355504667623,0.26039746408027326
gift,medium,gift_ett1_h,toto2.0,common_factor,3,4,0.06134032612559909,0.05970941740629998,0.75,1.6315539243184936,1.6928942504440925,0.17860664316481056
gift,medium,gift_ett1_h,toto2.0,common_factor,4,4,0.06243014741231129,0.05954168805476956,0.75,1.7080032938962808,1.770433441308592,0.11670581755251061
gift,medium,gift_ett1_h,toto2.0,common_factor,5,4,0.06309090566283748,0.05968231959098924,0.75,1.7584984719320338,1.8215893775948713,0.08858226605950177
gift,medium,gift_ett1_h,toto2.0,cross_series_dependence,1,4,-0.028872361428721627,-0.02705691750716377,0.25,1.362044497640168,1.3331721362114464,1.0887036060078858
gift,medium,gift_ett1_h,toto2.0,cross_series_dependence,2,4,-0.02284459204105821,-0.024706798295852095,0.25,1.420369104127396,1.3975245120863375,0.709673930651723
gift,medium,gift_ett1_h,toto2.0,cross_series_dependence,3,4,-0.014826342426002503,-0.013722597932611547,0.25,1.5467729825755097,1.5319466401495072,0.4802527695019732
gift,medium,gift_ett1_h,toto2.0,cross_series_dependence,4,4,0.0037968479814593503,-0.016022037659834898,0.5,1.7311917165272521,1.7349885645087115,0.43232175078272694
gift,medium,gift_ett1_h,toto2.0,cross_series_dependence,5,4,0.03581774833614371,0.008613401767521567,0.5,1.9893079796533513,2.025125727989495,0.4487049570843208
gift,medium,gift_ett2_h,Chronos-2,common_factor,1,4,-0.02599999384785065,-0.025762734767561635,0.25,0.9362767776665812,0.9102767838187306,0.5998322436388083
gift,medium,gift_ett2_h,Chronos-2,common_factor,2,4,-0.017395625298995354,-0.016492861396550262,0.5,0.9445756194686818,0.9271799941696865,0.38224933302732245
gift,medium,gift_ett2_h,Chronos-2,common_factor,3,4,0.008907978669122602,0.014640159375894413,0.5,0.9485418782557513,0.9574498569248739,0.3300196614909804
gift,medium,gift_ett2_h,Chronos-2,common_factor,4,4,0.04031982788044622,0.04042235504029951,0.5,0.9393613364286387,0.979681164309085,0.3123670142599281
gift,medium,gift_ett2_h,Chronos-2,common_factor,5,4,0.0939312626407525,0.06783037610962,0.75,0.9182679700465006,1.012199232687253,0.2965137325852013
gift,medium,gift_ett2_h,Chronos-2,cross_series_dependence,1,4,-0.08104828841455186,-0.02302682146763435,0.5,0.9078661056349208,0.8268178172203691,2.7665488098759106
gift,medium,gift_ett2_h,Chronos-2,cross_series_dependence,2,4,-0.09088092907868653,-0.028772359930512914,0.25,0.9091474617445887,0.8182665326659023,2.0437630477068294
gift,medium,gift_ett2_h,Chronos-2,cross_series_dependence,3,4,-0.11248136431983327,-0.04585692950813114,0.25,0.92143224115136,0.8089508768315268,1.4564229164890996
gift,medium,gift_ett2_h,Chronos-2,cross_series_dependence,4,4,-0.1362932478169549,-0.0727417087798754,0.25,0.9598274517784825,0.8235342039615277,1.1591703140716978
gift,medium,gift_ett2_h,Chronos-2,cross_series_dependence,5,4,-0.15560703952554417,-0.08554284933644196,0.25,1.0198232431331797,0.8642162036076354,0.8903269762026076
gift,medium,gift_ett2_h,Timer-4.0,common_factor,1,4,-0.03851830538821807,0.0017100255525692165,0.5,1.3989631937360136,1.3604448883477958,0.6292659511616866
gift,medium,gift_ett2_h,Timer-4.0,common_factor,2,4,0.002388396290035455,0.02154177657121409,0.75,1.2710195818454233,1.2734079781354588,0.35397933853403685
gift,medium,gift_ett2_h,Timer-4.0,common_factor,3,4,0.03238764399951918,0.026900672489530097,0.75,1.1984055883704787,1.230793232369998,0.27067353215028933
gift,medium,gift_ett2_h,Timer-4.0,common_factor,4,4,0.07112961325126513,0.008538097871135075,0.75,1.213390335940705,1.28451994919197,0.16902230205496804
gift,medium,gift_ett2_h,Timer-4.0,common_factor,5,4,0.12906641563651866,0.031177473241505993,0.75,1.2839487572902595,1.4130151729267784,0.11125954528899859
gift,medium,gift_ett2_h,Timer-4.0,cross_series_dependence,1,4,0.023601953583251567,0.017854657817976072,0.75,0.8473082834466648,0.8709102370299164,1.561708077208208
gift,medium,gift_ett2_h,Timer-4.0,cross_series_dependence,2,4,0.009914889616325695,0.03855522419291091,0.75,0.8533313013622217,0.8632461909785474,1.1199217201625822
gift,medium,gift_ett2_h,Timer-4.0,cross_series_dependence,3,4,-0.016998083512040796,0.009882993230115378,0.5,0.9085460682759516,0.891547984763911,0.7585419996393011
gift,medium,gift_ett2_h,Timer-4.0,cross_series_dependence,4,4,-0.044040201854730704,-0.04301837201354325,0.5,1.0339443440791205,0.9899041422243897,0.37253885174505114
gift,medium,gift_ett2_h,Timer-4.0,cross_series_dependence,5,4,-0.02417919628250373,-0.014011139166029418,0.5,1.1718271457723322,1.1476479494898284,0.2101075552257512
gift,medium,gift_ett2_h,toto2.0,common_factor,1,4,-0.12964913236559644,-0.10693297355502052,0.25,1.4204020425733155,1.290752910207719,0.6172267366552392
gift,medium,gift_ett2_h,toto2.0,common_factor,2,4,-0.13529790665980662,-0.11875726247309792,0.25,1.4367234803428777,1.3014255736830709,0.38747725927745696
gift,medium,gift_ett2_h,toto2.0,common_factor,3,4,-0.1453746792528131,-0.12752574528791283,0.25,1.4823264722287028,1.3369517929758898,0.31260801346121214
gift,medium,gift_ett2_h,toto2.0,common_factor,4,4,-0.1280878884011137,-0.13335848033381703,0.25,1.5791271302984051,1.4510392418972913,0.24186876331183046
gift,medium,gift_ett2_h,toto2.0,common_factor,5,4,-0.10530328687465201,-0.11726429310183983,0.25,1.64882424645738,1.543520959582728,0.21269066288093513
gift,medium,gift_ett2_h,toto2.0,cross_series_dependence,1,4,-0.1596657266898815,-0.1773874062171228,0.0,1.464221781523291,1.3045560548334094,1.9936049889119116
gift,medium,gift_ett2_h,toto2.0,cross_series_dependence,2,4,-0.16404296848672534,-0.1850560349460908,0.0,1.5041952765600715,1.340152308073346,1.4658547670092559
gift,medium,gift_ett2_h,toto2.0,cross_series_dependence,3,4,-0.171109368577552,-0.19088472269681023,0.0,1.6155908776946086,1.4444815091170569,0.9957888058517428
gift,medium,gift_ett2_h,toto2.0,cross_series_dependence,4,4,-0.16614594452638543,-0.18147586461398346,0.0,1.7476850124953338,1.5815390679689485,0.7361632750973914
gift,medium,gift_ett2_h,toto2.0,cross_series_dependence,5,4,-0.1601721069558617,-0.1854450251519495,0.25,1.8988290130172976,1.7386569060614359,0.5298911313047239
gift,medium,gift_jena_weather_h,Chronos-2,common_factor,1,2,-0.10569245541421357,-0.10569245541421357,0.0,0.993119492093125,0.8874270366789114,0.8094186951070181
gift,medium,gift_jena_weather_h,Chronos-2,common_factor,2,2,-0.11294847601763008,-0.11294847601763008,0.0,0.9891202089181844,0.8761717329005543,0.49666611471582944
gift,medium,gift_jena_weather_h,Chronos-2,common_factor,3,2,-0.11928025609237092,-0.11928025609237092,0.0,0.9841236064637374,0.8648433503713665,0.2923115864314846
gift,medium,gift_jena_weather_h,Chronos-2,common_factor,4,2,-0.11724601254112904,-0.11724601254112904,0.0,0.9762683513264849,0.8590223387853559,0.17531202392175615
gift,medium,gift_jena_weather_h,Chronos-2,common_factor,5,2,-0.12155915822256963,-0.12155915822256963,0.0,0.9778505301030558,0.8562913718804861,0.13930187583091005
gift,medium,gift_jena_weather_h,Chronos-2,cross_series_dependence,1,2,0.0424967382760284,0.0424967382760284,0.5,1.2489147008310382,1.2914114391070668,1.8182605985023619
gift,medium,gift_jena_weather_h,Chronos-2,cross_series_dependence,2,2,0.027630635406632353,0.027630635406632353,0.5,1.2682544820495947,1.295885117456227,1.068330496397922
gift,medium,gift_jena_weather_h,Chronos-2,cross_series_dependence,3,2,0.014583996278635936,0.014583996278635936,0.5,1.2895181071398054,1.3041021034184412,0.7651738626554847
gift,medium,gift_jena_weather_h,Chronos-2,cross_series_dependence,4,2,0.005592686868646224,0.005592686868646224,0.5,1.3051308646639108,1.3107235515325568,0.610976103919743
gift,medium,gift_jena_weather_h,Chronos-2,cross_series_dependence,5,2,-0.028739977118541593,-0.028739977118541593,0.5,1.343185781050507,1.3144458039319655,0.5039820913144375
gift,medium,gift_jena_weather_h,Timer-4.0,common_factor,1,2,-0.07673381865635998,-0.07673381865635998,0.5,1.0715679905561035,0.9948341718997435,0.8124038744900256
gift,medium,gift_jena_weather_h,Timer-4.0,common_factor,2,2,-0.11612051561901016,-0.11612051561901016,0.5,1.0748005368465452,0.9586800212275349,0.5285987172835027
gift,medium,gift_jena_weather_h,Timer-4.0,common_factor,3,2,-0.11055783452332663,-0.11055783452332663,0.0,1.0747051860373311,0.9641473515140044,0.29818830311801625
gift,medium,gift_jena_weather_h,Timer-4.0,common_factor,4,2,-0.07213665947816394,-0.07213665947816394,0.0,1.0635796328512424,0.9914429733730784,0.21684140457258927
gift,medium,gift_jena_weather_h,Timer-4.0,common_factor,5,2,-0.03303071014956216,-0.03303071014956216,0.5,1.0423696674740806,1.0093389573245184,0.17795020219502186
gift,medium,gift_jena_weather_h,Timer-4.0,cross_series_dependence,1,2,-0.10495182400575331,-0.10495182400575331,0.5,1.0869888585577467,0.9820370345519933,1.9481375911727317
gift,medium,gift_jena_weather_h,Timer-4.0,cross_series_dependence,2,2,-0.06306212417406087,-0.06306212417406087,0.5,1.0777601418024498,1.0146980176283888,0.9995166658313099
gift,medium,gift_jena_weather_h,Timer-4.0,cross_series_dependence,3,2,-0.015517229968245339,-0.015517229968245339,0.5,1.0743402597404363,1.058823029772191,0.5352827750659738
gift,medium,gift_jena_weather_h,Timer-4.0,cross_series_dependence,4,2,0.012324962723051947,0.012324962723051947,0.5,1.0800644968134767,1.0923894595365287,0.33857061813938527
gift,medium,gift_jena_weather_h,Timer-4.0,cross_series_dependence,5,2,0.049661775400409,0.049661775400409,1.0,1.1035022149758664,1.1531639903762754,0.20692097646106705
gift,medium,gift_jena_weather_h,toto2.0,common_factor,1,2,-0.03196160626183531,-0.03196160626183531,0.5,1.9322656454801534,1.9003040392183181,0.33728532041293197
gift,medium,gift_jena_weather_h,toto2.0,common_factor,2,2,-0.029282968305477497,-0.029282968305477497,0.5,1.9528091980085178,1.9235262297030404,0.24367105898686328
gift,medium,gift_jena_weather_h,toto2.0,common_factor,3,2,-0.023833205494580345,-0.023833205494580345,0.5,1.986985971548501,1.9631527660539208,0.18729739988068894
gift,medium,gift_jena_weather_h,toto2.0,common_factor,4,2,-0.03457323731327533,-0.03457323731327533,0.5,2.03835553656782,2.003782299254545,0.13268695916267745
gift,medium,gift_jena_weather_h,toto2.0,common_factor,5,2,-0.04669632237847454,-0.04669632237847454,0.5,2.073378434365253,2.0266821119867786,0.09918706460912312
gift,medium,gift_jena_weather_h,toto2.0,cross_series_dependence,1,2,0.022789265725700503,0.022789265725700503,0.5,2.3902521796880043,2.413041445413705,1.0171936056846804
gift,medium,gift_jena_weather_h,toto2.0,cross_series_dependence,2,2,0.04198440788999114,0.04198440788999114,0.5,2.464743200425703,2.5067276083156944,0.6135069080764709
gift,medium,gift_jena_weather_h,toto2.0,cross_series_dependence,3,2,0.051089568331903035,0.051089568331903035,0.5,2.5601019521015402,2.611191520433443,0.4706516011732238
gift,medium,gift_jena_weather_h,toto2.0,cross_series_dependence,4,2,0.018519013924987338,0.018519013924987338,0.5,2.6461921186264443,2.6647111325514317,0.4234108606994024
gift,medium,gift_jena_weather_h,toto2.0,cross_series_dependence,5,2,-0.004652623111615073,-0.004652623111615073,0.5,2.7688083934875642,2.7641557703759494,0.33182477082281125
gift,medium,gift_m_dense_h,Chronos-2,covariate_impulse_response,1,120,-0.0008115544645297299,-0.0007354745204395385,0.43333333333333335,0.7525881642564087,0.751776609791879,0.09586735818786299
gift,medium,gift_m_dense_h,Chronos-2,covariate_impulse_response,2,120,-0.0006968928482042475,-0.00033111460603560405,0.48333333333333334,0.7999879327095049,0.7992910398613006,0.0703176736154493
gift,medium,gift_m_dense_h,Chronos-2,covariate_impulse_response,3,120,-0.0018807658074804334,-0.0009331730208381739,0.4583333333333333,0.842787803148432,0.8409070373409515,0.05764223063132475
gift,medium,gift_m_dense_h,Chronos-2,covariate_impulse_response,4,120,-0.00013545221313279268,0.0004845842106602216,0.5083333333333333,0.880401285920121,0.8802658337069881,0.04840456966046461
gift,medium,gift_m_dense_h,Chronos-2,covariate_impulse_response,5,120,-0.0002978412173226359,0.0006677524547650804,0.5333333333333333,0.9556022545227937,0.955304413305471,0.04047013067900238
gift,medium,gift_m_dense_h,Timer-4.0,covariate_impulse_response,1,120,-0.0006526273103388727,-0.00039684043190890694,0.4666666666666667,0.7279890973291305,0.7273364700187916,0.06669272911193312
gift,medium,gift_m_dense_h,Timer-4.0,covariate_impulse_response,2,120,-0.0007132870542105471,-0.0011464638182368536,0.36666666666666664,0.7775510945311095,0.7768378074768989,0.0442174971424044
gift,medium,gift_m_dense_h,Timer-4.0,covariate_impulse_response,3,120,-0.0001775133227899822,-0.0010910929176953799,0.4166666666666667,0.8524836626770502,0.8523061493542602,0.03335588553584195
gift,medium,gift_m_dense_h,Timer-4.0,covariate_impulse_response,4,120,-0.00015701257038793723,-0.0012064261408700205,0.43333333333333335,0.9701476016851932,0.9699905891148054,0.025249274247506906
gift,medium,gift_m_dense_h,Timer-4.0,covariate_impulse_response,5,120,-0.0011595089479512146,-0.0010686681412971077,0.425,1.117287111327678,1.116127602379727,0.01942252968682495
gift,short,gift_bitbrains_fast_h,Chronos-2,covariate_impulse_response,1,2393,-0.013668476936705986,0.00015180203588855898,0.5185959047221061,1.2043508632276356,1.1906823862909295,0.14441690387681627
gift,short,gift_bitbrains_fast_h,Chronos-2,covariate_impulse_response,2,2393,-0.024440851883417415,0.00019075148394387398,0.523192645215211,1.1906791199310818,1.1662382680476644,0.09801162842376464
gift,short,gift_bitbrains_fast_h,Chronos-2,covariate_impulse_response,3,2393,-0.022696055404666356,8.793790593797368e-05,0.5089845382365232,1.1924787728141069,1.1697827174094404,0.0717652423520541
gift,short,gift_bitbrains_fast_h,Chronos-2,covariate_impulse_response,4,2393,-0.019286945993175857,0.00011610661420164564,0.5102381947346427,1.1493178898423198,1.1300309438491438,0.05267671962043241
gift,short,gift_bitbrains_fast_h,Chronos-2,covariate_impulse_response,5,2393,-0.02043036785203558,0.0003339442053544861,0.5265357292101964,1.1222102222798893,1.1017798544278534,0.041425483500900716
gift,short,gift_bitbrains_fast_h,Chronos-2,cross_series_dependence,1,2336,-0.001307397260765397,0.00014675729961969447,0.5196917808219178,0.916690231151555,0.9153828338907898,0.32152687612983066
gift,short,gift_bitbrains_fast_h,Chronos-2,cross_series_dependence,2,2336,-0.001138734058887042,0.00020908325388990312,0.5196917808219178,0.9547241258391606,0.9535853917802735,0.22997988483193224
gift,short,gift_bitbrains_fast_h,Chronos-2,cross_series_dependence,3,2336,-0.0004033727532605833,0.00034473041303034746,0.53125,1.010092086422173,1.0096887136689123,0.18203972924683673
gift,short,gift_bitbrains_fast_h,Chronos-2,cross_series_dependence,4,2336,0.0009677257739059218,0.0004928029445721016,0.5462328767123288,1.1013499912578317,1.102317717031738,0.15690181861190852
gift,short,gift_bitbrains_fast_h,Chronos-2,cross_series_dependence,5,2336,0.002685048922600953,0.0009940925663640965,0.5603595890410958,1.2335264577090634,1.2362115066316643,0.1384564202023018
gift,short,gift_bitbrains_fast_h,Timer-4.0,covariate_impulse_response,1,2393,0.00013162250412938426,5.6332722094376564e-05,0.5114918512327622,1.1109553111169799,1.1110869336211093,0.05555332738975576
gift,short,gift_bitbrains_fast_h,Timer-4.0,covariate_impulse_response,2,2393,-0.00044293931190270245,9.270282414264308e-05,0.511073965733389,1.1348784187534402,1.1344354794415374,0.03631275747029072
gift,short,gift_bitbrains_fast_h,Timer-4.0,covariate_impulse_response,3,2393,0.003297940122700417,2.8193956467192915e-05,0.5043877977434184,1.158014697936733,1.1613126380594334,0.026169715729614584
gift,short,gift_bitbrains_fast_h,Timer-4.0,covariate_impulse_response,4,2393,0.002346244993041649,0.00014799848394869697,0.5173422482239867,1.207273391170654,1.2096196361636955,0.019390671981930584
gift,short,gift_bitbrains_fast_h,Timer-4.0,covariate_impulse_response,5,2393,0.00494573421373803,1.993263214250529e-05,0.5022983702465524,1.2283529518243739,1.2332986860381117,0.015402596626751659
gift,short,gift_bitbrains_fast_h,Timer-4.0,cross_series_dependence,1,2336,-0.001888368571782172,-2.131680183758977e-08,0.4987157534246575,0.9225065051868282,0.9206181366150461,0.24508519568199771
gift,short,gift_bitbrains_fast_h,Timer-4.0,cross_series_dependence,2,2336,-0.00288635688850292,-0.00027361393560737524,0.4704623287671233,0.9605742194114475,0.9576878625229445,0.19657051408222923
gift,short,gift_bitbrains_fast_h,Timer-4.0,cross_series_dependence,3,2336,-0.005725802848777953,-0.0005747643792921378,0.4520547945205479,1.0274257007168006,1.0216998978680227,0.1672194225185357
gift,short,gift_bitbrains_fast_h,Timer-4.0,cross_series_dependence,4,2336,-0.005082623128863658,-0.0009187237754779073,0.4289383561643836,1.1121416904015147,1.107059067272651,0.14422006855343592
gift,short,gift_bitbrains_fast_h,Timer-4.0,cross_series_dependence,5,2336,-0.004745342689593231,-0.0013931196441806515,0.4122431506849315,1.2223854041559785,1.2176400614663851,0.11946739270665017
gift,short,gift_bitbrains_fast_h,tirex2,covariate_impulse_response,1,2393,6.941982050463244e-05,9.01328507090654e-05,0.5290430422064354,1.300590891777327,1.3006603115978315,0.03073967587212255
gift,short,gift_bitbrains_fast_h,tirex2,covariate_impulse_response,2,2393,7.008112720099326e-05,0.00010817439874843959,0.5282072712076891,1.310858976613552,1.310929057740753,0.020492769589860307
gift,short,gift_bitbrains_fast_h,tirex2,covariate_impulse_response,3,2393,-0.0004155001012402166,9.938595824932062e-05,0.5236105307145842,1.319002881230891,1.318587381129651,0.015048853414055185
gift,short,gift_bitbrains_fast_h,tirex2,covariate_impulse_response,4,2393,-0.00027435647455735106,0.00011434040493703973,0.5219389887170915,1.3422990876340979,1.3420247311595404,0.01120138560350905
gift,short,gift_bitbrains_fast_h,tirex2,covariate_impulse_response,5,2393,-0.0005124358660511866,0.00010823209928645383,0.520685332218972,1.3704369093821775,1.3699244735161265,0.008849670419701694
gift,short,gift_bitbrains_fast_h,tirex2,cross_series_dependence,1,2336,6.308159513690517e-05,-8.91373315611739e-05,0.4683219178082192,0.9288621643599273,0.9289252459550642,0.08049818018318068
gift,short,gift_bitbrains_fast_h,tirex2,cross_series_dependence,2,2336,-2.2109589970194857e-05,-5.3913549499351454e-05,0.480736301369863,0.9702095807610406,0.9701874711710702,0.054896611720061904
gift,short,gift_bitbrains_fast_h,tirex2,cross_series_dependence,3,2336,0.00031776580222541085,-3.6663887048440924e-05,0.4888698630136986,1.0292970454782575,1.0296148112804828,0.04132779532617121
gift,short,gift_bitbrains_fast_h,tirex2,cross_series_dependence,4,2336,0.0004719767341268088,9.943410891610771e-06,0.504708904109589,1.1206882614265654,1.1211602381606924,0.03112781920838146
gift,short,gift_bitbrains_fast_h,tirex2,cross_series_dependence,5,2336,4.871360664360207e-05,-1.6838614816356602e-05,0.4965753424657534,1.2355226315062862,1.2355713451129298,0.024061100068244138
gift,short,gift_bitbrains_fast_h,toto2.0,cross_series_dependence,1,2336,0.0020758011767023597,0.0002581971937161677,0.5663527397260274,0.9363036947195711,0.9383794958962736,0.5259224176897036
gift,short,gift_bitbrains_fast_h,toto2.0,cross_series_dependence,2,2336,0.002727711517093734,0.00039798973316210184,0.5616438356164384,0.9747815541575581,0.9775092656746518,0.3840169560246394
gift,short,gift_bitbrains_fast_h,toto2.0,cross_series_dependence,3,2336,-0.0031553323838228228,0.00036150759967379376,0.5607876712328768,1.0334751267702023,1.0303197943863793,0.30395146206219414
gift,short,gift_bitbrains_fast_h,toto2.0,cross_series_dependence,4,2336,-0.019036873285431154,0.00035738153504694006,0.550513698630137,1.1187533438410056,1.0997164705555744,0.24454194056268175
gift,short,gift_bitbrains_fast_h,toto2.0,cross_series_dependence,5,2336,-0.03614251087965939,0.00027700018205320206,0.5368150684931506,1.231214576356831,1.1950720654771714,0.19640085357721776
gift,short,gift_bitbrains_rnd_h,Chronos-2,covariate_impulse_response,1,967,0.001333102628193004,7.483084880188784e-05,0.5108583247156153,5.5074568240986395,5.508789926726831,0.12231683127735997
gift,short,gift_bitbrains_rnd_h,Chronos-2,covariate_impulse_response,2,967,0.00203941099468303,0.0004801277053848585,0.5346432264736298,5.503973346678396,5.506012757673077,0.08243015942877721
gift,short,gift_bitbrains_rnd_h,Chronos-2,covariate_impulse_response,3,967,0.0033224590300243257,0.00034038344462238024,0.5243019648397105,5.49687687931686,5.500199338346884,0.06196094556439467
gift,short,gift_bitbrains_rnd_h,Chronos-2,covariate_impulse_response,4,967,0.0046267369904471195,0.0007132133580725342,0.5429162357807652,5.487365074771998,5.4919918117624436,0.047617073714111426
gift,short,gift_bitbrains_rnd_h,Chronos-2,covariate_impulse_response,5,967,0.005616746117264335,0.0008557955980088572,0.5491209927611168,5.468872471780964,5.474489217898228,0.03838388247447217
gift,short,gift_bitbrains_rnd_h,Chronos-2,cross_series_dependence,1,927,-0.003509613530736212,0.00038980699322088697,0.5555555555555556,5.7585190651251885,5.755009451594451,0.22825054104710135
gift,short,gift_bitbrains_rnd_h,Chronos-2,cross_series_dependence,2,927,-0.003755588184558117,0.00043309168170119205,0.5469255663430421,5.802337311735296,5.798581723550738,0.16166470107115008
gift,short,gift_bitbrains_rnd_h,Chronos-2,cross_series_dependence,3,927,-0.004900719321698394,0.0004574531737143728,0.5415318230852212,5.867885471802799,5.862984752481101,0.12758951830862425
gift,short,gift_bitbrains_rnd_h,Chronos-2,cross_series_dependence,4,927,-0.00646844626559011,0.00040021974779058667,0.5372168284789643,5.961963624529574,5.955495178263983,0.10703172374414831
gift,short,gift_bitbrains_rnd_h,Chronos-2,cross_series_dependence,5,927,-0.007571412199414328,0.0007041451095979312,0.5609492988133765,6.101954732212525,6.09438332001311,0.08775905603355515
gift,short,gift_bitbrains_rnd_h,Timer-4.0,covariate_impulse_response,1,967,-0.0010847736439724349,-0.00019070101268370276,0.46639089968976216,5.585293374903698,5.584208601259726,0.05922218111332448
gift,short,gift_bitbrains_rnd_h,Timer-4.0,covariate_impulse_response,2,967,0.000388517106831167,-5.18685155928289e-05,0.49120992761116855,5.613198212505512,5.613586729612343,0.038404135684951636
gift,short,gift_bitbrains_rnd_h,Timer-4.0,covariate_impulse_response,3,967,-0.00011097285749306964,-0.00011548037539366174,0.48190279214064113,5.640168993449111,5.64005802059162,0.02724731877141638
gift,short,gift_bitbrains_rnd_h,Timer-4.0,covariate_impulse_response,4,967,0.000672589083211276,8.008567089456964e-05,0.5067218200620476,5.662925329444956,5.663597918528168,0.0199151661808447
gift,short,gift_bitbrains_rnd_h,Timer-4.0,covariate_impulse_response,5,967,0.001820264082449185,-0.00017511030551320417,0.4788004136504654,5.675673842532725,5.677494106615175,0.015419460327251657
gift,short,gift_bitbrains_rnd_h,Timer-4.0,cross_series_dependence,1,927,-0.000313806344180766,0.0001735012049192651,0.5210355987055016,5.750391743985777,5.750077937641596,0.18683542371270367
gift,short,gift_bitbrains_rnd_h,Timer-4.0,cross_series_dependence,2,927,-0.0011966006721828796,-0.00016287171904527664,0.47680690399137,5.7929591315770725,5.791762530904888,0.14661327647588043
gift,short,gift_bitbrains_rnd_h,Timer-4.0,cross_series_dependence,3,927,-0.0015075056132745931,-0.0005753931501844001,0.45415318230852214,5.855585232904822,5.854077727291546,0.1272191793455644
gift,short,gift_bitbrains_rnd_h,Timer-4.0,cross_series_dependence,4,927,-0.001382965795261186,-0.00031072530380193975,0.47896440129449835,5.954677254810588,5.953294289015327,0.1112181724779297
gift,short,gift_bitbrains_rnd_h,Timer-4.0,cross_series_dependence,5,927,-0.002461822665548548,-0.0014042579580633152,0.43797195253505933,6.098893701135461,6.096431878469912,0.09421709200597997
gift,short,gift_bitbrains_rnd_h,tirex2,covariate_impulse_response,1,967,0.0007687077524997407,0.00014044172216476358,0.5377456049638056,5.602844691217106,5.603613398969606,0.03469796234890995
gift,short,gift_bitbrains_rnd_h,tirex2,covariate_impulse_response,2,967,0.0004655118031032229,0.00012997623042021456,0.5377456049638056,5.633382352694231,5.633847864497334,0.02393872880611065
gift,short,gift_bitbrains_rnd_h,tirex2,covariate_impulse_response,3,967,0.0006957137579402394,9.517576273687656e-05,0.5118924508790073,5.667404159151895,5.668099872909834,0.017425923615558576
gift,short,gift_bitbrains_rnd_h,tirex2,covariate_impulse_response,4,967,0.0003933570708425514,0.0001262926607560333,0.5201654601861427,5.699927521319962,5.700320878390803,0.013077509576539486
gift,short,gift_bitbrains_rnd_h,tirex2,covariate_impulse_response,5,967,8.810746573595179e-05,-4.685639093319517e-05,0.4984488107549121,5.738854541135048,5.738942648600784,0.010338259350496383
gift,short,gift_bitbrains_rnd_h,tirex2,cross_series_dependence,1,927,-7.558347216912237e-06,-7.469125337249832e-05,0.46494066882416396,5.781438531773188,5.78143097342597,0.06056690695272213
gift,short,gift_bitbrains_rnd_h,tirex2,cross_series_dependence,2,927,-0.0006056496190043697,-0.00010226785958095119,0.4627831715210356,5.825163447403003,5.824557797784,0.04015838550594538
gift,short,gift_bitbrains_rnd_h,tirex2,cross_series_dependence,3,927,0.0004187377454152761,3.019053956188067e-05,0.5091693635382956,5.883696455692076,5.884115193437492,0.02898889390671066
gift,short,gift_bitbrains_rnd_h,tirex2,cross_series_dependence,4,927,-0.000521986996031609,-2.3490517925786603e-05,0.4929881337648328,5.977220757740548,5.976698770744518,0.0228718483777441
