objective_id,objective_label,corpus,metric,baseline_value,best_all_step,best_all_value,best_all_relative_change_percent,best_nonzero_step,best_nonzero_value,best_nonzero_relative_change_percent,final_step,final_value,final_relative_change_percent
default,Chronos default (quantile),train,mase,1.019933492515609,40000,0.9605248416492236,-5.824757329995823,40000,0.9605248416492236,-5.824757329995823,40000,0.9605248416492236,-5.824757329995823
default,Chronos default (quantile),train,effect_nrmse,0.4636874988436824,16000,0.4305732135081319,-7.141509188435968,16000,0.4305732135081319,-7.141509188435968,40000,0.47703165736740427,2.8778344374171816
default,Chronos default (quantile),cross,mase,0.9488962161137494,40000,0.8545754270819911,-9.940053235542845,40000,0.8545754270819911,-9.940053235542845,40000,0.8545754270819911,-9.940053235542845
default,Chronos default (quantile),cross,effect_nrmse,0.4593690301366515,8000,0.439471990430117,-4.331384660523496,8000,0.439471990430117,-4.331384660523496,40000,0.48647233659446965,5.900116176694703
effect_nrmse,Paired effect NRMSE,train,mase,1.019933492515609,0,1.019933492515609,0.0,8000,1.1752844296114813,15.231477173350584,40000,1.2356737418449482,21.152384043907404
effect_nrmse,Paired effect NRMSE,train,effect_nrmse,0.4636874988436824,36000,0.344063418888624,-25.798426796790963,36000,0.344063418888624,-25.798426796790963,40000,0.34471673621743615,-25.657530755719915
effect_nrmse,Paired effect NRMSE,cross,mase,0.9488962161137494,0,0.9488962161137494,0.0,8000,1.0782137300433587,13.628204194894522,40000,1.1378586437967384,19.91391940173328
effect_nrmse,Paired effect NRMSE,cross,effect_nrmse,0.4593690301366515,28000,0.38519017643785547,-16.14798752905252,28000,0.38519017643785547,-16.14798752905252,40000,0.38870336308530684,-15.38320226557791
