objective_id,logged_points,first_logged_step,last_logged_step,first_10_mean_loss,last_10_mean_loss,first_to_last_10_relative_change_percent
default,200,200,40000,2.1479293365478513,1.8811619415283203,-12.419747264511006
effect_nrmse,200,200,40000,0.18502865409851071,0.10789203834533692,-41.68901088806799
