objective_id,objective_label,corpus,corpus_label,step,nominal_epoch_equivalents,metric,metric_label,value,baseline,absolute_change,relative_change_percent,gain_percent
default,Chronos default (quantile),train,Seed A (training),0,0.0,effect_nrmse,Macro-stratum effect NRMSE,0.4636874988436824,0.4636874988436824,0.0,0.0,0.0
default,Chronos default (quantile),train,Seed A (training),4000,1.0211896859841716,mase,Macro-stratum MASE,0.9981053751482731,1.019933492515609,-0.02182811736733581,-2.14015105176103,2.1401510517610296
default,Chronos default (quantile),train,Seed A (training),4000,1.0211896859841716,effect_nrmse,Macro-stratum effect NRMSE,0.4409128558929903,0.4636874988436824,-0.022774642950692092,-4.911636178996892,4.911636178996891
default,Chronos default (quantile),train,Seed A (training),8000,2.042379371968343,mase,Macro-stratum MASE,0.9905420077776408,1.019933492515609,-0.029391484737968154,-2.8817060086413826,2.8817060086413773
default,Chronos default (quantile),train,Seed A (training),8000,2.042379371968343,effect_nrmse,Macro-stratum effect NRMSE,0.44867011676372887,0.4636874988436824,-0.015017382079953512,-3.2386859937787893,3.238685993778786
default,Chronos default (quantile),train,Seed A (training),12000,3.0635690579525146,mase,Macro-stratum MASE,0.9824419184943145,1.019933492515609,-0.03749157402129444,-3.675884192098011,3.675884192098013
default,Chronos default (quantile),train,Seed A (training),12000,3.0635690579525146,effect_nrmse,Macro-stratum effect NRMSE,0.43400208639131765,0.4636874988436824,-0.029685412452364723,-6.4020299288621185,6.402029928862115
default,Chronos default (quantile),train,Seed A (training),16000,4.084758743936686,mase,Macro-stratum MASE,0.9901529012953698,1.019933492515609,-0.029780591220239128,-2.9198561905038445,2.91985619050385
default,Chronos default (quantile),train,Seed A (training),16000,4.084758743936686,effect_nrmse,Macro-stratum effect NRMSE,0.4305732135081319,0.4636874988436824,-0.0331142853355505,-7.141509188435968,7.141509188435967
default,Chronos default (quantile),train,Seed A (training),20000,5.105948429920858,mase,Macro-stratum MASE,0.9812946031919241,1.019933492515609,-0.038638889323684866,-3.7883734191711094,3.7883734191711076
default,Chronos default (quantile),train,Seed A (training),20000,5.105948429920858,effect_nrmse,Macro-stratum effect NRMSE,0.4441705549816447,0.4636874988436824,-0.019516943862037672,-4.209072685959381,4.209072685959384
default,Chronos default (quantile),train,Seed A (training),24000,6.127138115905029,mase,Macro-stratum MASE,0.9756659534044408,1.019933492515609,-0.0442675391111681,-4.3402378131523704,4.340237813152374
default,Chronos default (quantile),train,Seed A (training),24000,6.127138115905029,effect_nrmse,Macro-stratum effect NRMSE,0.4491356113215046,0.4636874988436824,-0.014551887522177787,-3.1382962789521907,3.138296278952195
default,Chronos default (quantile),train,Seed A (training),28000,7.148327801889201,mase,Macro-stratum MASE,0.9698155260307754,1.019933492515609,-0.050117966484833576,-4.913846525543586,4.913846525543584
default,Chronos default (quantile),train,Seed A (training),28000,7.148327801889201,effect_nrmse,Macro-stratum effect NRMSE,0.4621524183109184,0.4636874988436824,-0.001535080532763966,-0.33105928811798524,0.33105928811798097
default,Chronos default (quantile),train,Seed A (training),32000,8.169517487873373,mase,Macro-stratum MASE,0.9700785128287154,1.019933492515609,-0.049854979686893564,-4.888061824887135,4.888061824887135
default,Chronos default (quantile),train,Seed A (training),32000,8.169517487873373,effect_nrmse,Macro-stratum effect NRMSE,0.47204019181447116,0.4636874988436824,0.008352692970788778,1.8013625537928624,-1.8013625537928561
default,Chronos default (quantile),train,Seed A (training),36000,9.190707173857543,mase,Macro-stratum MASE,0.9652092816972673,1.019933492515609,-0.05472421081834167,-5.365468554559127,5.365468554559127
default,Chronos default (quantile),train,Seed A (training),36000,9.190707173857543,effect_nrmse,Macro-stratum effect NRMSE,0.479876374936822,0.4636874988436824,0.016188876093139626,3.49133330821092,-3.491333308210924
default,Chronos default (quantile),train,Seed A (training),40000,10.211896859841715,mase,Macro-stratum MASE,0.9605248416492236,1.019933492515609,-0.05940865086638536,-5.824757329995823,5.824757329995826
default,Chronos default (quantile),train,Seed A (training),40000,10.211896859841715,effect_nrmse,Macro-stratum effect NRMSE,0.47703165736740427,0.4636874988436824,0.013344158523721894,2.8778344374171816,-2.877834437417183
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),0,0.0,mase,Macro-stratum MASE,0.9488962161137494,0.9488962161137494,0.0,0.0,0.0
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),0,0.0,effect_nrmse,Macro-stratum effect NRMSE,0.4593690301366515,0.4593690301366515,0.0,0.0,0.0
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),4000,0.5400297016335899,mase,Macro-stratum MASE,1.0858672363783235,0.9488962161137494,0.13697102026457408,14.434773575717852,-14.434773575717854
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),4000,0.5400297016335899,effect_nrmse,Macro-stratum effect NRMSE,0.4247237567775169,0.4593690301366515,-0.03464527335913459,-7.541926226247431,7.541926226247432
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),8000,1.0800594032671798,mase,Macro-stratum MASE,1.0782137300433587,0.9488962161137494,0.12931751392960933,13.628204194894522,-13.628204194894517
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),8000,1.0800594032671798,effect_nrmse,Macro-stratum effect NRMSE,0.4405032569228425,0.4593690301366515,-0.018865773213809,-4.106888356883109,4.106888356883109
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),12000,1.6200891049007695,mase,Macro-stratum MASE,1.091469314274968,0.9488962161137494,0.14257309816121866,15.025151933383585,-15.025151933383581
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),12000,1.6200891049007695,effect_nrmse,Macro-stratum effect NRMSE,0.4309307510625943,0.4593690301366515,-0.02843827907405716,-6.190726237160016,6.1907262371600105
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),16000,2.1601188065343595,mase,Macro-stratum MASE,1.1207475519941732,0.9488962161137494,0.17185133588042378,18.11065667268117,-18.11065667268116
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),16000,2.1601188065343595,effect_nrmse,Macro-stratum effect NRMSE,0.4262116928163782,0.4593690301366515,-0.03315733732027326,-7.218017573019608,7.218017573019612
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),20000,2.700148508167949,mase,Macro-stratum MASE,1.1201188971266818,0.9488962161137494,0.17122268101293237,18.044405500338414,-18.044405500338403
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),20000,2.700148508167949,effect_nrmse,Macro-stratum effect NRMSE,0.39556613424896575,0.4593690301366515,-0.06380289588768573,-13.889246270848055,13.889246270848052
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),24000,3.240178209801539,mase,Macro-stratum MASE,1.1373995485976605,0.9488962161137494,0.18850333248391105,19.86553737730514,-19.86553737730514
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),24000,3.240178209801539,effect_nrmse,Macro-stratum effect NRMSE,0.3863638703524719,0.4593690301366515,-0.0730051597841796,-15.892486213635749,15.892486213635753
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),28000,3.780207911435129,mase,Macro-stratum MASE,1.14240219047555,0.9488962161137494,0.1935059743618005,20.392743808623635,-20.392743808623624
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),28000,3.780207911435129,effect_nrmse,Macro-stratum effect NRMSE,0.38519017643785547,0.4593690301366515,-0.07417885369879601,-16.14798752905252,16.14798752905252
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),32000,4.320237613068719,mase,Macro-stratum MASE,1.134833164889621,0.9488962161137494,0.18593694877587164,19.595077482486477,-19.595077482486488
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),32000,4.320237613068719,effect_nrmse,Macro-stratum effect NRMSE,0.387982617109725,0.4593690301366515,-0.0713864130269265,-15.540101387699279,15.540101387699279
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),36000,4.860267314702309,mase,Macro-stratum MASE,1.1345078468097758,0.9488962161137494,0.18561163069602638,19.560793640447628,-19.56079364044762
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),36000,4.860267314702309,effect_nrmse,Macro-stratum effect NRMSE,0.38633829980624573,0.4593690301366515,-0.07303073033040575,-15.898052663384998,15.898052663384995
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),40000,5.400297016335898,mase,Macro-stratum MASE,1.1378586437967384,0.9488962161137494,0.188962427682989,19.91391940173328,-19.91391940173329
effect_nrmse,Paired effect NRMSE,cross,Seed B (cross-seed),40000,5.400297016335898,effect_nrmse,Macro-stratum effect NRMSE,0.38870336308530684,0.4593690301366515,-0.07066566705134464,-15.38320226557791,15.383202265577909
effect_nrmse,Paired effect NRMSE,train,Seed A (training),0,0.0,mase,Macro-stratum MASE,1.019933492515609,1.019933492515609,0.0,0.0,0.0
effect_nrmse,Paired effect NRMSE,train,Seed A (training),0,0.0,effect_nrmse,Macro-stratum effect NRMSE,0.4636874988436824,0.4636874988436824,0.0,0.0,0.0
effect_nrmse,Paired effect NRMSE,train,Seed A (training),4000,0.5400297016335899,mase,Macro-stratum MASE,1.1889007997137149,1.019933492515609,0.16896730719810593,16.566502466877274,-16.566502466877274
effect_nrmse,Paired effect NRMSE,train,Seed A (training),4000,0.5400297016335899,effect_nrmse,Macro-stratum effect NRMSE,0.37463049998809633,0.4636874988436824,-0.08905699885558604,-19.206254013246284,19.20625401324628
effect_nrmse,Paired effect NRMSE,train,Seed A (training),8000,1.0800594032671798,mase,Macro-stratum MASE,1.1752844296114813,1.019933492515609,0.15535093709587233,15.231477173350584,-15.231477173350582
effect_nrmse,Paired effect NRMSE,train,Seed A (training),8000,1.0800594032671798,effect_nrmse,Macro-stratum effect NRMSE,0.35358345092645543,0.4636874988436824,-0.11010404791722694,-23.74531299459187,23.74531299459187
effect_nrmse,Paired effect NRMSE,train,Seed A (training),12000,1.6200891049007695,mase,Macro-stratum MASE,1.1854634556008243,1.019933492515609,0.1655299630852154,16.229485971378878,-16.229485971378878
effect_nrmse,Paired effect NRMSE,train,Seed A (training),12000,1.6200891049007695,effect_nrmse,Macro-stratum effect NRMSE,0.34931181581355314,0.4636874988436824,-0.11437568303012924,-24.666544454045635,24.66654445404563
effect_nrmse,Paired effect NRMSE,train,Seed A (training),16000,2.1601188065343595,mase,Macro-stratum MASE,1.2182064409626794,1.019933492515609,0.19827294844707044,19.439791898395377,-19.439791898395384
effect_nrmse,Paired effect NRMSE,train,Seed A (training),16000,2.1601188065343595,effect_nrmse,Macro-stratum effect NRMSE,0.34847450203220415,0.4636874988436824,-0.11521299681147823,-24.84712162799081,24.84712162799081
effect_nrmse,Paired effect NRMSE,train,Seed A (training),20000,2.700148508167949,mase,Macro-stratum MASE,1.2140202303040586,1.019933492515609,0.19408673778844965,19.029352326664515,-19.02935232666451
effect_nrmse,Paired effect NRMSE,train,Seed A (training),20000,2.700148508167949,effect_nrmse,Macro-stratum effect NRMSE,0.34959487415983626,0.4636874988436824,-0.11409262468384612,-24.605499386626516,24.605499386626523
effect_nrmse,Paired effect NRMSE,train,Seed A (training),24000,3.240178209801539,mase,Macro-stratum MASE,1.233056415949205,1.019933492515609,0.21312292343359607,20.895766733568124,-20.895766733568117
effect_nrmse,Paired effect NRMSE,train,Seed A (training),24000,3.240178209801539,effect_nrmse,Macro-stratum effect NRMSE,0.3468067019978512,0.4636874988436824,-0.11688079684583119,-25.206803534126298,25.206803534126305
effect_nrmse,Paired effect NRMSE,train,Seed A (training),28000,3.780207911435129,mase,Macro-stratum MASE,1.2392290819409506,1.019933492515609,0.21929558942534166,21.500969527381763,-21.500969527381763
effect_nrmse,Paired effect NRMSE,train,Seed A (training),28000,3.780207911435129,effect_nrmse,Macro-stratum effect NRMSE,0.3487505794594826,0.4636874988436824,-0.11493691938419975,-24.787582082937952,24.787582082937956
effect_nrmse,Paired effect NRMSE,train,Seed A (training),32000,4.320237613068719,mase,Macro-stratum MASE,1.2314980415351875,1.019933492515609,0.21156454901957855,20.74297496572708,-20.74297496572707
effect_nrmse,Paired effect NRMSE,train,Seed A (training),32000,4.320237613068719,effect_nrmse,Macro-stratum effect NRMSE,0.34434198975399216,0.4636874988436824,-0.11934550908969022,-25.738349510674176,25.73834951067417
effect_nrmse,Paired effect NRMSE,train,Seed A (training),36000,4.860267314702309,mase,Macro-stratum MASE,1.2315006126854442,1.019933492515609,0.21156712016983525,20.743227055718783,-20.74322705571878
effect_nrmse,Paired effect NRMSE,train,Seed A (training),36000,4.860267314702309,effect_nrmse,Macro-stratum effect NRMSE,0.344063418888624,0.4636874988436824,-0.11962407995505836,-25.798426796790963,25.79842679679097
effect_nrmse,Paired effect NRMSE,train,Seed A (training),40000,5.400297016335898,mase,Macro-stratum MASE,1.2356737418449482,1.019933492515609,0.21574024932933922,21.152384043907404,-21.15238404390741
effect_nrmse,Paired effect NRMSE,train,Seed A (training),40000,5.400297016335898,effect_nrmse,Macro-stratum effect NRMSE,0.34471673621743615,0.4636874988436824,-0.11897076262624623,-25.657530755719915,25.657530755719915
