objective_id,corpus,step,metric,dataset_id,capability_id,capability_level,baseline,value,absolute_change,relative_change_percent,improved
default,train,0,mase,gift_ett1_h,time_varying_seasonality,2,0.9740776434634358,0.9740776434634358,0.0,0.0,False
default,train,0,mase,gift_ett1_h,time_varying_seasonality,3,0.9766904369674398,0.9766904369674398,0.0,0.0,False
default,train,0,mase,gift_ett1_h,time_varying_seasonality,4,0.9791206689901586,0.9791206689901586,0.0,0.0,False
default,train,0,mase,gift_ett1_h,time_varying_seasonality,5,0.9797616169692466,0.9797616169692466,0.0,0.0,False
default,train,0,mase,gift_ett1_h,trend,1,0.9694311456341163,0.9694311456341163,0.0,0.0,False
default,train,0,mase,gift_ett1_h,trend,2,0.9723637983365182,0.9723637983365182,0.0,0.0,False
default,train,0,mase,gift_ett1_h,trend,3,0.9745281486547233,0.9745281486547233,0.0,0.0,False
default,train,0,mase,gift_ett1_h,trend,4,0.9768883984655131,0.9768883984655131,0.0,0.0,False
default,train,0,mase,gift_ett1_h,trend,5,0.9771066967257993,0.9771066967257993,0.0,0.0,False
default,train,0,mase,gift_ett2_h,common_factor,1,0.5178271920404987,0.5178271920404987,0.0,0.0,False
default,train,0,mase,gift_ett2_h,common_factor,2,0.5194129143828091,0.5194129143828091,0.0,0.0,False
default,train,0,mase,gift_ett2_h,common_factor,3,0.5213718718492415,0.5213718718492415,0.0,0.0,False
default,train,0,mase,gift_ett2_h,common_factor,4,0.5258084649548186,0.5258084649548186,0.0,0.0,False
default,train,0,mase,gift_ett2_h,common_factor,5,0.5284799923874383,0.5284799923874383,0.0,0.0,False
default,train,0,mase,gift_ett2_h,cross_series_dependence,1,0.507391602193145,0.507391602193145,0.0,0.0,False
default,train,0,mase,gift_ett2_h,cross_series_dependence,2,0.5073775517952063,0.5073775517952063,0.0,0.0,False
default,train,0,mase,gift_ett2_h,cross_series_dependence,3,0.5122598923707073,0.5122598923707073,0.0,0.0,False
default,train,0,mase,gift_ett2_h,cross_series_dependence,4,0.5163739173861622,0.5163739173861622,0.0,0.0,False
default,train,0,mase,gift_ett2_h,cross_series_dependence,5,0.5202559572936877,0.5202559572936877,0.0,0.0,False
default,train,0,mase,gift_ett2_h,multi_seasonal,1,0.6353889640858407,0.6353889640858407,0.0,0.0,False
default,train,0,mase,gift_ett2_h,multi_seasonal,2,0.7258930852680021,0.7258930852680021,0.0,0.0,False
default,train,0,mase,gift_ett2_h,multi_seasonal,3,0.8391758385324213,0.8391758385324213,0.0,0.0,False
default,train,0,mase,gift_ett2_h,multi_seasonal,4,0.7846209285408933,0.7846209285408933,0.0,0.0,False
default,train,0,mase,gift_ett2_h,multi_seasonal,5,0.8079979169647884,0.8079979169647884,0.0,0.0,False
default,train,0,mase,gift_ett2_h,predictable_intermittency,1,1.1344437988448945,1.1344437988448945,0.0,0.0,False
default,train,0,mase,gift_ett2_h,predictable_intermittency,2,0.9788189272357253,0.9788189272357253,0.0,0.0,False
default,train,0,mase,gift_ett2_h,predictable_intermittency,3,0.7588243272345077,0.7588243272345077,0.0,0.0,False
default,train,0,mase,gift_ett2_h,predictable_intermittency,4,0.7369491019610452,0.7369491019610452,0.0,0.0,False
default,train,0,mase,gift_ett2_h,predictable_intermittency,5,0.7535302961970729,0.7535302961970729,0.0,0.0,False
default,train,0,mase,gift_ett2_h,regime_switching,1,0.5108610615833598,0.5108610615833598,0.0,0.0,False
default,train,0,mase,gift_ett2_h,regime_switching,2,0.5108610615833598,0.5108610615833598,0.0,0.0,False
default,train,0,mase,gift_ett2_h,regime_switching,3,0.5126066412718693,0.5126066412718693,0.0,0.0,False
default,train,0,mase,gift_ett2_h,regime_switching,4,0.5135663820898968,0.5135663820898968,0.0,0.0,False
default,train,0,mase,gift_ett2_h,regime_switching,5,0.5173270328904485,0.5173270328904485,0.0,0.0,False
default,train,0,mase,gift_ett2_h,time_varying_seasonality,1,0.5195009042785478,0.5195009042785478,0.0,0.0,False
default,train,0,mase,gift_ett2_h,time_varying_seasonality,2,0.5290222932597106,0.5290222932597106,0.0,0.0,False
default,train,0,mase,gift_ett2_h,time_varying_seasonality,3,0.5330443276236576,0.5330443276236576,0.0,0.0,False
default,train,0,mase,gift_ett2_h,time_varying_seasonality,4,0.536691787086834,0.536691787086834,0.0,0.0,False
default,train,0,mase,gift_ett2_h,time_varying_seasonality,5,0.5426737290448702,0.5426737290448702,0.0,0.0,False
default,train,0,mase,gift_ett2_h,trend,1,0.5117550197028666,0.5117550197028666,0.0,0.0,False
default,train,0,mase,gift_ett2_h,trend,2,0.5127370429403071,0.5127370429403071,0.0,0.0,False
default,train,0,mase,gift_ett2_h,trend,3,0.5153321691010517,0.5153321691010517,0.0,0.0,False
default,train,0,mase,gift_ett2_h,trend,4,0.5173633864756038,0.5173633864756038,0.0,0.0,False
default,train,0,mase,gift_ett2_h,trend,5,0.5192950170354538,0.5192950170354538,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,common_factor,1,0.40276921584836395,0.40276921584836395,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,common_factor,2,0.4052632541924258,0.4052632541924258,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,common_factor,3,0.408707702689707,0.408707702689707,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,common_factor,4,0.4094516435373423,0.4094516435373423,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,common_factor,5,0.4136434568074075,0.4136434568074075,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,cross_series_dependence,1,0.3920958770508397,0.3920958770508397,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,cross_series_dependence,2,0.39174074627197353,0.39174074627197353,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,cross_series_dependence,3,0.39147597093594816,0.39147597093594816,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,cross_series_dependence,4,0.39150926042291934,0.39150926042291934,0.0,0.0,False
default,train,0,mase,gift_jena_weather_h,cross_series_dependence,5,0.3922920350276876,0.3922920350276876,0.0,0.0,False
