metric,model_id,capability_id,capability_level,n,mean,sd,cv,median,min,max,range,seed_p025,seed_p975,mean_ci95_low,mean_ci95_high,desired_count,desired_rate,direction_category,direction_unanimous,seed_mean_ci_relation_to_0
input_ablation_mase_degradation,Timer-3.5,cross_series_dependence,3,10,4.677091439466282e-05,0.0011800063702659524,25.229491138633943,0.0001314358988057388,-0.00248362111342755,0.0018387042486606026,0.004322325362088153,-0.0021252127752728295,0.0017218578715567391,-0.000797354791643114,0.0008908966204324398,5,0.5,crosses_threshold,False,includes
input_ablation_mase_degradation,Timer-3.5,cross_series_dependence,4,10,0.0003690812401141869,0.0007943090432419495,2.152125215023676,0.00017358701590978592,-0.00035948676580243276,0.0022678513528658632,0.002627338118668296,-0.00035636758354436865,0.0019258095080360474,-0.00019913321942952202,0.0009372956996578957,6,0.6,crosses_threshold,False,includes
input_ablation_mase_degradation,Timer-3.5,cross_series_dependence,5,10,0.0002607561320571325,0.0010688507634332624,4.099043635142869,0.00011297695429973351,-0.001557514762061958,0.0027200624272423757,0.004277577189304334,-0.0012899713910496848,0.0022860812560123477,-0.0005038536429975307,0.0010253659071117957,7,0.7,crosses_threshold,False,includes
input_ablation_mase_degradation,moirai2,common_factor,1,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,common_factor,2,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,common_factor,3,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,common_factor,4,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,common_factor,5,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,covariate_impulse_response,1,10,-1.0599829862610753e-11,1.0229793486620044e-10,9.650903476011484,-3.5633703703790648e-12,-1.4326815490134986e-10,1.3562275345978413e-10,2.78890908361134e-10,-1.4252129671494313e-10,1.3163013608418084e-10,-8.377936403383365e-11,6.257970430861214e-11,4,0.4,crosses_threshold,False,includes
input_ablation_mase_degradation,moirai2,covariate_impulse_response,2,10,-5.589110825080882e-11,1.0302480093189549e-10,1.843312901751319,-6.084611806684354e-11,-2.173057102471275e-10,1.3554023483821866e-10,3.528459450853462e-10,-2.0762837440473236e-10,1.0893445407913733e-10,-1.2959061108182924e-10,1.7808394580211615e-11,4,0.4,crosses_threshold,False,includes
input_ablation_mase_degradation,moirai2,covariate_impulse_response,3,10,-3.4813737193907273e-10,3.4648001329804275e-09,9.952393544197834,8.778680130148663e-10,-6.662360891048325e-09,3.4569043942550607e-09,1.0119265285303386e-08,-6.3826897865343015e-09,3.4197633118393596e-09,-2.826706074812012e-09,2.1304313309338666e-09,7,0.7,crosses_threshold,False,includes
input_ablation_mase_degradation,moirai2,covariate_impulse_response,4,10,-1.233411553315817e-10,5.63067134851275e-09,45.65119674269022,8.504193750029185e-10,-9.109475914995536e-09,6.533053028642598e-09,1.5642528943638132e-08,-8.980299551682539e-09,6.391074975461406e-09,-4.151280789639461e-09,3.904598478976297e-09,6,0.6,crosses_threshold,False,includes
input_ablation_mase_degradation,moirai2,covariate_impulse_response,5,10,2.278611279406434e-09,5.377801490695771e-08,23.60122386516343,1.2094871476239811e-08,-8.84994504681216e-08,8.681995000881138e-08,1.7531940047693297e-07,-8.721148958044669e-08,7.690543359875906e-08,-3.6191863072706135e-08,4.0749085631519e-08,7,0.7,crosses_threshold,False,includes
input_ablation_mase_degradation,moirai2,cross_series_dependence,1,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,cross_series_dependence,2,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,cross_series_dependence,3,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,cross_series_dependence,4,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,moirai2,cross_series_dependence,5,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,timesfm2.5,common_factor,1,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,timesfm2.5,common_factor,2,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,timesfm2.5,common_factor,3,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,timesfm2.5,common_factor,4,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,timesfm2.5,common_factor,5,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,unanimous_undesired,True,includes
input_ablation_mase_degradation,timesfm2.5,covariate_impulse_response,1,10,2.5561384372039604e-08,7.173353634701425e-08,2.8063243877150956,3.099541478768795e-08,-1.5624960262006126e-07,1.2168314846572547e-07,2.7793275108578673e-07,-1.1841596134594975e-07,1.1097020092238938e-07,-2.575369624219689e-08,7.68764649862761e-08,9,0.9,crosses_threshold,False,includes
input_ablation_mase_degradation,timesfm2.5,covariate_impulse_response,2,10,2.1569973168441642e-08,2.0549198734878596e-07,9.52676138000185,-4.076955072198818e-08,-2.195872142001075e-07,4.37386567869485e-07,6.569737820695925e-07,-2.0176372226274205e-07,3.980715404446211e-07,-1.2543013909943098e-07,1.6857008543631427e-07,4,0.4,crosses_threshold,False,includes
input_ablation_mase_degradation,timesfm2.5,covariate_impulse_response,3,10,1.335392864139735e-07,1.86127585686319e-07,1.3938039560082798,1.4601604674604612e-07,-1.40064920697809e-07,4.4412870218305695e-07,5.84193622880866e-07,-1.247657728133554e-07,4.163312940163846e-07,3.916326049860659e-10,2.6668694022296097e-07,7,0.7,crosses_threshold,False,above
input_ablation_mase_degradation,timesfm2.5,covariate_impulse_response,4,10,4.599918978876665e-08,3.9473378908154383e-07,8.58132047312583,1.274085653839923e-07,-8.355329637512143e-07,5.141913972147145e-07,1.3497243609659287e-06,-6.945903925930537e-07,5.043058808764136e-07,-2.3637635224354178e-07,3.2837473182107507e-07,6,0.6,crosses_threshold,False,includes
input_ablation_mase_degradation,timesfm2.5,covariate_impulse_response,5,10,8.541805190156971e-08,2.3839802381362135e-07,2.7909559923976723,-2.1001770903415015e-08,-1.9705519762217155e-07,4.3123292080009455e-07,6.282881184222661e-07,-1.768419118551343e-07,4.302685776399471e-07,-8.512162079895009e-08,2.559577246020895e-07,5,0.5,crosses_threshold,False,includes
input_ablation_mase_degradation,timesfm2.5,cross_series_dependence,1,10,-1.0631186906788726e-09,8.077743937301356e-09,7.598158143699999,3.0464319678169435e-09,-1.3428257448724601e-08,1.0378573402513997e-08,2.38068308512386e-08,-1.3142746035944421e-08,9.0130189478229e-09,-6.841588600743919e-09,4.715351219386174e-09,6,0.6,crosses_threshold,False,includes
input_ablation_mase_degradation,timesfm2.5,cross_series_dependence,2,10,-6.145166183004593e-09,1.151477218062292e-07,18.737934561426187,-3.4236383194634095e-09,-2.042422864354757e-07,1.8418416341043692e-07,3.884264498459126e-07,-1.8087242843185022e-07,1.734658769373623e-07,-8.851688418179623e-08,7.622655181578705e-08,5,0.5,crosses_threshold,False,includes
input_ablation_mase_degradation,timesfm2.5,cross_series_dependence,3,10,-3.072880047903976e-08,8.260552673760379e-08,2.6882118875401386,-4.872504154379449e-08,-1.053741062580272e-07,1.692932823080029e-07,2.746673885660301e-07,-1.0427980179930685e-07,1.344008314552344e-07,-8.982123450063448e-08,2.8363633542554964e-08,3,0.3,crosses_threshold,False,includes
input_ablation_mase_degradation,timesfm2.5,cross_series_dependence,4,10,1.905435571467508e-08,1.1995646393420794e-07,6.295487799769643,-3.0894268705329885e-09,-1.2495009695085668e-07,2.0804061105463468e-07,3.3299070800549136e-07,-1.1953531594694419e-07,1.9972599397475617e-07,-6.675732917431122e-08,1.0486604060366137e-07,5,0.5,crosses_threshold,False,includes
input_ablation_mase_degradation,timesfm2.5,cross_series_dependence,5,10,-6.571801809473229e-08,9.01635256077585e-08,1.3719757263188932,-7.33702066460306e-08,-1.8014943241162195e-07,1.3516518717651107e-07,3.1531461958813305e-07,-1.774686018492061e-07,1.0239636901198681e-07,-1.3021711880327391e-07,-1.2189173861906657e-09,1,0.1,crosses_threshold,False,below
input_ablation_mase_degradation,tirex2,common_factor,1,10,-0.0021415616520881657,0.0019970932803679794,0.9325406431426712,-0.0015892748053095047,-0.006025981506839754,5.783434358432862e-05,0.006083815850424083,-0.005700190877391214,-1.032025979525544e-06,-0.003570196122030876,-0.0007129271821454553,1,0.1,crosses_threshold,False,below
input_ablation_mase_degradation,tirex2,common_factor,2,10,-0.0032693201435552593,0.002688476201268822,0.8223349452541555,-0.0029627989886326085,-0.007883754720111033,0.0011237717360104366,0.009007526456121469,-0.007426741468454614,0.0006642818881635953,-0.0051925401606220485,-0.0013461001264884701,1,0.1,crosses_threshold,False,below
input_ablation_mase_degradation,tirex2,common_factor,3,10,-0.0028028343677688064,0.002562046877240026,0.9140914306968274,-0.0028358478376585327,-0.006335481142321302,0.0024346294808349866,0.008770110623156288,-0.00616819428203208,0.0017727263767794298,-0.004635612294776681,-0.0009700564407609318,1,0.1,crosses_threshold,False,below
input_ablation_mase_degradation,tirex2,common_factor,4,10,-0.001044202388132544,0.0021657533940764285,2.074074354445474,-0.0014424531491977672,-0.003137656195018121,0.004333299481988258,0.007470955677006379,-0.003070554483795821,0.003371571170320618,-0.0025934890351753397,0.0005050842589102516,2,0.2,crosses_threshold,False,includes
input_ablation_mase_degradation,tirex2,common_factor,5,10,0.0011173650936725653,0.0026937107551166964,2.410770454859105,0.0006649661638775005,-0.002563135549694194,0.005428178375477871,0.007991313925172064,-0.002391696918597069,0.005045219888239095,-0.0008095994976388813,0.003044329684984012,7,0.7,crosses_threshold,False,includes
input_ablation_mase_degradation,tirex2,covariate_impulse_response,1,10,-6.573286675354325e-05,0.0011885341526972082,18.08127670976927,0.00031394566744316296,-0.003010322618276578,0.001209400916133887,0.004219723534410465,-0.0024826460656292215,0.0011111888438926232,-0.0009159589808459801,0.0007844932473388935,6,0.6,crosses_threshold,False,includes
input_ablation_mase_degradation,tirex2,covariate_impulse_response,2,10,0.0007179093262495955,0.00033643059725169805,0.46862547253597214,0.0006279116565774968,0.0002548011959109295,0.0012165146560806945,0.000961713460169765,0.00027602957476757946,0.001202476446528191,0.0004772413751318448,0.0009585772773673461,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,tirex2,covariate_impulse_response,3,10,0.0008875471628151937,0.0014214301370026525,1.6015263149442625,0.0009309441827722952,-0.0010800480273718599,0.00382303916642062,0.00490308719379248,-0.0009923693289752493,0.003386114747225936,-0.0001292827020187646,0.001904377027649152,7,0.7,crosses_threshold,False,includes
input_ablation_mase_degradation,tirex2,covariate_impulse_response,4,10,-0.0006473356165560135,0.001985474767758895,3.067148967211344,-0.00026235847714703296,-0.0040061598561579835,0.0017288996770311136,0.005735059533189097,-0.003715688700172867,0.0016949412045048392,-0.0020676587032669187,0.0007729874701548915,4,0.4,crosses_threshold,False,includes
input_ablation_mase_degradation,tirex2,covariate_impulse_response,5,10,-0.0003892391814959537,0.002094971819321005,5.382222342749385,-0.0006685544842554808,-0.0033301915681266062,0.002460163417040169,0.005790354985166776,-0.003155663369003297,0.0024333009127994304,-0.0018878917402232588,0.0011094133772313515,5,0.5,crosses_threshold,False,includes
input_ablation_mase_degradation,tirex2,cross_series_dependence,1,10,0.0015479564825766254,0.0014734648248346483,0.9518774212450836,0.0014503776431122359,-0.00047498397368188263,0.003848420166559243,0.0043234041402411254,-0.000416874380614732,0.0037267477611231544,0.0004939032444529626,0.0026020097207002883,8,0.8,crosses_threshold,False,above
input_ablation_mase_degradation,tirex2,cross_series_dependence,2,10,0.0005876818904995921,0.0010583717008764038,1.8009261778964727,0.00044060876420057635,-0.0009679314007382486,0.002119241466076025,0.0030871728668142736,-0.0009184335694393745,0.0020724843580280866,-0.0001694316147871133,0.0013447953957862976,8,0.8,crosses_threshold,False,includes
input_ablation_mase_degradation,tirex2,cross_series_dependence,3,10,0.0017300461488084754,0.0018237939504706358,1.0541880352305786,0.0016072694319428785,-0.0006075947720797956,0.005112273824878754,0.00571986859695855,-0.0005313666333665125,0.004754058916042603,0.0004253825513047826,0.0030347097463121683,8,0.8,crosses_threshold,False,above
input_ablation_mase_degradation,tirex2,cross_series_dependence,4,10,0.0030487046171871228,0.001513754263430634,0.49652375467823917,0.003277387001273366,0.000476536286670379,0.0052765529897896585,0.00480001670311928,0.0007192064102605777,0.005196386625404445,0.0019658300509268695,0.004131579183447376,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,tirex2,cross_series_dependence,5,10,0.00367147008506518,0.0013897999543392356,0.37854045440617073,0.004031622037749663,0.0017153990787970607,0.005686606256746523,0.003971207177949462,0.0017544507330665903,0.00566126909812114,0.0026772670898360384,0.004665673080294322,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,toto2.0,common_factor,1,10,0.01145226372015011,0.008287556105758178,0.7236609554472911,0.01173564833067531,-0.0010643634906268567,0.03055105888660879,0.03161542237723564,8.010404152433747e-05,0.026852716990429782,0.0055237032264265915,0.01738082421387363,9,0.9,crosses_threshold,False,above
input_ablation_mase_degradation,toto2.0,common_factor,2,10,0.01349222958444693,0.01139748041402342,0.8447440315692362,0.010950593424686381,6.354723388351082e-05,0.04177061734128651,0.041707070107402995,0.0011234027839393827,0.03658232078367321,0.005338963259816094,0.021645495909077765,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,toto2.0,common_factor,3,10,0.012436644721459684,0.009759617570049233,0.7847468339437899,0.012354678292161199,0.001689186864000573,0.03700172341935945,0.035312536555358875,0.0018065022901469305,0.031907792606504726,0.005455034893268903,0.019418254549650463,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,toto2.0,common_factor,4,10,0.014611121700638857,0.009749018119537961,0.6672326957013639,0.014263174798948168,0.0015893940160023549,0.03806259139399876,0.036473197377996404,0.002240348740170054,0.033339074184964235,0.007637094262570618,0.021585149138707096,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,toto2.0,common_factor,5,10,0.014315235170345806,0.009290229928989289,0.6489750128753818,0.013313716367514043,0.0010844234552076838,0.037027873875246406,0.03594345042003872,0.002377874578556965,0.032647315436234,0.007669405032756044,0.020961065307935567,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,toto2.0,covariate_impulse_response,1,10,-2.3305814272377666e-08,3.088532087753489e-08,1.3252195575136179,-1.3738282523761325e-08,-7.40259796850616e-08,1.821425368264708e-08,9.224023336770867e-08,-7.332528968379369e-08,1.4811082535873056e-08,-4.5399841854683404e-08,-1.2117866900719245e-09,3,0.3,crosses_threshold,False,below
input_ablation_mase_degradation,toto2.0,covariate_impulse_response,2,10,9.878830591657706e-06,1.762722817969171e-05,1.7843436038448954,1.3001040352470974e-05,-1.8375054125800477e-05,4.3457479025310636e-05,6.183253315111111e-05,-1.7662683544599135e-05,3.789064643801944e-05,-2.7309288194865476e-06,2.2488590002801957e-05,8,0.8,crosses_threshold,False,includes
input_ablation_mase_degradation,toto2.0,covariate_impulse_response,3,10,-2.55586301455515e-06,2.020542117780848e-05,7.905518043315499,-4.832162788954425e-07,-4.101976380601943e-05,3.0346817536170645e-05,7.136658134219008e-05,-3.660755473654178e-05,2.7170267017402305e-05,-1.7009950591780803e-05,1.1898224562670502e-05,5,0.5,crosses_threshold,False,includes
input_ablation_mase_degradation,toto2.0,covariate_impulse_response,4,10,-2.010868582261938e-06,1.5274235739508124e-05,7.5958398645458995,-6.305020495027713e-07,-2.7967576043308104e-05,1.6002705548834695e-05,4.39702815921428e-05,-2.6546145715492687e-05,1.561142210591518e-05,-1.293739860166667e-05,8.915661437142794e-06,4,0.4,crosses_threshold,False,includes
input_ablation_mase_degradation,toto2.0,covariate_impulse_response,5,10,5.091485848701039e-06,4.106318514813879e-05,8.065069091494184,-3.6877732793803104e-06,-6.256162311730447e-05,6.226235584862554e-05,0.00012482397896593,-5.6841286789340695e-05,6.137108309516408e-05,-2.428334722742914e-05,3.446631892483122e-05,5,0.5,crosses_threshold,False,includes
input_ablation_mase_degradation,toto2.0,cross_series_dependence,1,10,0.05423952578445129,0.011289096678019316,0.20813413308372863,0.05424123898228239,0.031100038148432787,0.06988035142431154,0.03878031327587875,0.03435105677417706,0.06951221615471295,0.04616379251386393,0.06231525905503865,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,toto2.0,cross_series_dependence,2,10,0.040454390438516764,0.016700020631072586,0.41281108057859744,0.03718540942623948,0.012554417470405529,0.06632772049068493,0.0537733030202794,0.015117768818060394,0.06578296473996835,0.02850791535052856,0.05240086552650497,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,toto2.0,cross_series_dependence,3,10,0.03257769186610271,0.012520319116788135,0.3843218595180957,0.030769640964772697,0.009996601158566947,0.05115213732610284,0.041155536167535894,0.013050791053316744,0.050229423105046564,0.023621195121178308,0.04153418861102711,10,1.0,unanimous_desired,True,above
input_ablation_mase_degradation,toto2.0,cross_series_dependence,4,10,0.016573737396957382,0.01182437493352415,0.7134404661011993,0.017440208736168743,-0.0001747052069606546,0.037862333782562485,0.03803703898952314,0.00017574308858657505,0.035113797254116716,0.008115089129688393,0.025032385664226373,9,0.9,crosses_threshold,False,above
input_ablation_mase_degradation,toto2.0,cross_series_dependence,5,10,-0.00891353966989737,0.015456401261664506,1.7340362901916013,-0.006822672956807838,-0.02926893409177253,0.01547181038178177,0.0447407444735543,-0.028950218002079132,0.013892219899177155,-0.019970383053603123,0.002143303713808385,3,0.3,crosses_threshold,False,includes
