metric,model_id,capability_id,capability_level,n,mean,sd,cv,median,min,max,range,seed_p025,seed_p975,mean_ci95_low,mean_ci95_high,desired_count,desired_rate,direction_category,direction_unanimous,mean_approx_task_bootstrap_se,seed_sd_to_task_se_ratio,seed_mean_ci_relation_to_1,task_count_min,task_count_max,task_coverage_min,task_coverage_max,worst_seed,best_seed
capability_effect_nrmse,Timer-3.5,multi_seasonal,5,10,0.9451399520254575,0.015595109897236475,0.016500318142107718,0.9437430539824525,0.9277283884899903,0.972745166664194,0.04501677817420369,0.9280938800926111,0.9710241958865514,0.9339838824613801,0.956296021589535,10,1.0,unanimous_desired,True,0.0767831431953429,0.20310590643002432,below,10,10,1.0,1.0,2026082701,2026082702
capability_effect_nrmse,Timer-3.5,predictable_intermittency,1,10,0.5967191112404802,0.049313796978461624,0.08264155789471266,0.5954502653138836,0.5066312219461828,0.6658622361748422,0.15923101422865937,0.5167996911191671,0.6641266156046155,0.5614421460131945,0.6319960764677658,10,1.0,unanimous_desired,True,0.034238116855564514,1.4403186129218128,below,10,10,1.0,1.0,2026082708,2026082703
capability_effect_nrmse,Timer-3.5,predictable_intermittency,2,10,0.8574192324479428,0.024995399503265344,0.02915189974442626,0.858020992530276,0.8177861649815081,0.8983253103958196,0.08053914541431151,0.8204376927855872,0.8948880095384667,0.8395386007962384,0.8752998640996472,10,1.0,unanimous_desired,True,0.04121403468282477,0.6064778587106333,below,10,10,1.0,1.0,2026082704,2026082703
capability_effect_nrmse,Timer-3.5,predictable_intermittency,3,10,0.9863989456548845,0.0406398954984768,0.04120026250787949,0.9770381635278382,0.9452708142175881,1.0867094552148384,0.14143864099725034,0.9492472019956695,1.0724897411934966,0.9573269157528583,1.0154709755569107,8,0.8,crosses_threshold,False,0.05538751994679554,0.7337374111986762,includes,10,10,1.0,1.0,2026082704,2026082703
capability_effect_nrmse,Timer-3.5,predictable_intermittency,4,10,1.050518561180595,0.0461709534102548,0.04395063078025667,1.043393448904724,1.0019138536633811,1.1585555289077045,0.15664167524432338,1.0022028109118641,1.141983330592119,1.0174898508041548,1.0835472715570351,0,0.0,unanimous_undesired,True,0.06479278796005994,0.7125940226359121,above,10,10,1.0,1.0,2026082704,2026082703
capability_effect_nrmse,Timer-3.5,predictable_intermittency,5,10,1.144863423149856,0.055270403789633334,0.048276853528579154,1.137432142490168,1.0622897163632365,1.2757224628161654,0.21343274645292887,1.0715747332066545,1.2542719529038047,1.1053253581041547,1.1844014881955574,0,0.0,unanimous_undesired,True,0.08245223487304046,0.6703323915323632,above,10,10,1.0,1.0,2026082704,2026082708
capability_effect_nrmse,Timer-3.5,regime_switching,1,10,0.06979917308447198,0.004304689559510643,0.06167250082319808,0.07073901993513539,0.06331114924467085,0.07692238560541283,0.013611236360741977,0.06374459937370335,0.07620419812831379,0.0667197836800941,0.07287856248884986,10,1.0,unanimous_desired,True,0.022030002096644664,0.19540123240234641,below,10,10,1.0,1.0,2026082704,2026082703
capability_effect_nrmse,Timer-3.5,regime_switching,2,10,0.09343474142151978,0.004552488985601358,0.04872372862962549,0.09232133243713408,0.08677677682103653,0.1015663240795989,0.014789547258562366,0.08747445443277224,0.1008303483308393,0.09017808698639683,0.09669139585664273,10,1.0,unanimous_desired,True,0.022287709844393946,0.20426006159383175,below,10,10,1.0,1.0,2026082704,2026082703
capability_effect_nrmse,Timer-3.5,regime_switching,3,10,0.11395905113096635,0.005980929360874259,0.05248314461657576,0.11454020397943213,0.10416812560986984,0.12359932289169306,0.01943119728182323,0.10497186124694116,0.12304247536064584,0.10968055200865046,0.11823755025328225,10,1.0,unanimous_desired,True,0.02389195228732035,0.2503323834297286,below,10,10,1.0,1.0,2026082704,2026082703
capability_effect_nrmse,Timer-3.5,regime_switching,4,10,0.1382955945146369,0.009721939390506333,0.07029825805099947,0.14016443644141535,0.1236099114336729,0.1559585894321709,0.032348677998497985,0.1240963135875097,0.1534302523977935,0.13134093803238586,0.14525025099688796,10,1.0,unanimous_desired,True,0.03176508650344177,0.3060573875488409,below,10,10,1.0,1.0,2026082709,2026082703
capability_effect_nrmse,Timer-3.5,regime_switching,5,10,0.17840974738343146,0.008467338632919232,0.04746006738477999,0.17802094014985773,0.16413686952599565,0.19401356460721889,0.02987669508122323,0.1657880601031787,0.19264617571933187,0.17235257821733369,0.18446691654952924,10,1.0,unanimous_desired,True,0.0434210597587711,0.19500534256787275,below,10,10,1.0,1.0,2026082703,2026082701
capability_effect_nrmse,Timer-3.5,time_varying_seasonality,1,10,0.7125424693968807,0.022507102428970124,0.031587032907695836,0.7098671867514759,0.6835687375848327,0.7481250455641554,0.06455630797932266,0.6840206564143512,0.7451117158098965,0.696441858241335,0.7286430805524264,10,1.0,unanimous_desired,True,0.14902719121030117,0.151026817630945,below,9,9,0.9,0.9,2026082701,2026082707
capability_effect_nrmse,Timer-3.5,time_varying_seasonality,2,10,0.5874962452088568,0.02223740882010516,0.03785115054173613,0.5808348143443038,0.5592938753691835,0.6308590866818815,0.071565211312698,0.5622707678708874,0.6274892553176091,0.5715885612389039,0.6034039291788097,10,1.0,unanimous_desired,True,0.11551596968363853,0.192505061256953,below,9,9,0.9,0.9,2026082701,2026082709
capability_effect_nrmse,Timer-3.5,time_varying_seasonality,3,10,0.5086029752540175,0.022226715949091404,0.04370150594968591,0.49794808860999057,0.4896113303527858,0.5483910382678275,0.05877970791504172,0.4897773602254087,0.5475203246282724,0.4927029405031888,0.5245030100048462,10,1.0,unanimous_desired,True,0.0982813566332593,0.22615393916499602,below,9,9,0.9,0.9,2026082701,2026082708
capability_effect_nrmse,Timer-3.5,time_varying_seasonality,4,10,0.43345418454411166,0.020569192239513614,0.04745413234653023,0.42559448563131635,0.4137197858289005,0.4685102224155162,0.0547904365866157,0.41420789990700063,0.4684619023809253,0.41873987082570957,0.44816849826251376,10,1.0,unanimous_desired,True,0.08073519980373571,0.2547735348338341,below,9,9,0.9,0.9,2026082701,2026082708
capability_effect_nrmse,Timer-3.5,time_varying_seasonality,5,10,0.3727953724477425,0.013152455929189689,0.0352806308802381,0.37196473139909725,0.3543405776611124,0.3926814075220272,0.038340829860914805,0.3555628140879176,0.39259962010885646,0.3633866722685598,0.38220407262692524,10,1.0,unanimous_desired,True,0.0646195919781101,0.203536660114553,below,9,9,0.9,0.9,2026082701,2026082708
