model_id,effect_n,effect_mean,effect_std,effect_cv,effect_median,effect_min,effect_max,effect_range,ablation_n,ablation_mean,ablation_std,ablation_cv,ablation_median,ablation_min,ablation_max,ablation_range,rank_mean,rank_std,rank_min,rank_max,rank_top1_count,effect_desired_direction_rate,effect_unanimous_cell_rate,ablation_desired_direction_rate,ablation_unanimous_cell_rate
Timer-4.0,10,0.6381551113107623,0.022480254134834343,0.035226943632340725,0.643948892054261,0.6013931922091003,0.6649575111477041,0.06356431893860381,10,0.004384097863979697,0.0028384274731507843,0.64743706943033,0.004889375053680255,-0.003025366177670731,0.007582704817614058,0.01060807099528479,5.4,0.9660917830792959,4.0,7.0,0,0.815,0.7,0.54,0.13333333333333333
Chronos-2,10,0.5293801591199425,0.01969244862140953,0.03719906815953746,0.5270663699672319,0.49893196025092446,0.5551983368900252,0.056266376639100724,10,0.009558984966584534,0.002718216485119275,0.28436246051451897,0.009863416992516224,0.005262784855622145,0.013379659083976833,0.008116874228354689,1.0,0.0,1.0,1.0,10,0.9225,0.825,0.78,0.3333333333333333
timesfm2.5,10,0.5631771737078397,0.012175740974803053,0.02161973450493482,0.5631352523361193,0.548398035408964,0.577648075269886,0.029250039860922006,10,1.5165809194134046e-08,3.553395548724019e-08,2.3430306310977658,2.193223297561652e-08,-3.882582756598249e-08,7.001101674483217e-08,1.0883684431081466e-07,2.3,0.48304589153964794,2.0,3.0,0,0.875,0.825,0.34,0.3333333333333333
tirex2,10,0.6295547935695966,0.021831968564499777,0.03467842479716783,0.6338128228015358,0.5956236337963683,0.6592472858272275,0.06362365203085918,10,0.00019656363936827091,0.0005311132889197022,2.7019915312243348,0.00029161013199197733,-0.0005519528465953801,0.0009017354524916025,0.0014536882990869827,4.6,0.9660917830792959,4.0,7.0,0,0.825,0.825,0.5866666666666667,0.2
moirai2,10,0.6384197475832147,0.008841744314754265,0.013849421713888617,0.636306335557741,0.6274905444179067,0.6588878460247108,0.031397301606804096,10,1.1604278760149052e-10,3.36733873942596e-09,29.01807866758544,9.372552292101645e-10,-5.259139239515594e-09,5.8248687590010556e-09,1.108400799851665e-08,5.3,0.8232726023485646,4.0,6.0,0,0.775,0.875,0.18666666666666668,0.6666666666666666
Timer-3.5,10,0.5681800484534516,0.011262993880371375,0.019822930972371342,0.570646886622814,0.5543492244549807,0.5864163384736433,0.03206711401866258,10,0.00018220031033274072,0.0003447204966585289,1.8919863310275817,0.0001719419492597787,-0.0003565564038901939,0.0007687995766440462,0.0011253559805342401,2.7,0.48304589153964794,2.0,3.0,0,0.9,0.85,0.5266666666666666,0.0
toto2.0,10,0.6707029118662228,0.02430984527694192,0.036245325384528404,0.6681177052357995,0.6324331102884974,0.7114743445719582,0.07904123428346088,10,0.013416645399480096,0.00476417638552283,0.3550944549602127,0.01248799428329285,0.0060472874232912555,0.024813747961618046,0.01876646053832679,6.7,0.6749485577105528,5.0,7.0,0,0.7575,0.95,0.7733333333333333,0.4666666666666667
