metric,model_id,capability_id,capability_level,n,mean,std,cv,median,min,max,range,desired_direction_rate,direction_agreement,direction_unanimous,mean_approximate_within_seed_task_se,seed_sd_to_task_se_ratio
capability_effect_nrmse,Chronos-2,predictable_intermittency,4,10,1.0083956283963578,0.06339156634313227,0.06286378536164748,0.99524597180291,0.8937778771764142,1.112409643543558,0.21863176636714376,0.5,0.5,False,0.05486361023639149,1.1554392077006284
capability_effect_nrmse,Chronos-2,predictable_intermittency,5,10,1.1179627433843016,0.022851647401850965,0.020440437337539856,1.119545624029612,1.0861603820612264,1.1648004092019053,0.07864002714067886,0.0,1.0,True,0.04088673129885305,0.5589013030858742
capability_effect_nrmse,Chronos-2,regime_switching,1,10,0.06462381742374682,0.012095140377150575,0.18716227018656542,0.06349858055890337,0.04958358320846097,0.08712710863974486,0.03754352543128389,1.0,1.0,True,0.03426804333770654,0.35295684255896204
capability_effect_nrmse,Chronos-2,regime_switching,2,10,0.10199867900486585,0.027527245919982398,0.2698784551775343,0.09610057074564445,0.06876351984943535,0.14338432492032605,0.0746208050708907,1.0,1.0,True,0.05368230394309007,0.5127806352939827
capability_effect_nrmse,Chronos-2,regime_switching,3,10,0.09677343831740236,0.012431651497961478,0.12846140133191844,0.09826023976430576,0.08000635590273328,0.1140350386642229,0.034028682761489626,1.0,1.0,True,0.04506648430002216,0.2758513713916523
capability_effect_nrmse,Chronos-2,regime_switching,4,10,0.12193474290082115,0.013730494859996945,0.11260527174904535,0.12582512238455373,0.09762619348405324,0.13981650700345,0.042190313519396755,1.0,1.0,True,0.05482753899286419,0.2504306250511074
capability_effect_nrmse,Chronos-2,regime_switching,5,10,0.13330105410721876,0.012547896331310083,0.09413201129840552,0.13178848864128426,0.11444101527488668,0.15853951003256003,0.04409849475767336,1.0,1.0,True,0.051647522140124136,0.24295253308119155
capability_effect_nrmse,Chronos-2,time_varying_seasonality,1,10,0.6108845347612369,0.027374067892149842,0.0448105432933393,0.6096673764550722,0.574977723150069,0.648343014185071,0.073365291035002,1.0,1.0,True,0.15549610505259387,0.17604343133155032
capability_effect_nrmse,Chronos-2,time_varying_seasonality,2,10,0.47882769643403933,0.01830478389143445,0.038228331459844896,0.47612343814619673,0.4537062145585138,0.5031038206473369,0.049397606088823154,1.0,1.0,True,0.10113211864455134,0.18099871867383893
capability_effect_nrmse,Chronos-2,time_varying_seasonality,3,10,0.3819687563457807,0.0173474385916429,0.04541585745808742,0.3765834663988796,0.36160080193580685,0.40854478732612287,0.04694398539031602,1.0,1.0,True,0.07345757156616803,0.23615589546159896
capability_effect_nrmse,Chronos-2,time_varying_seasonality,4,10,0.3083810003212358,0.014598248327127371,0.047338351947495465,0.3041454062138731,0.290598740277246,0.33099022597267064,0.04039148569542461,1.0,1.0,True,0.05551556649611691,0.26295774768232727
capability_effect_nrmse,Chronos-2,time_varying_seasonality,5,10,0.25765582565909007,0.011747964640188376,0.045595571573578,0.257807291194447,0.2446230013793152,0.27586803925334324,0.031245037874028048,1.0,1.0,True,0.045863609289167176,0.2561500244369822
capability_effect_nrmse,Chronos-2,trend,1,10,0.10109451028322443,0.009897649595651684,0.09790491657680145,0.09640481622772343,0.09328690378442761,0.12306426162917587,0.029777357844748262,1.0,1.0,True,0.03723899608427897,0.26578722942077737
