suite,benchmark,horizon_group,task_id,model_id,capability_id,capability_level,official_instance_count,treatment_mase,treatment_mae
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,cross_series_dependence,3,19,0.5220253316,8.562244691
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,cross_series_dependence,4,19,0.5232541646,8.564941274
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,cross_series_dependence,5,19,0.5244786163,8.567535921
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,multi_seasonal,1,19,0.5474543583,9.645357667
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,multi_seasonal,2,19,0.6058775711,10.80244226
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,multi_seasonal,3,19,0.6413637848,11.88345551
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,multi_seasonal,4,19,0.6788022274,12.87414851
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,multi_seasonal,5,19,0.69887893,13.5952849
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,predictable_intermittency,1,19,0.585006131,10.74259963
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,predictable_intermittency,2,19,0.621936078,11.31770906
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,predictable_intermittency,3,19,0.62493815,11.23526242
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,predictable_intermittency,4,19,0.5873087904,10.34758496
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,predictable_intermittency,5,19,0.5847900858,10.11050041
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,regime_switching,1,19,0.5237588313,8.568036092
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,regime_switching,2,19,0.524187831,8.643252208
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,regime_switching,3,19,0.5238688187,8.70150299
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,regime_switching,4,19,0.5238180792,8.649854947
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,regime_switching,5,19,0.5261202551,8.67993181
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,time_varying_seasonality,1,19,0.5279083011,8.74292288
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,time_varying_seasonality,2,19,0.5299852076,8.825316005
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,time_varying_seasonality,3,19,0.5327616927,8.956618365
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,time_varying_seasonality,4,19,0.5389211943,9.180233193
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,time_varying_seasonality,5,19,0.5454009662,9.36203672
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,trend,1,19,0.5228603935,8.562143571
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,trend,2,19,0.5228680557,8.561161309
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,trend,3,19,0.5232174972,8.571530607
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,trend,4,19,0.5232145416,8.575093535
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Chronos-2,trend,5,19,0.5222899338,8.556418085
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,common_factor,1,19,0.5430649268,9.040505882
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,common_factor,2,19,0.5393255016,9.0023785
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,common_factor,3,19,0.5431328632,9.008602986
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,common_factor,4,19,0.5399845671,8.906772811
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,common_factor,5,19,0.5437241023,8.935913832
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,cross_series_dependence,1,19,0.5397882471,8.980562033
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,cross_series_dependence,2,19,0.5400098575,8.981240205
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,cross_series_dependence,3,19,0.5397121493,8.986558071
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,cross_series_dependence,4,19,0.5418896772,8.992633946
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,cross_series_dependence,5,19,0.5443367549,8.999513893
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,multi_seasonal,1,19,0.6492023153,12.71823029
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,multi_seasonal,2,19,0.6981775184,14.71908465
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,multi_seasonal,3,19,0.754164096,16.11301745
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,multi_seasonal,4,19,0.7868035854,16.93221984
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,multi_seasonal,5,19,0.8190802764,17.52856782
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,predictable_intermittency,1,19,0.6007583211,10.96212994
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,predictable_intermittency,2,19,0.6411484808,11.63101179
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,predictable_intermittency,3,19,0.6459323082,11.66273207
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,predictable_intermittency,4,19,0.6189417861,11.20032353
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,predictable_intermittency,5,19,0.601744588,10.4719213
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,regime_switching,1,19,0.550164303,9.197118491
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,regime_switching,2,19,0.5450144661,9.204377076
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,regime_switching,3,19,0.5492988781,9.135323553
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,regime_switching,4,19,0.5450119828,9.064153359
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,regime_switching,5,19,0.5447073068,9.020610088
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,time_varying_seasonality,1,19,0.543185128,9.268535982
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,time_varying_seasonality,2,19,0.5486624282,9.357056848
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,time_varying_seasonality,3,19,0.5516263026,9.436352364
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,time_varying_seasonality,4,19,0.5563740602,9.558384219
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,time_varying_seasonality,5,19,0.5594626802,9.649856821
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,trend,1,19,0.5380260791,8.964480327
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,trend,2,19,0.5367656821,8.953058998
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,trend,3,19,0.538726005,8.957641236
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,trend,4,19,0.5371205218,8.958074099
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,Timer-3.5,trend,5,19,0.5379761604,8.949503588
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,common_factor,1,19,0.5421492575,8.638969489
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,common_factor,2,19,0.5454329882,8.671254767
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,common_factor,3,19,0.548544452,8.711989014
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,common_factor,4,19,0.5503124801,8.751146006
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,common_factor,5,19,0.5533064908,8.830756238
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,cross_series_dependence,1,19,0.5313420463,8.370449908
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,cross_series_dependence,2,19,0.5314791731,8.370816019
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,cross_series_dependence,3,19,0.5320547514,8.372402764
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,cross_series_dependence,4,19,0.5336207311,8.376733713
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,cross_series_dependence,5,19,0.5357642742,8.382730741
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,multi_seasonal,1,19,0.7169742822,14.60915623
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,multi_seasonal,2,19,0.7931790845,16.73556118
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,multi_seasonal,3,19,0.8435568314,18.08682434
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,multi_seasonal,4,19,0.877739371,18.96985532
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,multi_seasonal,5,19,0.8856759006,19.0661854
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,predictable_intermittency,1,19,0.6837449244,12.01421336
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,predictable_intermittency,2,19,0.648929549,11.49759062
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,predictable_intermittency,3,19,0.654917869,11.25181742
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,predictable_intermittency,4,19,0.6181266789,10.51195143
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,predictable_intermittency,5,19,0.5966372256,9.823956223
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,regime_switching,1,19,0.5537161873,8.503418602
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,regime_switching,2,19,0.5408128358,8.538562616
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,regime_switching,3,19,0.5384786009,8.625924988
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,regime_switching,4,19,0.539420578,8.680009326
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,regime_switching,5,19,0.5440384665,8.757047442
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,time_varying_seasonality,1,19,0.5398755788,8.882996017
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,time_varying_seasonality,2,19,0.5432770212,8.996850959
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,time_varying_seasonality,3,19,0.5480247207,9.136010777
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,time_varying_seasonality,4,19,0.5548748055,9.365250294
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,time_varying_seasonality,5,19,0.5642872414,9.6772728
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,trend,1,19,0.5331606416,8.417503766
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,trend,2,19,0.5328457465,8.410278563
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,trend,3,19,0.5316204575,8.375836431
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,trend,4,19,0.5308461819,8.351349656
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,moirai2,trend,5,19,0.5307583493,8.347338478
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,common_factor,1,19,0.5316652819,8.976598844
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,common_factor,2,19,0.5343005381,9.051764191
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,common_factor,3,19,0.5379922982,9.089591192
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,common_factor,4,19,0.5387359382,9.091205756
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,common_factor,5,19,0.5395836765,9.083594723
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,cross_series_dependence,1,19,0.5253345894,8.66878455
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,cross_series_dependence,2,19,0.5254034848,8.668955036
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,cross_series_dependence,3,19,0.5257786353,8.669982018
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,cross_series_dependence,4,19,0.5272571634,8.674066197
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,cross_series_dependence,5,19,0.5291720923,8.679400803
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,multi_seasonal,1,19,0.6294445013,12.52221869
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,multi_seasonal,2,19,0.6786784029,14.17371018
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,multi_seasonal,3,19,0.7208423614,15.32202518
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,multi_seasonal,4,19,0.7520501287,16.21553659
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,multi_seasonal,5,19,0.7723564809,16.83658065
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,predictable_intermittency,1,19,0.583771256,10.67700605
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,predictable_intermittency,2,19,0.6284634084,11.61104708
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,predictable_intermittency,3,19,0.6366887164,11.51130236
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,predictable_intermittency,4,19,0.5978590393,10.72418974
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,predictable_intermittency,5,19,0.5901759203,10.2831922
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,regime_switching,1,19,0.5311108877,8.836810017
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,regime_switching,2,19,0.5317535329,8.817650884
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,regime_switching,3,19,0.5325224529,8.852318071
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,regime_switching,4,19,0.5298970978,8.877006482
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,regime_switching,5,19,0.5345998177,8.777651107
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,time_varying_seasonality,1,19,0.5337831676,9.239492566
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,time_varying_seasonality,2,19,0.5363327883,9.303402804
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,time_varying_seasonality,3,19,0.5398217665,9.38356658
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,time_varying_seasonality,4,19,0.5448088117,9.551153644
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,time_varying_seasonality,5,19,0.5507910507,9.748685688
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,trend,1,19,0.5256182415,8.666550149
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,trend,2,19,0.5256294677,8.665519395
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,trend,3,19,0.525715384,8.667825329
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,trend,4,19,0.5257791547,8.668727551
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,timesfm2.5,trend,5,19,0.5258775415,8.669776255
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,common_factor,1,19,0.5141422726,8.366567715
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,common_factor,2,19,0.5143079772,8.387445932
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,common_factor,3,19,0.5147060291,8.415613228
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,common_factor,4,19,0.5171180246,8.475809893
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,common_factor,5,19,0.5223673099,8.582890875
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,cross_series_dependence,1,19,0.5126523814,8.259488515
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,cross_series_dependence,2,19,0.5130289872,8.264427819
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,cross_series_dependence,3,19,0.5139685178,8.264543386
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,cross_series_dependence,4,19,0.5153588561,8.26497642
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,cross_series_dependence,5,19,0.5169661631,8.269441721
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,multi_seasonal,1,19,0.5654164613,9.65215293
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,multi_seasonal,2,19,0.600527731,10.9202445
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,multi_seasonal,3,19,0.6319385006,11.59971087
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,multi_seasonal,4,19,0.6643522548,12.5070673
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,multi_seasonal,5,19,0.6875760258,13.1791277
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,predictable_intermittency,1,19,0.5683188821,10.25539795
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,predictable_intermittency,2,19,0.6237177239,11.28212164
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,predictable_intermittency,3,19,0.6191100446,10.93310226
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,predictable_intermittency,4,19,0.5879472234,10.20146541
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,predictable_intermittency,5,19,0.5816476542,9.990817233
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,regime_switching,1,19,0.5123595232,8.260739049
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,regime_switching,2,19,0.5122513744,8.261412706
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,regime_switching,3,19,0.5122542101,8.258478968
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,regime_switching,4,19,0.5144010368,8.261433715
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,regime_switching,5,19,0.5192235902,8.509170103
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,time_varying_seasonality,1,19,0.5175563276,8.475079801
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,time_varying_seasonality,2,19,0.5207846187,8.533725272
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,time_varying_seasonality,3,19,0.5235813248,8.58814701
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,time_varying_seasonality,4,19,0.5284642558,8.699435473
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,time_varying_seasonality,5,19,0.5331634193,8.7450775
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,trend,1,19,0.5124534339,8.263817632
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,trend,2,19,0.5126389629,8.267159475
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,trend,3,19,0.5128534532,8.270923207
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,trend,4,19,0.5126002686,8.266569196
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,tirex2,trend,5,19,0.5128290788,8.271669246
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,common_factor,1,19,0.5183116639,8.40511084
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,common_factor,2,19,0.5203385115,8.458239754
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,common_factor,3,19,0.522563985,8.535256848
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,common_factor,4,19,0.5267274054,8.638957079
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,common_factor,5,19,0.5304715762,8.76166226
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,cross_series_dependence,1,19,0.5152790431,8.206552159
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,cross_series_dependence,2,19,0.5153733463,8.206253592
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,cross_series_dependence,3,19,0.5154309651,8.205029223
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,cross_series_dependence,4,19,0.516329733,8.203754706
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,cross_series_dependence,5,19,0.5177339672,8.202530061
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,multi_seasonal,1,19,0.5339534805,8.986310917
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,multi_seasonal,2,19,0.5479007663,9.360639012
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,multi_seasonal,3,19,0.5537026763,9.722207639
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,multi_seasonal,4,19,0.5665165138,10.11709077
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,multi_seasonal,5,19,0.5773562673,10.34137782
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,predictable_intermittency,1,19,0.5820905072,10.52493965
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,predictable_intermittency,2,19,0.6330153492,11.42286948
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,predictable_intermittency,3,19,0.6307218733,11.0045805
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,predictable_intermittency,4,19,0.5920326246,10.08072993
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,predictable_intermittency,5,19,0.5948347604,10.18164276
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,regime_switching,1,19,0.517798984,8.185179553
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,regime_switching,2,19,0.5192413749,8.233465577
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,regime_switching,3,19,0.5194951898,8.2981495
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,regime_switching,4,19,0.5210401301,8.365954437
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,regime_switching,5,19,0.5237260743,8.391823733
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,time_varying_seasonality,1,19,0.5189628284,8.26952731
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,time_varying_seasonality,2,19,0.5218801821,8.350565458
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,time_varying_seasonality,3,19,0.5258501642,8.422077147
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,time_varying_seasonality,4,19,0.5311586545,8.515401713
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,time_varying_seasonality,5,19,0.5364350476,8.587951384
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,trend,1,19,0.5157438199,8.211217301
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,trend,2,19,0.5155229677,8.207131387
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,trend,3,19,0.5155207998,8.2060031
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,trend,4,19,0.5155405653,8.207707163
GIFT-Short,GIFT-Eval,short,gift_jena_weather_h,toto2.0,trend,5,19,0.5157376056,8.211945893
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,multi_seasonal,1,2906,1.075464166,19.58608677
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,multi_seasonal,2,2906,1.086025946,19.76940188
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,multi_seasonal,3,2906,1.092908928,19.89503518
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,multi_seasonal,4,2906,1.09887097,19.96229636
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,multi_seasonal,5,2906,1.103003781,20.07544243
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,predictable_intermittency,1,2906,1.112836614,20.31273961
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,predictable_intermittency,2,2906,1.11966794,20.40191367
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,predictable_intermittency,3,2906,1.109384632,20.18027242
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,predictable_intermittency,4,2906,1.098606093,20.03921484
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,predictable_intermittency,5,2906,1.085752237,19.82590614
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,regime_switching,1,2906,1.045822905,19.15435088
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,regime_switching,2,2906,1.048770873,19.18988531
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,regime_switching,3,2906,1.052038277,19.2441145
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,regime_switching,4,2906,1.055861171,19.33881779
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,regime_switching,5,2906,1.059818701,19.4071535
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,time_varying_seasonality,1,2414,1.091466779,20.76261063
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,time_varying_seasonality,2,2414,1.10032092,20.97577859
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,time_varying_seasonality,3,2414,1.113275398,21.28241342
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,time_varying_seasonality,4,2414,1.130175172,21.66340753
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,time_varying_seasonality,5,2414,1.149960394,22.09864743
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,trend,1,468,1.210414584,29.52841443
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,trend,2,468,1.210263669,29.523096
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,trend,3,468,1.210374388,29.52886657
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,trend,4,468,1.21108667,29.55181494
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Chronos-2,trend,5,468,1.212579373,29.60468386
GIFT-Short,GIFT-Eval,short,gift_kdd_cup_h,Timer-3.5,multi_seasonal,1,2906,0.9230673209,16.76811685
