suite,benchmark,horizon_group,task_id,model_id,capability_id,capability_level,effect_nrmse_pooled,effect_scoring_coverage,effect_candidate_count,official_instance_count,effect_unavailable_low_signal_count,effect_unavailable_unobserved_count,effect_correlation_mean,effect_amplitude_ratio_pooled
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,regime_switching,1,0.0004105119425,1,20,20,0,0,,1.000044404
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,regime_switching,2,0.0004105119425,1,20,20,0,0,,1.000044404
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,regime_switching,3,0.0007463602796,1,20,20,0,0,,1.000006285
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,regime_switching,4,0.07060873542,1,20,20,0,0,,0.9720009598
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,regime_switching,5,0.1309185614,1,20,20,0,0,,0.9597911021
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,time_varying_seasonality,1,0.5067459863,0.3333333333,3,1,2,0,0.9853376877,1.492063442
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,time_varying_seasonality,2,0.5545448431,0.3333333333,3,1,2,0,0.9917693511,1.54248322
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,time_varying_seasonality,3,0.8196967095,1,3,3,0,0,0.8635195026,1.585835876
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,time_varying_seasonality,4,0.6885614486,1,3,3,0,0,0.9242111856,1.480625592
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,time_varying_seasonality,5,0.5030691396,1,3,3,0,0,0.9606297734,1.269770003
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,trend,1,0.01360613606,1,1,1,0,0,-0.9095343237,0.9969430091
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,trend,2,0.009984604051,1,1,1,0,0,-0.9361279183,0.9960310336
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,trend,3,0.008886169553,1,1,1,0,0,-0.8298450725,0.9962910989
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,trend,4,0.008672143422,1,1,1,0,0,-0.7497886843,0.9965545187
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,Timer-4.0,trend,5,0.01121271944,1,1,1,0,0,-0.8762221168,0.9958076992
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,multi_seasonal,1,0.9474142994,1,20,20,0,0,0.5734237621,0.8428225528
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,multi_seasonal,2,0.9817892236,1,20,20,0,0,0.4545935916,0.6553572599
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,multi_seasonal,3,1.037713257,1,20,20,0,0,0.3928386472,0.6757373473
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,multi_seasonal,4,1.064178477,1,20,20,0,0,0.2718188237,0.6310437905
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,multi_seasonal,5,1.094516893,1,20,20,0,0,0.2115126236,0.65256579
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,predictable_intermittency,1,0.5156242174,1,20,20,0,0,0.7591769239,1.059022182
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,predictable_intermittency,2,0.605998692,1,20,20,0,0,0.7521588794,0.9294255579
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,predictable_intermittency,3,1.088132065,1,20,20,0,0,0.4859716516,0.9745401933
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,predictable_intermittency,4,1.026411557,1,20,20,0,0,0.2631434659,0.5893179075
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,predictable_intermittency,5,1.102866745,1,20,20,0,0,0.2469569701,0.6671628988
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,regime_switching,1,0.001252480123,1,20,20,0,0,,1.000256263
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,regime_switching,2,0.05639469344,1,20,20,0,0,,0.9830527289
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,regime_switching,3,0.08984538162,1,20,20,0,0,,0.9916834851
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,regime_switching,4,0.1173627136,1,20,20,0,0,,0.9912694932
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,regime_switching,5,0.140357374,1,20,20,0,0,,0.9797453603
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,time_varying_seasonality,1,1.578790334,0.3333333333,3,1,2,0,-0.946954565,0.6361916103
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,time_varying_seasonality,2,1.412881359,0.3333333333,3,1,2,0,-0.9642938789,0.5111188959
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,time_varying_seasonality,3,3.366682806,1,3,3,0,0,-0.6387182404,3.183514391
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,time_varying_seasonality,4,2.945693274,1,3,3,0,0,-0.6962040126,2.775831194
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,time_varying_seasonality,5,2.553526897,1,3,3,0,0,-0.7516959943,2.38833582
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,trend,1,0.1112845543,1,1,1,0,0,-0.8733244681,0.9077576304
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,trend,2,0.1031481674,1,1,1,0,0,-0.8746698271,0.9175325679
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,trend,3,0.08757127005,1,1,1,0,0,-0.8680942682,0.9326894049
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,trend,4,0.05884370265,1,1,1,0,0,-0.8457932768,0.959778288
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,moirai2,trend,5,0.04052849722,1,1,1,0,0,-0.8329444845,0.9773812615
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,multi_seasonal,1,0.6168047813,1,20,20,0,0,0.8099054936,0.9233287306
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,multi_seasonal,2,0.765777376,1,20,20,0,0,0.83365613,0.8802056843
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,multi_seasonal,3,0.7906033801,1,20,20,0,0,0.7009313797,0.6800601065
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,multi_seasonal,4,0.8311414014,1,20,20,0,0,0.5615818699,0.5436158085
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,multi_seasonal,5,0.8994015823,1,20,20,0,0,0.478979499,0.5003654212
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,predictable_intermittency,1,0.4273719645,1,20,20,0,0,0.8397753292,1.047539536
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,predictable_intermittency,2,0.5223153409,1,20,20,0,0,0.7755684155,1.018725066
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,predictable_intermittency,3,0.813145846,1,20,20,0,0,0.6577908669,1.130768448
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,predictable_intermittency,4,0.8332942654,1,20,20,0,0,0.5554847332,1.026308453
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,predictable_intermittency,5,1.103275002,1,20,20,0,0,0.4097840827,1.038779372
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,regime_switching,1,3.569665289e-07,1,20,20,0,0,,1.000000005
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,regime_switching,2,0.01926492676,1,20,20,0,0,,0.9982451857
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,regime_switching,3,0.05622717052,1,20,20,0,0,,1.013705192
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,regime_switching,4,0.03891043058,1,20,20,0,0,,1.015283721
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,regime_switching,5,0.09019520505,1,20,20,0,0,,1.048035409
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,time_varying_seasonality,1,0.6113318156,0.3333333333,3,1,2,0,0.962368389,1.574759452
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,time_varying_seasonality,2,0.7049477341,0.3333333333,3,1,2,0,0.9755402382,1.661071503
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,time_varying_seasonality,3,1.547883136,1,3,3,0,0,0.3321293738,2.106799396
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,time_varying_seasonality,4,1.33471658,1,3,3,0,0,0.3245581737,1.938706649
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,time_varying_seasonality,5,0.9817697,1,3,3,0,0,0.3876794588,1.622062852
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,trend,1,0.02443552576,1,1,1,0,0,0.1443619354,0.9831573074
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,trend,2,0.02364065184,1,1,1,0,0,0.1892986079,0.9829180746
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,trend,3,0.02248169455,1,1,1,0,0,0.2303456545,0.9823465881
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,trend,4,0.0199503205,1,1,1,0,0,0.2214048033,0.9821827407
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,timesfm2.5,trend,5,0.01562884663,1,1,1,0,0,0.04920188839,0.9855187417
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,multi_seasonal,1,1.060879506,1,20,20,0,0,0.8103420041,1.257906476
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,multi_seasonal,2,1.23017655,1,20,20,0,0,0.7544886813,1.290069061
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,multi_seasonal,3,1.156410377,1,20,20,0,0,0.7165824985,1.169257632
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,multi_seasonal,4,1.252978471,1,20,20,0,0,0.6171438417,1.155105091
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,multi_seasonal,5,1.355881722,1,20,20,0,0,0.4779428434,1.193318752
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,predictable_intermittency,1,0.4360329399,1,20,20,0,0,0.8131065238,0.9680118933
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,predictable_intermittency,2,0.7802786274,1,20,20,0,0,0.7420806018,1.020259304
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,predictable_intermittency,3,0.840214221,1,20,20,0,0,0.6158991942,1.066262116
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,predictable_intermittency,4,1.216561147,1,20,20,0,0,0.5449516691,1.441900522
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,predictable_intermittency,5,1.200752303,1,20,20,0,0,0.3010504573,1.114971744
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,regime_switching,1,0.002516934096,1,20,20,0,0,,1.000044651
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,regime_switching,2,0.002516934096,1,20,20,0,0,,1.000044651
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,regime_switching,3,0.002516934096,1,20,20,0,0,,1.000044651
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,regime_switching,4,0.002516934096,1,20,20,0,0,,1.000044651
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,regime_switching,5,0.008464306031,1,20,20,0,0,,0.9995016945
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,time_varying_seasonality,1,1.578774627,0.3333333333,3,1,2,0,0.9849859816,2.563599472
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,time_varying_seasonality,2,1.455929928,0.3333333333,3,1,2,0,0.9889850684,2.438336116
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,time_varying_seasonality,3,1.374176713,1,3,3,0,0,0.9482118719,2.32590613
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,time_varying_seasonality,4,1.132396223,1,3,3,0,0,0.9499164776,2.070391328
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,time_varying_seasonality,5,0.9027971519,1,3,3,0,0,0.9482059306,1.800185563
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,trend,1,0.007914245823,1,1,1,0,0,-0.2501265187,1.00301799
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,trend,2,0.00626301423,1,1,1,0,0,-0.1872736546,0.9993683318
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,trend,3,0.00605238949,1,1,1,0,0,0.005893725132,0.998373609
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,trend,4,0.006111778846,1,1,1,0,0,-0.02063125324,0.9951044585
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,tirex2,trend,5,0.005397918248,1,1,1,0,0,0.2055863543,0.99654355
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,multi_seasonal,1,0.2123759113,1,20,20,0,0,0.9884789477,0.9978328774
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,multi_seasonal,2,0.3276899456,1,20,20,0,0,0.9783888408,0.9922354437
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,multi_seasonal,3,0.4060587244,1,20,20,0,0,0.9615958392,0.9884018739
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,multi_seasonal,4,0.3426633102,1,20,20,0,0,0.9590477569,0.9291613029
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,multi_seasonal,5,0.4174653171,1,20,20,0,0,0.9516443381,0.9396082014
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,predictable_intermittency,1,0.419999047,1,20,20,0,0,0.840946894,0.9732974213
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,predictable_intermittency,2,0.5703873737,1,20,20,0,0,0.7826405484,1.00217491
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,predictable_intermittency,3,0.7259098664,1,20,20,0,0,0.6212148737,0.9979425858
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,predictable_intermittency,4,0.7435646849,1,20,20,0,0,0.5491226754,1.025166313
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,predictable_intermittency,5,0.9604830807,1,20,20,0,0,0.4073450147,0.9936161732
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,regime_switching,1,0.0003356923662,1,20,20,0,0,,0.9999578633
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,regime_switching,2,0.0115811604,1,20,20,0,0,,1.000577164
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,regime_switching,3,0.01857624219,1,20,20,0,0,,0.9992594743
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,regime_switching,4,0.03672727574,1,20,20,0,0,,1.000147162
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,regime_switching,5,0.05909802977,1,20,20,0,0,,0.9855709942
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,time_varying_seasonality,1,0.5152409708,0.3333333333,3,1,2,0,0.9950017198,1.510483103
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,time_varying_seasonality,2,0.3942516565,0.3333333333,3,1,2,0,0.9968710678,1.390231758
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,time_varying_seasonality,3,0.5909389107,1,3,3,0,0,0.9704120059,1.360592541
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,time_varying_seasonality,4,0.4543627155,1,3,3,0,0,0.9717232257,1.212346343
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,time_varying_seasonality,5,0.3251013069,1,3,3,0,0,0.9842342395,1.107708929
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,trend,1,0.01782632405,1,1,1,0,0,-0.9820919969,0.9874715215
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,trend,2,0.00959672792,1,1,1,0,0,-0.9732669083,1.002484629
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,trend,3,0.01223749992,1,1,1,0,0,-0.9571835215,1.0103394
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,trend,4,0.01511077456,1,1,1,0,0,-0.9107210514,1.014593181
GIFT-Short,GIFT-Eval,short,gift_saugeenday_d,toto2.0,trend,5,0.01519721139,1,1,1,0,0,-0.8098782959,1.014942234
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,multi_seasonal,1,0.533703591,1,2603,2603,0,0,0.8773369343,0.9740934483
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,multi_seasonal,2,0.6279451936,1,2603,2603,0,0,0.8240676678,0.9880148837
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,multi_seasonal,3,0.7037357088,1,2603,2603,0,0,0.7669296919,0.9628478559
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,multi_seasonal,4,0.7637547816,1,2603,2603,0,0,0.7089247035,0.9280178084
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,multi_seasonal,5,0.8101604523,1,2603,2603,0,0,0.6512863487,0.8822507035
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,predictable_intermittency,1,0.5888750138,1,2603,2603,0,0,0.723913311,1.028114599
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,predictable_intermittency,2,0.8693033045,1,2603,2603,0,0,0.5700683741,1.073537291
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,predictable_intermittency,3,0.9571154427,1,2603,2603,0,0,0.4283923694,0.9486491256
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,predictable_intermittency,4,1.059404398,1,2603,2603,0,0,0.3100087929,0.9471927129
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,predictable_intermittency,5,1.161343815,1,2603,2603,0,0,0.1309307311,0.8472459536
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,regime_switching,1,0.03906058058,1,2603,2603,0,0,,0.9941548154
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,regime_switching,2,0.05682400314,1,2603,2603,0,0,,1.000425657
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,regime_switching,3,0.07286861256,1,2603,2603,0,0,,0.9999299368
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,regime_switching,4,0.09135026486,1,2603,2603,0,0,,1.010754922
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,regime_switching,5,0.1367751709,1,2603,2603,0,0,,1.016863926
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,time_varying_seasonality,1,0.6873074361,1,32,32,0,0,0.9359005218,1.411221154
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,time_varying_seasonality,2,0.4537756098,1,32,32,0,0,0.9612374465,1.198233116
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,time_varying_seasonality,3,0.3170962268,1,32,32,0,0,0.9770815551,1.056964518
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,time_varying_seasonality,4,0.2567592136,1,32,32,0,0,0.985307344,0.9857679149
GIFT-Short,GIFT-Eval,short,gift_solar_h,Chronos-2,time_varying_seasonality,5,0.2464695461,1,32,32,0,0,0.9871565222,0.9672511158
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,multi_seasonal,1,0.8948236052,1,2603,2603,0,0,0.6753960991,1.064060699
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,multi_seasonal,2,1.062567563,1,2603,2603,0,0,0.5276757207,1.067072938
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,multi_seasonal,3,1.141264083,1,2603,2603,0,0,0.4417409582,1.066010536
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,multi_seasonal,4,1.185050404,1,2603,2603,0,0,0.39156772,1.062317576
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,multi_seasonal,5,1.210616842,1,2603,2603,0,0,0.3510007508,1.04675575
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,predictable_intermittency,1,0.6726140569,1,2603,2603,0,0,0.6381297213,1.014551146
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,predictable_intermittency,2,0.9160493965,1,2603,2603,0,0,0.2815470797,0.8117337071
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,predictable_intermittency,3,1.049237612,1,2603,2603,0,0,0.0885402533,0.6909211985
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,predictable_intermittency,4,1.096737812,1,2603,2603,0,0,0.05463441688,0.6755281736
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,predictable_intermittency,5,1.150618071,1,2603,2603,0,0,0.01858878441,0.6525146388
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,regime_switching,1,0.1227963759,1,2603,2603,0,0,,0.9924806257
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,regime_switching,2,0.161077511,1,2603,2603,0,0,,0.9875452388
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,regime_switching,3,0.1870555243,1,2603,2603,0,0,,0.9937009078
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,regime_switching,4,0.2158540879,1,2603,2603,0,0,,1.008280622
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,regime_switching,5,0.2928214025,1,2603,2603,0,0,,1.034368021
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,time_varying_seasonality,1,0.3875519435,1,32,32,0,0,0.9582943252,0.8038708125
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,time_varying_seasonality,2,0.3176694041,1,32,32,0,0,0.9697201282,0.8487528531
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,time_varying_seasonality,3,0.2571435834,1,32,32,0,0,0.9767977303,0.9803817246
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,time_varying_seasonality,4,0.3462734224,1,32,32,0,0,0.9762795189,1.120564713
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-3.5,time_varying_seasonality,5,0.3790230861,1,32,32,0,0,0.9796306028,1.180523704
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,multi_seasonal,1,0.9120874049,1,2603,2603,0,0,0.844164025,1.391982875
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,multi_seasonal,2,1.042446882,1,2603,2603,0,0,0.7283456834,1.357311444
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,multi_seasonal,3,1.140171931,1,2603,2603,0,0,0.6203514134,1.308763662
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,multi_seasonal,4,1.205532751,1,2603,2603,0,0,0.5359174038,1.272669282
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,multi_seasonal,5,1.239487525,1,2603,2603,0,0,0.4745751709,1.238169268
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,predictable_intermittency,1,0.6934048014,1,2603,2603,0,0,0.6724589456,1.073327938
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,predictable_intermittency,2,0.9835264601,1,2603,2603,0,0,0.4834734895,1.105800967
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,predictable_intermittency,3,1.168900349,1,2603,2603,0,0,0.2446836068,1.031227961
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,predictable_intermittency,4,1.310874469,1,2603,2603,0,0,0.1026052894,1.020864617
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,predictable_intermittency,5,1.400115137,1,2603,2603,0,0,0.03142889538,1.035194076
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,regime_switching,1,0.1282467005,1,2603,2603,0,0,,1.020451413
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,regime_switching,2,0.1458450101,1,2603,2603,0,0,,1.015143555
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,regime_switching,3,0.1612373108,1,2603,2603,0,0,,1.016060016
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,regime_switching,4,0.18991663,1,2603,2603,0,0,,1.014447326
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,regime_switching,5,0.2493418893,1,2603,2603,0,0,,1.017881452
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,time_varying_seasonality,1,0.560324833,1,32,32,0,0,0.8587818296,0.9086068008
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,time_varying_seasonality,2,0.6305391036,1,32,32,0,0,0.9159792257,1.167744381
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,time_varying_seasonality,3,0.6106125368,1,32,32,0,0,0.9504610655,1.209871843
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,time_varying_seasonality,4,0.487391934,1,32,32,0,0,0.9736717139,1.157645264
GIFT-Short,GIFT-Eval,short,gift_solar_h,Timer-4.0,time_varying_seasonality,5,0.4016825795,1,32,32,0,0,0.9802933242,1.136813006
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,multi_seasonal,1,0.7336877688,1,2603,2603,0,0,0.7340587561,0.8785926171
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,multi_seasonal,2,0.8688216218,1,2603,2603,0,0,0.5854158599,0.7757070494
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,multi_seasonal,3,0.9337917015,1,2603,2603,0,0,0.4918196247,0.7212971237
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,multi_seasonal,4,0.9715497551,1,2603,2603,0,0,0.4289685605,0.6851586283
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,multi_seasonal,5,0.9913235251,1,2603,2603,0,0,0.3845525937,0.6553651034
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,predictable_intermittency,1,0.6281400617,1,2603,2603,0,0,0.661176098,0.9701539285
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,predictable_intermittency,2,0.8707888382,1,2603,2603,0,0,0.3624531528,0.7697731839
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,predictable_intermittency,3,0.9707520128,1,2603,2603,0,0,0.1443773173,0.5463099482
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,predictable_intermittency,4,1.017755894,1,2603,2603,0,0,0.06213542754,0.5377042108
GIFT-Short,GIFT-Eval,short,gift_solar_h,moirai2,predictable_intermittency,5,1.039522491,1,2603,2603,0,0,0.02125268003,0.4257767344
