suite,capability_id,left_model_id,right_model_id,paired_task_count,mean_difference_left_minus_right,paired_task_bootstrap_95_ci_lower,paired_task_bootstrap_95_ci_upper,significant_uncorrected,better_model_id
GIFT-Long,time_varying_seasonality,Chronos-2,Timer-3.5,10,-0.3633934065,-0.7768668779,-0.07361997181,True,Chronos-2
GIFT-Long,time_varying_seasonality,Chronos-2,timesfm2.5,10,-0.1017770533,-0.1956126908,0.004011449715,False,
GIFT-Long,time_varying_seasonality,Chronos-2,moirai2,10,-0.3306946405,-0.5928634952,-0.1474969598,True,Chronos-2
GIFT-Long,time_varying_seasonality,Chronos-2,toto2.0,10,-0.2594678615,-0.815557965,0.1413090008,False,
GIFT-Long,time_varying_seasonality,Timer-4.0,Timer-3.5,10,-0.09937349844,-0.4544733768,0.1457347355,False,
GIFT-Long,time_varying_seasonality,Timer-4.0,timesfm2.5,10,0.1622428547,0.02393303423,0.320601596,True,timesfm2.5
GIFT-Long,time_varying_seasonality,Timer-4.0,moirai2,10,-0.06667473244,-0.3054392437,0.1550025361,False,
GIFT-Long,time_varying_seasonality,Timer-4.0,toto2.0,10,0.004552046592,-0.5052051572,0.4069761776,False,
GIFT-Long,time_varying_seasonality,Timer-3.5,timesfm2.5,10,0.2616163532,-0.01244684788,0.6676130741,False,
GIFT-Long,time_varying_seasonality,Timer-3.5,moirai2,10,0.032698766,-0.1342100221,0.226462038,False,
GIFT-Long,time_varying_seasonality,Timer-3.5,toto2.0,10,0.103925545,-0.15596385,0.3733421042,False,
GIFT-Long,time_varying_seasonality,timesfm2.5,moirai2,10,-0.2289175872,-0.4810004608,-0.05295016899,True,timesfm2.5
GIFT-Long,time_varying_seasonality,timesfm2.5,toto2.0,10,-0.1576908081,-0.7046375148,0.2327130568,False,
GIFT-Long,time_varying_seasonality,moirai2,toto2.0,10,0.07122677903,-0.2529697092,0.3366307829,False,
GIFT-Long,multi_seasonal,Chronos-2,Timer-4.0,11,-0.09942509585,-0.2255810366,0.02710085417,False,
GIFT-Long,multi_seasonal,Chronos-2,Timer-3.5,11,-0.2533161485,-0.396444929,-0.1272547598,True,Chronos-2
GIFT-Long,multi_seasonal,Chronos-2,timesfm2.5,11,-0.05146023866,-0.1462855033,0.04358119028,False,
GIFT-Long,multi_seasonal,Chronos-2,moirai2,11,-0.7230351763,-1.257284352,-0.263142752,True,Chronos-2
GIFT-Long,multi_seasonal,Chronos-2,toto2.0,11,-0.08322366051,-0.5464960683,0.2632162284,False,
GIFT-Long,multi_seasonal,Timer-4.0,Timer-3.5,11,-0.1538910527,-0.2770399526,-0.02123203977,True,Timer-4.0
GIFT-Long,multi_seasonal,Timer-4.0,timesfm2.5,11,0.04796485719,-0.07473486421,0.1718252031,False,
GIFT-Long,multi_seasonal,Timer-4.0,moirai2,11,-0.6236100805,-1.17763543,-0.1364905022,True,Timer-4.0
GIFT-Long,multi_seasonal,Timer-4.0,toto2.0,11,0.01620143534,-0.4840451256,0.4117919004,False,
GIFT-Long,multi_seasonal,Timer-3.5,timesfm2.5,11,0.2018559099,0.0513750215,0.3588087262,True,timesfm2.5
GIFT-Long,multi_seasonal,Timer-3.5,moirai2,11,-0.4697190278,-1.0110318,0.0021248441,False,
GIFT-Long,multi_seasonal,Timer-3.5,toto2.0,11,0.170092488,-0.2535885678,0.519349483,False,
GIFT-Long,multi_seasonal,timesfm2.5,moirai2,11,-0.6715749377,-1.183225994,-0.2351924362,True,timesfm2.5
GIFT-Long,multi_seasonal,timesfm2.5,toto2.0,11,-0.03176342185,-0.4931074715,0.3256547653,False,
GIFT-Long,multi_seasonal,moirai2,toto2.0,11,0.6398115158,0.1066870724,1.230378239,True,toto2.0
GIFT-Long,predictable_intermittency,Chronos-2,Timer-4.0,11,-0.2027044276,-0.3259246192,-0.09210610595,True,Chronos-2
GIFT-Long,predictable_intermittency,Chronos-2,Timer-3.5,11,-0.06722134495,-0.1154689629,-0.02164455489,True,Chronos-2
GIFT-Long,predictable_intermittency,Chronos-2,timesfm2.5,11,-0.0174669504,-0.07999145251,0.03153869888,False,
GIFT-Long,predictable_intermittency,Chronos-2,moirai2,11,-0.6320484393,-1.738787331,0.0004796540323,False,
GIFT-Long,predictable_intermittency,Chronos-2,toto2.0,11,-0.132944001,-0.4405033541,0.06405645449,False,
GIFT-Long,predictable_intermittency,Timer-4.0,Timer-3.5,11,0.1354830827,0.03419257862,0.2497114397,True,Timer-3.5
GIFT-Long,predictable_intermittency,Timer-4.0,timesfm2.5,11,0.1852374772,0.09214510012,0.289630646,True,timesfm2.5
GIFT-Long,predictable_intermittency,Timer-4.0,moirai2,11,-0.4293440116,-1.507947219,0.189749973,False,
GIFT-Long,predictable_intermittency,Timer-4.0,toto2.0,11,0.06976042666,-0.3238397699,0.3646729358,False,
GIFT-Long,predictable_intermittency,Timer-3.5,timesfm2.5,11,0.04975439455,-0.02472927098,0.1289756681,False,
GIFT-Long,predictable_intermittency,Timer-3.5,moirai2,11,-0.5648270943,-1.673090199,0.08213288614,False,
GIFT-Long,predictable_intermittency,Timer-3.5,toto2.0,11,-0.06572265603,-0.4115233084,0.1646640982,False,
GIFT-Long,predictable_intermittency,timesfm2.5,moirai2,11,-0.6145814889,-1.69275727,-0.01813657348,True,timesfm2.5
GIFT-Long,predictable_intermittency,timesfm2.5,toto2.0,11,-0.1154770506,-0.4448740372,0.1040741333,False,
GIFT-Long,predictable_intermittency,moirai2,toto2.0,11,0.4991044383,-0.3055981582,1.686409096,False,
GIFT-Long,cross_series_dependence,Chronos-2,Timer-4.0,6,-0.07271061012,-0.1486455182,-0.02364079193,True,Chronos-2
GIFT-Long,cross_series_dependence,Chronos-2,Timer-3.5,6,-0.1013353256,-0.1864965319,-0.03432794669,True,Chronos-2
GIFT-Long,cross_series_dependence,Chronos-2,timesfm2.5,6,-0.1647480457,-0.2669546479,-0.07143613136,True,Chronos-2
GIFT-Long,cross_series_dependence,Chronos-2,moirai2,6,-0.1253784111,-0.2106120198,-0.05020749034,True,Chronos-2
GIFT-Long,cross_series_dependence,Chronos-2,toto2.0,6,-0.4323546974,-0.9044336252,-0.09945408048,True,Chronos-2
GIFT-Long,cross_series_dependence,Timer-4.0,Timer-3.5,6,-0.0286247155,-0.1235223681,0.06489105952,False,
GIFT-Long,cross_series_dependence,Timer-4.0,timesfm2.5,6,-0.09203743559,-0.1974334583,-0.01072893361,True,Timer-4.0
GIFT-Long,cross_series_dependence,Timer-4.0,moirai2,6,-0.05266780094,-0.1076182697,-0.01035960866,True,Timer-4.0
GIFT-Long,cross_series_dependence,Timer-4.0,toto2.0,6,-0.3596440873,-0.8117758168,-0.03243912333,True,Timer-4.0
GIFT-Long,cross_series_dependence,Timer-3.5,timesfm2.5,6,-0.06341272008,-0.2029204078,0.07756475265,False,
GIFT-Long,cross_series_dependence,Timer-3.5,moirai2,6,-0.02404308544,-0.1086337322,0.0507683027,False,
GIFT-Long,cross_series_dependence,Timer-3.5,toto2.0,6,-0.3310193718,-0.7975908015,0.004572166162,False,
GIFT-Long,cross_series_dependence,timesfm2.5,moirai2,6,0.03936963465,-0.07061560021,0.1622868721,False,
GIFT-Long,cross_series_dependence,timesfm2.5,toto2.0,6,-0.2676066517,-0.719011695,0.10036244,False,
GIFT-Long,cross_series_dependence,moirai2,toto2.0,6,-0.3069762864,-0.7777306375,-0.002853397051,True,moirai2
GIFT-Medium,trend,Chronos-2,Timer-4.0,9,-0.0969445125,-0.1716967377,-0.03792673506,True,Chronos-2
GIFT-Medium,trend,Chronos-2,Timer-3.5,9,-0.2126447401,-0.3781406806,-0.08003878062,True,Chronos-2
GIFT-Medium,trend,Chronos-2,timesfm2.5,9,-0.2081971253,-0.5118963176,-0.03268794707,True,Chronos-2
GIFT-Medium,trend,Chronos-2,moirai2,9,-0.2423279412,-0.4349216014,-0.1046746466,True,Chronos-2
GIFT-Medium,trend,Chronos-2,toto2.0,9,-0.5394271616,-1.373628144,-0.06345310881,True,Chronos-2
GIFT-Medium,trend,Timer-4.0,Timer-3.5,9,-0.1157002276,-0.2920461526,0.008682093349,False,
GIFT-Medium,trend,Timer-4.0,timesfm2.5,9,-0.1112526128,-0.4292746411,0.06700473672,False,
GIFT-Medium,trend,Timer-4.0,moirai2,9,-0.1453834287,-0.3347075249,-0.01734408511,True,Timer-4.0
GIFT-Medium,trend,Timer-4.0,toto2.0,9,-0.4424826491,-1.319594882,0.0817082817,False,
GIFT-Medium,trend,Timer-3.5,timesfm2.5,9,0.004447614821,-0.1704159593,0.1284706075,False,
GIFT-Medium,trend,Timer-3.5,moirai2,9,-0.02968320108,-0.293641218,0.2059224123,False,
GIFT-Medium,trend,Timer-3.5,toto2.0,9,-0.3267824215,-1.05569761,0.1339362619,False,
GIFT-Medium,trend,timesfm2.5,moirai2,9,-0.0341308159,-0.3483805019,0.3532463376,False,
GIFT-Medium,trend,timesfm2.5,toto2.0,9,-0.3312300363,-0.892249653,0.02252724621,False,
GIFT-Medium,trend,moirai2,toto2.0,9,-0.2970992204,-1.216439284,0.3075062144,False,
GIFT-Medium,regime_switching,Chronos-2,Timer-4.0,11,-0.07140285121,-0.1017852062,-0.0425459934,True,Chronos-2
GIFT-Medium,regime_switching,Chronos-2,Timer-3.5,11,-0.1375957809,-0.2180884441,-0.07746556615,True,Chronos-2
GIFT-Medium,regime_switching,Chronos-2,timesfm2.5,11,-0.07731486181,-0.1332250979,-0.03078769818,True,Chronos-2
GIFT-Medium,regime_switching,Chronos-2,moirai2,11,-0.2228230443,-0.3338357605,-0.1260271333,True,Chronos-2
GIFT-Medium,regime_switching,Chronos-2,toto2.0,11,-0.1226162279,-0.1736245098,-0.06956526768,True,Chronos-2
GIFT-Medium,regime_switching,Timer-4.0,Timer-3.5,11,-0.06619292973,-0.1433613807,-0.01191162973,True,Timer-4.0
GIFT-Medium,regime_switching,Timer-4.0,timesfm2.5,11,-0.005912010601,-0.06046660057,0.03829344667,False,
GIFT-Medium,regime_switching,Timer-4.0,moirai2,11,-0.1514201931,-0.2750352381,-0.04004737801,True,Timer-4.0
GIFT-Medium,regime_switching,Timer-4.0,toto2.0,11,-0.05121337674,-0.1239739291,0.02470541772,False,
GIFT-Medium,regime_switching,Timer-3.5,timesfm2.5,11,0.06028091913,-0.001954162452,0.1420304003,False,
GIFT-Medium,regime_switching,Timer-3.5,moirai2,11,-0.0852272634,-0.2255459545,0.0423461715,False,
GIFT-Medium,regime_switching,Timer-3.5,toto2.0,11,0.01497955299,-0.07701557124,0.1153027662,False,
GIFT-Medium,regime_switching,timesfm2.5,moirai2,11,-0.1455081825,-0.2650940784,-0.04669476677,True,timesfm2.5
GIFT-Medium,regime_switching,timesfm2.5,toto2.0,11,-0.04530136614,-0.111122913,0.04049413401,False,
GIFT-Medium,regime_switching,moirai2,toto2.0,11,0.1002068164,-0.006619216932,0.2129072524,False,
GIFT-Medium,common_factor,Chronos-2,Timer-4.0,4,-0.2907847779,-0.4694971694,-0.08836815175,True,Chronos-2
GIFT-Medium,common_factor,Chronos-2,Timer-3.5,4,-0.2169183113,-0.3422041881,-0.09163243446,True,Chronos-2
GIFT-Medium,common_factor,Chronos-2,timesfm2.5,4,-0.2676611138,-0.3315622512,-0.1501690554,True,Chronos-2
GIFT-Medium,common_factor,Chronos-2,moirai2,4,-0.3141042335,-0.4392430039,-0.1600201179,True,Chronos-2
GIFT-Medium,common_factor,Chronos-2,toto2.0,4,-0.12037405,-0.2754717321,0.03585002583,False,
GIFT-Medium,common_factor,Timer-4.0,Timer-3.5,4,0.0738664666,-0.03962275521,0.1842399185,False,
GIFT-Medium,common_factor,Timer-4.0,timesfm2.5,4,0.02312366409,-0.09106168387,0.137309012,False,
GIFT-Medium,common_factor,Timer-4.0,moirai2,4,-0.02331945567,-0.129055017,0.08241610571,False,
GIFT-Medium,common_factor,Timer-4.0,toto2.0,4,0.1704107279,0.006833586673,0.3152285175,True,toto2.0
GIFT-Medium,common_factor,Timer-3.5,timesfm2.5,4,-0.0507428025,-0.1754253182,0.02459034858,False,
GIFT-Medium,common_factor,Timer-3.5,moirai2,4,-0.09718592226,-0.2415609221,0.03469030795,False,
GIFT-Medium,common_factor,Timer-3.5,toto2.0,4,0.09654426126,0.01712601864,0.1759625039,True,toto2.0
GIFT-Medium,common_factor,timesfm2.5,moirai2,4,-0.04644311976,-0.1095320656,0.0166458261,False,
GIFT-Medium,common_factor,timesfm2.5,toto2.0,4,0.1472870638,0.01851945658,0.3416203246,True,toto2.0
GIFT-Medium,common_factor,moirai2,toto2.0,4,0.1937301835,0.04918715185,0.425249425,True,toto2.0
GIFT-Medium,covariate_impulse_response,Chronos-2,Timer-4.0,4,0.09168087419,-0.1740129381,0.3611880399,False,
GIFT-Medium,covariate_impulse_response,Chronos-2,Timer-3.5,4,0.03548037453,-0.1620972342,0.2403512987,False,
GIFT-Medium,covariate_impulse_response,Chronos-2,timesfm2.5,4,0.1603897025,-0.07219435746,0.4468911828,False,
GIFT-Medium,covariate_impulse_response,Chronos-2,moirai2,4,0.07564988938,-0.1321260093,0.283425788,False,
GIFT-Medium,covariate_impulse_response,Chronos-2,toto2.0,4,-0.01667044501,-0.6242039296,0.4071744415,False,
GIFT-Medium,covariate_impulse_response,Timer-4.0,Timer-3.5,4,-0.05620049967,-0.1243167032,0.04074244667,False,
GIFT-Medium,covariate_impulse_response,Timer-4.0,timesfm2.5,4,0.0687088283,-0.01618629292,0.1536039495,False,
GIFT-Medium,covariate_impulse_response,Timer-4.0,moirai2,4,-0.01603098481,-0.143585943,0.05360605978,False,
GIFT-Medium,covariate_impulse_response,Timer-4.0,toto2.0,4,-0.1083513192,-0.4557995438,0.1349845792,False,
GIFT-Medium,covariate_impulse_response,Timer-3.5,timesfm2.5,4,0.124909328,0.07232091152,0.2065398841,True,timesfm2.5
GIFT-Medium,covariate_impulse_response,Timer-3.5,moirai2,4,0.04016951486,-0.06081237566,0.1411514054,False,
GIFT-Medium,covariate_impulse_response,Timer-3.5,toto2.0,4,-0.05215081954,-0.4893295967,0.212799428,False,
GIFT-Medium,covariate_impulse_response,timesfm2.5,moirai2,4,-0.08473981311,-0.2383101201,0.06883049385,False,
GIFT-Medium,covariate_impulse_response,timesfm2.5,toto2.0,4,-0.1770601475,-0.5946997011,0.1033573276,False,
GIFT-Medium,covariate_impulse_response,moirai2,toto2.0,4,-0.09232033439,-0.449833734,0.171920145,False,
GIFT-Medium,time_varying_seasonality,Chronos-2,Timer-4.0,10,-0.1271582091,-0.2664032862,-0.00869264469,True,Chronos-2
GIFT-Medium,time_varying_seasonality,Chronos-2,Timer-3.5,10,-0.3429511313,-0.6191271663,-0.1265070079,True,Chronos-2
GIFT-Medium,time_varying_seasonality,Chronos-2,timesfm2.5,10,-0.1929578386,-0.6785514729,0.1512102059,False,
GIFT-Medium,time_varying_seasonality,Chronos-2,moirai2,10,-0.778095515,-1.297755442,-0.3341522625,True,Chronos-2
GIFT-Medium,time_varying_seasonality,Chronos-2,toto2.0,10,-0.5093693804,-1.566937075,0.07727683421,False,
GIFT-Medium,time_varying_seasonality,Timer-4.0,Timer-3.5,10,-0.2157929222,-0.4990385218,0.03940355133,False,
GIFT-Medium,time_varying_seasonality,Timer-4.0,timesfm2.5,10,-0.06579962956,-0.505755115,0.247854283,False,
GIFT-Medium,time_varying_seasonality,Timer-4.0,moirai2,10,-0.650937306,-1.067875555,-0.2709264648,True,Timer-4.0
GIFT-Medium,time_varying_seasonality,Timer-4.0,toto2.0,10,-0.3822111713,-1.407855732,0.2089839828,False,
GIFT-Medium,time_varying_seasonality,Timer-3.5,timesfm2.5,10,0.1499932927,-0.1613385145,0.4618451058,False,
GIFT-Medium,time_varying_seasonality,Timer-3.5,moirai2,10,-0.4351443837,-0.9308617309,-0.01776158252,True,Timer-3.5
GIFT-Medium,time_varying_seasonality,Timer-3.5,toto2.0,10,-0.1664182491,-1.038113664,0.388677669,False,
GIFT-Medium,time_varying_seasonality,timesfm2.5,moirai2,10,-0.5851376764,-1.089897081,-0.1682045296,True,timesfm2.5
GIFT-Medium,time_varying_seasonality,timesfm2.5,toto2.0,10,-0.3164115418,-0.9902356524,0.1420713039,False,
GIFT-Medium,time_varying_seasonality,moirai2,toto2.0,10,0.2687261347,-0.6319500235,1.039648837,False,
GIFT-Medium,multi_seasonal,Chronos-2,Timer-4.0,11,0.03975160169,-0.2478391698,0.4756404591,False,
GIFT-Medium,multi_seasonal,Chronos-2,Timer-3.5,11,-0.1046226519,-0.5985836515,0.4963726318,False,
GIFT-Medium,multi_seasonal,Chronos-2,timesfm2.5,11,0.1409212613,-0.1275068747,0.5381610662,False,
GIFT-Medium,multi_seasonal,Chronos-2,moirai2,11,-0.6271826366,-1.295339976,-0.1634691404,True,Chronos-2
GIFT-Medium,multi_seasonal,Chronos-2,toto2.0,11,-0.02923695982,-0.3433783895,0.2178744182,False,
GIFT-Medium,multi_seasonal,Timer-4.0,Timer-3.5,11,-0.1443742536,-0.4622182771,0.07118292255,False,
GIFT-Medium,multi_seasonal,Timer-4.0,timesfm2.5,11,0.1011696596,-0.008409533396,0.2169578543,False,
GIFT-Medium,multi_seasonal,Timer-4.0,moirai2,11,-0.6669342383,-1.319439931,-0.1210256305,True,Timer-4.0
GIFT-Medium,multi_seasonal,Timer-4.0,toto2.0,11,-0.06898856152,-0.7870841169,0.4245072798,False,
GIFT-Medium,multi_seasonal,Timer-3.5,timesfm2.5,11,0.2455439132,-0.02681789295,0.5948406248,False,
GIFT-Medium,multi_seasonal,Timer-3.5,moirai2,11,-0.5225599847,-1.298356794,0.182447202,False,
GIFT-Medium,multi_seasonal,Timer-3.5,toto2.0,11,0.0753856921,-0.7881772061,0.7330608089,False,
GIFT-Medium,multi_seasonal,timesfm2.5,moirai2,11,-0.7681038979,-1.441454239,-0.2311711346,True,timesfm2.5
GIFT-Medium,multi_seasonal,timesfm2.5,toto2.0,11,-0.1701582211,-0.8444716984,0.2855470955,False,
GIFT-Medium,multi_seasonal,moirai2,toto2.0,11,0.5979456768,-0.0332541631,1.36247122,False,
GIFT-Medium,predictable_intermittency,Chronos-2,Timer-4.0,11,0.1140182133,-0.239813412,0.7036989649,False,
GIFT-Medium,predictable_intermittency,Chronos-2,Timer-3.5,11,-0.3361224255,-0.8788658215,-0.002327433406,True,Chronos-2
GIFT-Medium,predictable_intermittency,Chronos-2,timesfm2.5,11,0.08048430507,-0.02552133281,0.2289977845,False,
GIFT-Medium,predictable_intermittency,Chronos-2,moirai2,11,0.2871013556,-0.07801901982,0.9271259802,False,
GIFT-Medium,predictable_intermittency,Chronos-2,toto2.0,11,-0.1539403083,-0.5526723598,0.0969674823,False,
GIFT-Medium,predictable_intermittency,Timer-4.0,Timer-3.5,11,-0.4501406388,-1.552333667,0.1707891737,False,
GIFT-Medium,predictable_intermittency,Timer-4.0,timesfm2.5,11,-0.03353390824,-0.4960188555,0.2625317258,False,
GIFT-Medium,predictable_intermittency,Timer-4.0,moirai2,11,0.1730831423,0.03811901168,0.3169351743,True,moirai2
GIFT-Medium,predictable_intermittency,Timer-4.0,toto2.0,11,-0.2679585216,-1.249354902,0.3225115077,False,
GIFT-Medium,predictable_intermittency,Timer-3.5,timesfm2.5,11,0.4166067306,0.01886797759,1.087544204,True,timesfm2.5
GIFT-Medium,predictable_intermittency,Timer-3.5,moirai2,11,0.6232237811,-0.03755760597,1.789969002,False,
GIFT-Medium,predictable_intermittency,Timer-3.5,toto2.0,11,0.1821821172,-0.005530416077,0.3881559071,False,
GIFT-Medium,predictable_intermittency,timesfm2.5,moirai2,11,0.2066170505,-0.07480000762,0.7087184767,False,
GIFT-Medium,predictable_intermittency,timesfm2.5,toto2.0,11,-0.2344246134,-0.7630084832,0.0811691182,False,
GIFT-Medium,predictable_intermittency,moirai2,toto2.0,11,-0.4410416639,-1.462013178,0.1333570783,False,
GIFT-Medium,cross_series_dependence,Chronos-2,Timer-4.0,6,-0.1613517408,-0.271086703,-0.05849986751,True,Chronos-2
GIFT-Medium,cross_series_dependence,Chronos-2,Timer-3.5,6,-0.07785175709,-0.1769291931,0.01974071854,False,
GIFT-Medium,cross_series_dependence,Chronos-2,timesfm2.5,6,-0.06073844805,-0.1017382853,-0.02391458401,True,Chronos-2
GIFT-Medium,cross_series_dependence,Chronos-2,moirai2,6,-0.05837240464,-0.1454663547,0.01534037622,False,
GIFT-Medium,cross_series_dependence,Chronos-2,toto2.0,6,-0.1965334603,-0.3931736794,-0.01923530809,True,Chronos-2
GIFT-Medium,cross_series_dependence,Timer-4.0,Timer-3.5,6,0.08349998375,-0.01847388803,0.2290108857,False,
GIFT-Medium,cross_series_dependence,Timer-4.0,timesfm2.5,6,0.1006132928,0.01949976899,0.1898789419,True,timesfm2.5
GIFT-Medium,cross_series_dependence,Timer-4.0,moirai2,6,0.1029793362,-0.0370809573,0.2519365545,False,
GIFT-Medium,cross_series_dependence,Timer-4.0,toto2.0,6,-0.03518171949,-0.2736647886,0.2033013496,False,
GIFT-Medium,cross_series_dependence,Timer-3.5,timesfm2.5,6,0.01711330904,-0.05542095892,0.08956737761,False,
GIFT-Medium,cross_series_dependence,Timer-3.5,moirai2,6,0.01947935245,-0.03092985807,0.1077442775,False,
GIFT-Medium,cross_series_dependence,Timer-3.5,toto2.0,6,-0.1186817032,-0.3332412645,0.1223412849,False,
GIFT-Medium,cross_series_dependence,timesfm2.5,moirai2,6,0.002366043409,-0.08019781322,0.07762588643,False,
GIFT-Medium,cross_series_dependence,timesfm2.5,toto2.0,6,-0.1357950123,-0.3442147865,0.07441868756,False,
GIFT-Medium,cross_series_dependence,moirai2,toto2.0,6,-0.1381610557,-0.3089710517,0.04613497414,False,
GIFT-Short,trend,Chronos-2,Timer-4.0,18,-0.2192113896,-0.5103449909,-0.0202884285,True,Chronos-2
GIFT-Short,trend,Chronos-2,Timer-3.5,18,-0.1609776108,-0.3094066281,-0.05136224234,True,Chronos-2
GIFT-Short,trend,Chronos-2,timesfm2.5,18,-0.133502682,-0.2931913641,-0.02149359296,True,Chronos-2
GIFT-Short,trend,Chronos-2,tirex2,18,-0.1741539806,-0.5146630956,0.009465128385,False,
GIFT-Short,trend,Chronos-2,moirai2,18,-0.132876393,-0.2821982171,-0.04174003184,True,Chronos-2
GIFT-Short,trend,Chronos-2,toto2.0,18,-0.1611070949,-0.3787290175,-0.01048704208,True,Chronos-2
GIFT-Short,trend,Timer-4.0,Timer-3.5,18,0.05823377877,-0.0477331329,0.2321921536,False,
GIFT-Short,trend,Timer-4.0,timesfm2.5,18,0.0857087076,-0.01111341772,0.2549590577,False,
GIFT-Short,trend,Timer-4.0,tirex2,18,0.04505740903,-0.2393384189,0.3476745128,False,
GIFT-Short,trend,Timer-4.0,moirai2,18,0.08633499662,-0.04760704759,0.2742359957,False,
GIFT-Short,trend,Timer-4.0,toto2.0,18,0.05810429467,-0.02246172512,0.1810567686,False,
GIFT-Short,trend,Timer-3.5,timesfm2.5,18,0.02747492883,0.001682011376,0.0593407075,True,timesfm2.5
GIFT-Short,trend,Timer-3.5,tirex2,18,-0.01317636973,-0.2513203507,0.1397928888,False,
GIFT-Short,trend,Timer-3.5,moirai2,18,0.02810121785,-0.08842344312,0.1827526036,False,
GIFT-Short,trend,Timer-3.5,toto2.0,18,-0.0001294840986,-0.07757999727,0.06453739234,False,
GIFT-Short,trend,timesfm2.5,tirex2,18,-0.04065129857,-0.2675954054,0.1056197512,False,
GIFT-Short,trend,timesfm2.5,moirai2,18,0.00062628902,-0.1223302478,0.1671437404,False,
GIFT-Short,trend,timesfm2.5,toto2.0,18,-0.02760441293,-0.09743376423,0.03024312457,False,
GIFT-Short,trend,tirex2,moirai2,18,0.04127758759,-0.2283654696,0.4330423259,False,
GIFT-Short,trend,tirex2,toto2.0,18,0.01304688564,-0.1654774027,0.2314380782,False,
GIFT-Short,trend,moirai2,toto2.0,18,-0.02823070195,-0.2132424768,0.0834365885,False,
GIFT-Short,regime_switching,Chronos-2,Timer-4.0,20,-0.02216125739,-0.04526782401,0.0001143911822,False,
GIFT-Short,regime_switching,Chronos-2,Timer-3.5,20,-0.03655204634,-0.0774293671,0.01268422044,False,
GIFT-Short,regime_switching,Chronos-2,timesfm2.5,20,0.005430333189,-0.02414702639,0.04625588669,False,
GIFT-Short,regime_switching,Chronos-2,tirex2,20,0.02555335571,-0.007808301724,0.07115581568,False,
GIFT-Short,regime_switching,Chronos-2,moirai2,20,-0.03777489922,-0.06484550637,-0.01168745653,True,Chronos-2
GIFT-Short,regime_switching,Chronos-2,toto2.0,20,-0.04800274525,-0.1304272401,0.007813279317,False,
GIFT-Short,regime_switching,Timer-4.0,Timer-3.5,20,-0.01439078894,-0.04591726925,0.02107288283,False,
GIFT-Short,regime_switching,Timer-4.0,timesfm2.5,20,0.02759159058,0.002762297278,0.05915084559,True,timesfm2.5
GIFT-Short,regime_switching,Timer-4.0,tirex2,20,0.0477146131,0.02150533869,0.08080163079,True,tirex2
GIFT-Short,regime_switching,Timer-4.0,moirai2,20,-0.01561364183,-0.04590094934,0.01750334175,False,
GIFT-Short,regime_switching,Timer-4.0,toto2.0,20,-0.02584148786,-0.1067964113,0.03536229154,False,
GIFT-Short,regime_switching,Timer-3.5,timesfm2.5,20,0.04198237953,0.02135949535,0.06852708603,True,timesfm2.5
GIFT-Short,regime_switching,Timer-3.5,tirex2,20,0.06210540204,0.03085156467,0.09637157279,True,tirex2
GIFT-Short,regime_switching,Timer-3.5,moirai2,20,-0.001222852889,-0.05411227901,0.03740515156,False,
GIFT-Short,regime_switching,Timer-3.5,toto2.0,20,-0.01145069892,-0.1219368741,0.07189969963,False,
GIFT-Short,regime_switching,timesfm2.5,tirex2,20,0.02012302252,-0.01005425125,0.04308462513,False,
GIFT-Short,regime_switching,timesfm2.5,moirai2,20,-0.04320523241,-0.08873078262,-0.01141139618,True,timesfm2.5
GIFT-Short,regime_switching,timesfm2.5,toto2.0,20,-0.05343307844,-0.1638100514,0.02533916665,False,
GIFT-Short,regime_switching,tirex2,moirai2,20,-0.06332825493,-0.1199502466,-0.01269448209,True,tirex2
GIFT-Short,regime_switching,tirex2,toto2.0,20,-0.07355610096,-0.1709119874,-0.006393778209,True,tirex2
GIFT-Short,regime_switching,moirai2,toto2.0,20,-0.01022784603,-0.104646281,0.05664300983,False,
GIFT-Short,common_factor,Chronos-2,Timer-4.0,4,-0.08256103318,-0.1391217998,-0.02600026654,True,Chronos-2
GIFT-Short,common_factor,Chronos-2,Timer-3.5,4,-0.04406852811,-0.1113403609,0.03358859732,False,
GIFT-Short,common_factor,Chronos-2,timesfm2.5,4,-0.07645231706,-0.1476158081,-0.005838123923,True,Chronos-2
GIFT-Short,common_factor,Chronos-2,tirex2,4,-0.001842715358,-0.07346780573,0.05506554986,False,
GIFT-Short,common_factor,Chronos-2,moirai2,4,-0.09639958146,-0.1794251415,-0.0339937346,True,Chronos-2
GIFT-Short,common_factor,Chronos-2,toto2.0,4,-0.03379846552,-0.1911542095,0.08662227341,False,
GIFT-Short,common_factor,Timer-4.0,Timer-3.5,4,0.03849250507,-0.03032802994,0.1643904831,False,
GIFT-Short,common_factor,Timer-4.0,timesfm2.5,4,0.006108716117,-0.02026124566,0.02531989808,False,
GIFT-Short,common_factor,Timer-4.0,tirex2,4,0.08071831782,0.00391866411,0.1701126308,True,tirex2
GIFT-Short,common_factor,Timer-4.0,moirai2,4,-0.01383854828,-0.05372004184,0.03344950228,False,
GIFT-Short,common_factor,Timer-4.0,toto2.0,4,0.04876256766,-0.1402120807,0.2206935995,False,
GIFT-Short,common_factor,Timer-3.5,timesfm2.5,4,-0.03238378895,-0.1829577689,0.04861569683,False,
GIFT-Short,common_factor,Timer-3.5,tirex2,4,0.04222581275,0.007944884046,0.0894201683,True,tirex2
