suite,benchmark,horizon_group,model_id,capability_id,capability_level,treatment_mase_task_equal,treatment_mae_task_equal,task_count
FEV-Mini20,FEV-Bench,native,moirai2,trend,5,1.63566631,24774.36217,18
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,5,1.467844369,21010.45969,18
FEV-Mini20,FEV-Bench,native,tirex2,trend,5,1.729058703,19938.03376,18
FEV-Mini20,FEV-Bench,native,toto2.0,trend,5,1.579675198,21616.09173,18
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,1,1.013879794,8.571223818,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,1,1.018340587,8.941820662,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,1,1.018272489,8.520795608,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,1,1.644424736,10.30404481,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,1,1.012841447,8.911928615,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,1,1.251770094,11.87480796,4
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,2,1.023072517,8.684100761,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,2,1.056503226,9.287614979,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,2,1.033937896,8.669167256,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,2,1.668976065,10.5324378,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,2,1.038410144,9.195436809,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,2,1.270791928,12.0505961,4
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,3,1.034217251,8.799902223,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,3,1.110788443,9.716678539,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,3,1.063207012,8.918990943,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,3,1.709673668,10.8916369,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,3,1.082580644,9.581574516,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,3,1.299584406,12.28764909,4
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,4,1.052481402,8.935891632,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,4,1.226168902,10.73370556,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,4,1.148742932,9.604551658,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,4,1.82092851,11.79652062,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,4,1.177707821,10.37162417,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,4,1.371937294,12.87840618,4
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,5,1.072647177,9.098865168,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,5,1.30885603,11.50751255,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,5,1.223760528,10.25573285,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,5,1.898872569,12.59426348,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,5,1.254571058,11.00259951,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,5,1.425071023,13.36726364,4
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,1,8.552397417,519.7907046,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,1,9.546870254,540.2146482,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,1,10.76145485,590.8584168,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,1,11.1357125,550.533209,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,1,8.769403496,581.2404604,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,1,52.21216435,564.4269602,3
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,2,9.191293969,509.6669874,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,2,11.97047319,574.01277,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,2,12.33459312,620.9999364,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,2,12.47248854,540.7111558,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,2,8.977131607,587.9955365,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,2,53.4724504,576.4939981,3
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,3,9.761833504,502.9340733,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,3,13.62436387,598.5319038,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,3,13.55318452,639.4396269,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,3,13.78080837,536.4061046,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,3,9.336459086,589.1589143,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,3,53.77396691,578.7649453,3
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,4,10.65126927,492.3962162,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,4,15.70922889,655.6304631,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,4,15.3165033,682.0003403,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,4,15.94618395,537.716187,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,4,9.935542009,560.5793171,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,4,53.51252954,574.2841353,3
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,5,11.38833062,485.7725599,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,5,16.44272526,653.6215098,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,5,17.08995775,722.3271855,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,5,18.16653188,542.6153318,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,5,10.54340691,538.5076155,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,5,53.2183034,576.7243127,3
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,1,4.7444307,254.7394575,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,1,5.240454919,256.6197961,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,1,5.222213847,272.7653451,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,1,7.691489323,254.080762,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,1,5.391079698,272.3828959,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,1,32.65498984,268.9377218,6
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,2,5.349565466,257.5671003,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,2,5.809285925,259.351311,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,2,5.87102362,276.725034,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,2,8.462270694,256.8363848,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,2,6.100072443,275.1069227,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,2,34.05323472,271.658333,6
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,3,6.353056703,262.4246826,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,3,6.474447692,264.2627999,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,3,6.907980214,283.3513708,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,3,9.662162643,261.949421,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,3,7.163306297,279.9272117,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,3,36.11967103,276.9914129,6
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,4,7.250707545,267.7668226,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,4,7.68203483,269.6196813,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,4,7.862585069,289.0587341,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,4,10.85734803,267.4980517,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,4,8.049654065,284.8081028,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,4,38.32418508,282.4212139,6
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,5,9.646249252,274.0341133,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,5,9.816971518,275.5786155,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,5,10.38515379,293.7231139,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,5,13.96673062,273.9758294,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,5,10.52585952,290.5087337,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,5,42.65077024,288.7324695,6
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,1,5.548078129,144.8618315,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,1,5.225286517,134.7189538,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,1,4.349896535,145.2304814,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,1,8.540125475,138.7558425,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,1,4.82638746,179.7937871,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,1,21.73421285,175.0337369,11
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,2,6.46657403,166.1948717,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,2,5.855622903,123.0955578,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,2,4.789880892,158.9185082,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,2,8.852669991,160.5431931,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,2,4.618778574,111.9397684,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,2,22.13461836,175.6736202,11
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,3,6.293379854,179.2277692,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,3,7.438017088,131.2748635,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,3,4.95396896,172.8719665,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,3,9.398161157,205.7631655,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,3,4.864496196,113.0118556,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,3,21.18268875,173.9759564,11
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,4,6.337495744,175.3352079,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,4,7.421335918,136.9131489,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,4,5.246010115,184.1822534,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,4,11.01493281,214.0494671,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,4,4.838448932,131.8242684,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,4,21.94672702,177.0674874,11
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,5,6.616230602,197.4237386,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,5,7.957523865,141.1797108,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,5,5.706859237,187.9560263,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,5,9.906505368,219.1844138,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,5,5.301457761,126.030776,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,5,22.34639088,185.8288912,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,1,3.404787726,193.4723758,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,1,3.415269868,189.9843366,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,1,3.641591931,193.9239801,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,1,4.860089123,205.1385657,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,1,3.603394958,197.413592,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,1,16.83472307,208.7391271,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,2,3.184599377,192.01128,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,2,3.089229943,189.2089045,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,2,3.362796662,191.646455,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,2,4.614390895,201.2950771,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,2,3.278876946,195.2000045,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,2,16.24941321,207.4958725,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,3,3.118833599,190.4565116,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,3,3.052627876,189.0340698,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,3,3.276870247,190.4401844,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,3,4.62924783,200.1666631,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,3,3.101638499,193.6811647,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,3,16.34321386,206.6453406,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,4,2.984404353,190.0534417,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,4,2.936020052,188.4623859,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,4,3.229337841,189.0183158,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,4,4.555486335,199.5690153,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,4,2.994943456,192.7610092,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,4,17.04777109,207.3449915,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,5,2.960730246,188.4833832,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,5,2.944042174,188.0573063,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,5,3.182000739,188.0220543,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,5,4.519517004,198.6786537,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,5,2.948499023,191.2270829,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,5,15.56045073,206.6591848,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,1,2.828302483,177.4975491,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,1,2.866031713,177.0620241,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,1,3.002298528,182.3143417,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,1,3.908355231,191.3385457,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,1,2.928884809,189.0667617,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,1,9.978589221,175.1634194,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,2,2.894002441,176.7147251,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,2,3.010407237,205.5575716,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,2,3.18668466,181.3540668,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,2,5.035893428,202.6433197,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,2,3.049633281,183.6026,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,2,11.81693145,215.764269,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,3,2.93905194,167.4968368,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,3,2.999008571,191.3448879,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,3,3.046173073,179.6773183,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,3,4.351877081,210.5003142,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,3,3.622804519,187.4072179,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,3,18.22940594,234.8341291,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,4,2.964568268,168.793203,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,4,3.067670767,189.1402013,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,4,3.422863718,190.3201826,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,4,4.252378075,227.0552186,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,4,3.44281009,185.8388805,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,4,21.91262966,264.2865076,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,5,3.044818596,172.4947541,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,5,3.556544819,245.8109447,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,5,3.375881712,191.5696883,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,5,4.660901335,271.9945801,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,5,3.222319746,177.0005212,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,5,23.03347706,339.4273095,11
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,1,4.27959786,53.60415604,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,1,4.182003848,53.55135618,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,1,6.245183239,50.03631104,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,1,6.162772006,62.21881489,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,1,5.341117424,50.28503107,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,1,25.1805138,67.79038671,10
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,2,4.44462767,54.75427483,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,2,6.272348128,56.49147698,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,2,8.282201319,50.67275685,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,2,7.774146618,64.60735952,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,2,4.965189485,51.1298823,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,2,23.86150436,69.86204569,10
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,3,4.608196056,56.36829713,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,3,6.553997667,60.25424758,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,3,9.560332229,51.5617407,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,3,9.046219242,67.96227327,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,3,5.241782735,52.97523406,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,3,23.38626318,73.23235848,10
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,4,5.108942009,58.24100446,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,4,8.738655909,64.77381594,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,4,11.68802733,54.38235639,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,4,11.14847517,72.92167382,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,4,5.66871488,55.93617105,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,4,22.79639725,77.06627026,10
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,5,5.858054999,61.22256357,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,5,14.3563568,71.81109176,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,5,14.96242531,57.83604911,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,5,14.45184871,80.17344057,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,5,6.943721758,60.21170186,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,5,21.93501715,82.39753359,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,1,3.549176344,200.3672596,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,1,3.512446504,189.7016503,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,1,3.72848649,199.2313143,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,1,4.712933636,201.8421869,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,1,3.622882757,204.7370176,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,1,15.74059699,213.096403,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,2,3.566201544,199.4462303,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,2,3.510285036,182.4020043,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,2,3.688159913,196.1705702,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,2,4.650018262,199.2607751,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,2,3.651734818,204.0600202,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,2,15.82875602,210.4744238,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,3,3.569258212,197.6775035,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,3,3.544113887,181.1567149,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,3,3.650587037,192.9089183,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,3,4.61303101,196.2143743,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,3,3.667430446,203.3633382,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,3,15.90376583,207.9874606,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,4,3.622845678,194.7616652,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,4,3.62183624,167.4290835,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,4,3.606811326,186.8723072,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,4,4.538483796,191.882162,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,4,3.723548693,202.5548634,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,4,16.37724376,204.9581878,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,5,3.677000844,194.3741988,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,5,3.55639963,158.4754398,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,5,3.55465944,179.7608324,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,5,4.529193975,187.6735246,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,5,3.743769456,202.0225169,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,5,16.72564778,203.3587348,10
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,1,0.907390159,8.205196838,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,1,0.911656576,8.132017081,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,1,0.9685270083,8.724128087,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,1,1.279074533,9.23143829,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,1,0.9170644009,8.318959546,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,1,1.127266903,10.48188581,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,2,0.9128609647,8.325004196,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,2,0.9252636165,8.17859713,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,2,0.9672414216,8.660183503,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,2,1.291842151,9.289705242,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,2,0.9332927134,8.446859157,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,2,1.136605732,10.61789483,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,3,0.9174522258,8.438060817,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,3,0.9443562954,8.246326355,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,3,0.9804777507,8.694662412,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,3,1.315827489,9.463256437,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,3,0.9582975843,8.662512916,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,3,1.154607563,10.86757567,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,4,0.9241155447,8.565345603,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,4,0.9748665507,8.444129125,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,4,1.008290892,8.829671063,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,4,1.346701416,9.739339224,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,4,0.9946790233,8.990481272,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,4,1.18437995,11.23399645,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,5,0.9316951618,8.688873241,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,5,1.003348678,8.671843489,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,5,1.034213125,9.025571296,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,5,1.386797695,10.19974482,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,5,1.025847339,9.307530146,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,5,1.210451451,11.53338193,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,1,4.477947835,155.3072534,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,1,6.986682562,250.2249272,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,1,6.58584968,278.5140587,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,1,7.96231811,213.8458866,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,1,5.035910911,252.198201,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,1,17.49541455,236.3297664,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,2,4.579860622,139.358568,4
