suite,benchmark,horizon_group,model_id,capability_id,capability_level,task_equal_effect_nrmse,task_equal_effect_correlation,task_equal_effect_amplitude_ratio,task_equal_scoring_coverage,task_count
FEV-Mini20,FEV-Bench,native,tirex2,time_varying_seasonality,1,0.94584495,0.485211923,1.165072877,0.9949590141,20
FEV-Mini20,FEV-Bench,native,toto2.0,time_varying_seasonality,1,0.9436379083,0.5153562079,1.225508451,0.9949590141,20
FEV-Mini20,FEV-Bench,native,Chronos-2,time_varying_seasonality,2,0.9091417999,0.5392894524,1.217556201,0.9999698868,20
FEV-Mini20,FEV-Bench,native,Timer-3.5,time_varying_seasonality,2,0.8385242999,0.4861697779,1.069271869,0.9999698868,20
FEV-Mini20,FEV-Bench,native,Timer-4.0,time_varying_seasonality,2,0.9478203057,0.5109875938,1.216558925,0.9999698868,20
FEV-Mini20,FEV-Bench,native,moirai2,time_varying_seasonality,2,0.8562067392,0.4470266805,1.033517053,0.9999698868,20
FEV-Mini20,FEV-Bench,native,timesfm2.5,time_varying_seasonality,2,0.8240939742,0.5352149906,1.094289853,0.9999698868,20
FEV-Mini20,FEV-Bench,native,tirex2,time_varying_seasonality,2,0.8675932503,0.5396683058,1.126495159,0.9999698868,20
FEV-Mini20,FEV-Bench,native,toto2.0,time_varying_seasonality,2,0.780496913,0.5881855078,1.140021461,0.9999698868,20
FEV-Mini20,FEV-Bench,native,Chronos-2,time_varying_seasonality,3,0.8088574498,0.5962946402,1.184763084,1,20
FEV-Mini20,FEV-Bench,native,Timer-3.5,time_varying_seasonality,3,0.7558533096,0.5301261219,1.047564662,1,20
FEV-Mini20,FEV-Bench,native,Timer-4.0,time_varying_seasonality,3,0.8473662276,0.5758225356,1.176107522,1,20
FEV-Mini20,FEV-Bench,native,moirai2,time_varying_seasonality,3,0.7986648506,0.4755346564,1.024059145,1,20
FEV-Mini20,FEV-Bench,native,timesfm2.5,time_varying_seasonality,3,0.7389429839,0.5887941103,1.074126829,1,20
FEV-Mini20,FEV-Bench,native,tirex2,time_varying_seasonality,3,0.7976568127,0.597061016,1.103868581,1,20
FEV-Mini20,FEV-Bench,native,toto2.0,time_varying_seasonality,3,0.6399323168,0.6639484313,1.090736298,1,20
FEV-Mini20,FEV-Bench,native,Chronos-2,time_varying_seasonality,4,0.707874244,0.6513103368,1.143941662,1,20
FEV-Mini20,FEV-Bench,native,Timer-3.5,time_varying_seasonality,4,0.6656719273,0.5813404882,1.033191304,1,20
FEV-Mini20,FEV-Bench,native,Timer-4.0,time_varying_seasonality,4,0.7503170065,0.629187816,1.141955435,1,20
FEV-Mini20,FEV-Bench,native,moirai2,time_varying_seasonality,4,0.7409106331,0.5187107001,1.025908335,1,20
FEV-Mini20,FEV-Bench,native,timesfm2.5,time_varying_seasonality,4,0.6445209249,0.6476399464,1.047362257,1,20
FEV-Mini20,FEV-Bench,native,tirex2,time_varying_seasonality,4,0.7191118955,0.652436512,1.080416048,1,20
FEV-Mini20,FEV-Bench,native,toto2.0,time_varying_seasonality,4,0.522841646,0.728330102,1.066527676,1,20
FEV-Mini20,FEV-Bench,native,Chronos-2,time_varying_seasonality,5,0.6223780115,0.7033533229,1.115824971,1,20
FEV-Mini20,FEV-Bench,native,Timer-3.5,time_varying_seasonality,5,0.5835083155,0.638258365,1.030594815,1,20
FEV-Mini20,FEV-Bench,native,Timer-4.0,time_varying_seasonality,5,0.6452725349,0.6908170255,1.106084388,1,20
FEV-Mini20,FEV-Bench,native,moirai2,time_varying_seasonality,5,0.6808635731,0.56278099,1.030258156,1,20
FEV-Mini20,FEV-Bench,native,timesfm2.5,time_varying_seasonality,5,0.564618502,0.7010010508,1.034586622,1,20
FEV-Mini20,FEV-Bench,native,tirex2,time_varying_seasonality,5,0.639272028,0.7013976897,1.06144999,1,20
FEV-Mini20,FEV-Bench,native,toto2.0,time_varying_seasonality,5,0.426278433,0.7745132095,1.054998157,1,20
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,1,0.2251693641,0.3868332482,1.029220989,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,1,0.23685996,0.1310478427,0.9059663056,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-4.0,trend,1,0.278958578,0.2799034233,1.022788553,0.9962512077,18
FEV-Mini20,FEV-Bench,native,moirai2,trend,1,0.0961329425,0.2467267646,0.9482973003,0.9962512077,18
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,1,0.130107939,0.2917631576,0.948185045,0.9962512077,18
FEV-Mini20,FEV-Bench,native,tirex2,trend,1,0.1586231542,0.4132396805,0.9931323952,0.9962512077,18
FEV-Mini20,FEV-Bench,native,toto2.0,trend,1,0.1685563855,0.3483560435,0.9790950101,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,2,0.2007129631,0.400408975,1.022397169,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,2,0.2015515083,0.1192020084,0.9111606577,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-4.0,trend,2,0.2480715043,0.3027100724,1.012150074,0.9962512077,18
FEV-Mini20,FEV-Bench,native,moirai2,trend,2,0.09140525453,0.2599914122,0.9539922812,0.9962512077,18
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,2,0.1188917823,0.3050027045,0.9517931357,0.9962512077,18
FEV-Mini20,FEV-Bench,native,tirex2,trend,2,0.1405902334,0.4275950769,0.9991673962,0.9962512077,18
FEV-Mini20,FEV-Bench,native,toto2.0,trend,2,0.1455986991,0.3791819341,0.982941028,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,3,0.1746789222,0.418835584,1.015170231,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,3,0.1773158938,0.1108717412,0.9168738225,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-4.0,trend,3,0.2187924687,0.3087418432,1.002744729,0.9962512077,18
FEV-Mini20,FEV-Bench,native,moirai2,trend,3,0.08798647511,0.2798565826,0.9599936678,0.9962512077,18
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,3,0.1113827826,0.3222818077,0.9573172842,0.9962512077,18
FEV-Mini20,FEV-Bench,native,tirex2,trend,3,0.126551784,0.4486440088,1.0020082,0.9962512077,18
FEV-Mini20,FEV-Bench,native,toto2.0,trend,3,0.1213342675,0.4114852768,0.985823184,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,4,0.1506837382,0.4475262224,1.00867773,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,4,0.1540829626,0.1137200544,0.9266447389,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-4.0,trend,4,0.1920646778,0.3295409145,0.9979946243,0.9962512077,18
FEV-Mini20,FEV-Bench,native,moirai2,trend,4,0.08405341433,0.3017969583,0.966124186,0.9962512077,18
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,4,0.1034265546,0.3442298745,0.9632909807,0.9962512077,18
FEV-Mini20,FEV-Bench,native,tirex2,trend,4,0.1204549082,0.476165835,1.011803472,0.9962512077,18
FEV-Mini20,FEV-Bench,native,toto2.0,trend,4,0.09927618274,0.4492682269,0.990530168,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,5,0.1310105692,0.488005294,1.004568277,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,5,0.1337802814,0.1254424788,0.9338043505,0.9962512077,18
FEV-Mini20,FEV-Bench,native,Timer-4.0,trend,5,0.1691777419,0.3519962425,0.9937293998,0.9962512077,18
FEV-Mini20,FEV-Bench,native,moirai2,trend,5,0.07789167333,0.3250356034,0.9709037383,0.9962512077,18
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,5,0.09243562585,0.3626584748,0.9669972841,0.9962512077,18
FEV-Mini20,FEV-Bench,native,tirex2,trend,5,0.1047895412,0.499528581,1.011596629,0.9962512077,18
FEV-Mini20,FEV-Bench,native,toto2.0,trend,5,0.08308417423,0.4881854014,0.9934880605,0.9962512077,18
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,1,0.5279196175,0.7604284897,0.7713315362,1,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,1,0.85308584,0.401793148,0.8649302817,1,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,1,0.8545789683,0.4518270956,0.8880019417,1,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,1,1.383794015,0.2917252666,1.409203512,1,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,1,0.9398083409,0.5364602062,1.09411843,1,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,1,0.8084132447,0.4243617059,0.9469880998,1,4
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,2,0.435765494,0.823817208,0.8227906368,1,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,2,0.7780457826,0.4607725642,0.8348627585,1,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,2,0.8145971262,0.4699132402,0.8814849052,1,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,2,1.327773886,0.3021019241,1.369775909,1,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,2,0.8611531479,0.5764109449,1.085150938,1,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,2,0.7351896408,0.4588409674,0.9187297277,1,4
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,3,0.3664937075,0.8709296903,0.8930830886,1,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,3,0.7324785764,0.5260876182,0.8186689091,1,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,3,0.7739007109,0.5134691977,0.877833107,1,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,3,1.107974895,0.3424577225,1.175153949,1,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,3,0.7880286255,0.608914455,1.03486955,1,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,3,0.6604326811,0.5062357339,0.8865695258,1,4
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,4,0.3052866039,0.899978216,0.9672700286,1,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,4,0.6753162434,0.5783737808,0.8410287334,1,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,4,0.7058905673,0.6047917901,0.8903990454,1,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,4,0.8327690499,0.4409717963,0.992200055,1,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,4,0.665495856,0.6672627288,0.9842661801,1,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,4,0.5795699164,0.5811247619,0.8888002239,1,4
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,5,0.2905075674,0.9119863214,0.9913914937,1,4
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,5,0.6543672003,0.6128484131,0.8633571627,1,4
GIFT-Long,GIFT-Eval,long,Timer-4.0,common_factor,5,0.6490715645,0.6518707131,0.8909300133,1,4
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,5,0.7688687297,0.5171761693,1.029995954,1,4
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,5,0.6045617775,0.6947680352,0.9758138697,1,4
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,5,0.5317973169,0.6223346723,0.8889459695,1,4
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,1,0.4859111696,0.141362982,1.100985763,1,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,1,0.6137671274,-0.03967415139,1.059382822,1,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,1,0.6807570658,0.2008987376,1.049572166,1,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,1,0.5006902898,0.3055138749,1.05467818,1,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,1,0.4011950826,0.2607603637,0.8974656371,1,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,1,1.541018265,0.2842745811,1.736067246,1,3
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,2,0.4294996757,0.2202478273,1.078583281,1,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,2,0.636262671,0.1594297784,1.077650662,1,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,2,0.5914366599,0.2857184399,0.996967202,1,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,2,0.4818357088,0.2877756215,1.068199759,1,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,2,0.3489002977,0.4213083588,0.9030823988,1,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,2,0.9812680735,0.4437074237,1.242938415,1,3
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,3,0.3963371468,0.2929205541,1.075420451,1,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,3,0.6144324838,0.2280454037,1.078214244,1,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,3,0.5561042617,0.3093497623,0.9961123857,1,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,3,0.4817904479,0.2897507394,1.060966852,1,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,3,0.3183474154,0.5152006932,0.9154792164,1,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,3,0.7713013408,0.5319755311,1.112098148,1,3
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,4,0.3583711745,0.3890650607,1.084850046,1,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,4,0.5874810849,0.4174139128,1.08636869,1,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,4,0.5318688671,0.3970286754,1.015815195,1,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,4,0.4955085162,0.3154318477,1.080423966,1,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,4,0.3042925586,0.5638794961,0.9610209253,1,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,4,0.5635293861,0.5959644431,0.9910534952,1,3
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,5,0.31714613,0.4487078634,1.079100166,1,3
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,5,0.5163533853,0.4948126633,1.099397918,1,3
GIFT-Long,GIFT-Eval,long,Timer-4.0,covariate_impulse_response,5,0.4946791218,0.4675326691,0.9951412763,1,3
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,5,0.4919308518,0.3463933419,1.078039479,1,3
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,5,0.3029364724,0.5861716732,0.9850440933,1,3
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,5,0.4303274667,0.6327618292,0.9687289469,1,3
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,1,0.8948876652,0.04776929031,0.6967718321,1,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,1,1.022683375,-0.01614173896,0.7382936632,1,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,1,0.9628601169,0.004420897472,0.8092941848,1,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,1,0.9995905813,-0.01298577966,0.7965972999,1,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,1,1.119198607,-0.04363099705,0.8747552066,1,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,1,1.459809243,-0.1047268373,1.13880922,1,6
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,2,0.8874707509,0.0419262042,0.6837059028,1,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,2,1.022958616,-0.06626949946,0.7194171413,1,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,2,0.9392411585,0.006279805591,0.7903183567,1,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,2,1.015594432,-0.03505696847,0.7858292672,1,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,2,1.102448325,-0.07630340064,0.8577479979,1,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,2,1.351326177,-0.09157643913,1.057455628,1,6
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,3,0.8948844928,0.04075308209,0.6799182248,1,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,3,0.9993891588,-0.06387172032,0.7063389195,1,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,3,0.9843002324,0.008203826883,0.8146228828,1,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,3,1.019109961,-0.03674983871,0.7747574501,1,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,3,1.06780709,-0.09006102402,0.8260164396,1,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,3,1.319105455,-0.09156135119,1.020941961,1,6
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,4,0.8883258853,0.0358292225,0.6640793045,1,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,4,0.9653876882,-0.07629147556,0.6912640797,1,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,4,0.9699884809,0.008840003694,0.7696551909,1,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,4,1.03248633,-0.04114658259,0.7506150356,1,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,4,1.018372803,-0.08868919637,0.7756098549,1,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,4,1.257785625,-0.08843236875,0.9453189694,1,6
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,5,0.9007130818,0.03246412969,0.6700572523,1,6
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,5,0.9625396665,-0.06723369559,0.6809260082,1,6
GIFT-Long,GIFT-Eval,long,Timer-4.0,cross_series_dependence,5,0.9734449378,0.009753029569,0.7572622073,1,6
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,5,1.026392627,-0.06610860291,0.7268908815,1,6
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,5,0.9821952788,-0.07570205502,0.7284256198,1,6
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,5,1.240028863,-0.08170070821,0.9478911251,1,6
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,1,0.7897234937,0.672172666,0.8756797427,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,1,1.040077223,0.5597518657,1.068693273,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,1,0.9029614461,0.6135333499,1.044154897,1,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,1,1.60455008,0.341614618,1.429975134,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,1,0.7921376305,0.6705708427,0.869784574,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,1,0.856150278,0.8419546723,1.178931068,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,2,0.8701731119,0.5844086819,0.8295957198,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,2,1.102308224,0.4674787097,1.017053033,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,2,0.9777487804,0.5311441321,1.008044086,1,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,2,1.539050478,0.3106908693,1.293279371,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,2,0.9081076951,0.5542026265,0.8094989149,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,2,0.9418121687,0.7896435329,1.166214479,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,3,0.9448282991,0.4939106375,0.8199305452,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,3,1.217142103,0.3733905911,1.052812469,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,3,1.02474847,0.460413335,0.9859858729,1,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,3,1.672705635,0.2258196572,1.358623083,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,3,0.9943291614,0.4739960104,0.8114731575,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,3,1.019117232,0.7383166707,1.166825606,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,4,0.9662242894,0.4504054655,0.7773706913,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,4,1.22416346,0.3283154532,1.003190934,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,4,1.060434095,0.4153028549,0.9676023559,1,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,4,1.666573313,0.1881995376,1.323900588,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,4,1.050390654,0.407517349,0.8349110066,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,4,1.078736126,0.6924257697,1.150172656,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,5,1.001530988,0.393673134,0.7589895687,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,5,1.255369915,0.2802425665,0.9753274398,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,multi_seasonal,5,1.10371287,0.3727377939,0.9573990695,1,11
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,5,1.704776558,0.1773469516,1.342479054,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,5,1.084816234,0.3567327024,0.8176037166,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,5,1.092782679,0.6550987416,1.113409498,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,1,1.021414139,0.06860360005,0.3536363439,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,1,1.087477537,0.01549408331,0.3969889574,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,1,1.154619605,0.0261760883,0.5746373192,1,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,1,1.726740061,0.004244982453,1.122937654,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,1,1.0509563,0.05735028368,0.4826462775,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,1,1.065326413,0.2642009896,0.6458817435,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,2,1.044858731,0.03375519775,0.3604054681,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,2,1.107267055,0.00213333136,0.4298879973,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,2,1.206432733,0.01659528307,0.6543605546,1,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,2,2.101403914,0.001662781923,1.459287907,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,2,1.083778351,0.05012806762,0.4823822286,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,2,1.14895009,0.1066399368,0.4985227537,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,3,1.05461498,0.03449411024,0.3295059467,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,3,1.110251511,0.005383414108,0.4380539814,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,3,1.269025218,0.000748626374,0.7444413813,1,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,3,1.287506819,-0.005595841434,0.5919559741,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,3,1.048889756,0.02244525489,0.3039446231,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,3,1.177842455,0.09720916601,0.4837821596,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,4,1.07142415,0.02624560609,0.3675265083,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,4,1.114822111,0.03724427892,0.4732281863,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,4,1.242013664,0.02376060271,0.7134899261,1,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,4,1.658830136,0.01322186831,1.0834085,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,4,1.093136276,0.03298860429,0.4138451678,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,4,1.271534134,0.1020617814,0.6387510097,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,5,1.063074851,0.00480009761,0.2982296899,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,5,1.171675363,-0.006808654029,0.5412642516,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,predictable_intermittency,5,1.39681777,-0.008562418792,0.8848071399,1,11
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,5,1.641148118,-0.003426986901,0.9778197094,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,5,1.06596092,0.01599900736,0.3312517545,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,5,1.256453764,0.003026009281,0.5151883345,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,1,0.02878046354,0.9994368805,0.9846157854,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,1,0.08016439013,0.9970938216,0.9689977725,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,1,0.06355127666,0.9987022911,0.9761054702,1,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,1,0.1885790832,0.9440021116,0.9822101258,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,1,0.05375695306,0.9973071967,0.9782053932,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,1,0.09928776445,0.9981650003,1.062456812,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,2,0.04511611409,0.9990098134,0.9746962964,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,2,0.1299710287,0.9941263386,0.9457523014,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,2,0.07763211942,0.9973708708,0.97146236,1,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,2,0.2125966895,0.9632331643,0.9530001565,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,2,0.07411362469,0.9949866587,0.9880253885,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,2,0.09318894958,0.9980078135,1.002407901,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,3,0.05864705876,0.9987039257,0.976373332,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,3,0.1584290854,0.9915029418,0.9289826804,1,11
