suite,benchmark,horizon_group,model_id,capability_id,capability_level,task_equal_effect_nrmse,task_equal_effect_correlation,task_equal_effect_amplitude_ratio,task_equal_scoring_coverage,task_count
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,3,0.1290206326,0.9926447729,0.9450457411,1,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,3,0.3375039307,0.9110559457,0.926779799,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,3,0.106031605,0.9938834097,0.9689225404,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,3,0.242366769,0.9858708459,0.9556736088,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,4,0.07879718052,0.9978127551,0.9726898261,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,4,0.2111211039,0.9848436141,0.9186403585,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,4,0.170401563,0.9875538214,0.9256917124,1,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,4,0.4529745252,0.8846042119,0.9685548899,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,4,0.1238608975,0.9927839386,0.9934670964,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,4,0.4048358172,0.9519249468,0.8521729634,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,5,0.1110577328,0.9939377051,0.9574256653,1,11
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,5,0.2930709719,0.8917755955,0.8755314001,1,11
GIFT-Long,GIFT-Eval,long,Timer-4.0,regime_switching,5,0.2564444539,0.935345189,0.8728757527,1,11
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,5,0.4396571032,0.8564943101,0.9232727512,1,11
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,5,0.1701823669,0.9867460039,0.9890414596,1,11
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,5,0.4849176839,0.8811722351,0.6970134216,1,11
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,1,1.041625023,0.2044921452,1.058165054,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,1,1.46670342,0.1666128428,1.370723897,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,1,1.217439032,0.1504643998,1.049507751,1,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,1,1.227567516,0.1295734959,0.9788813625,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,1,1.110937246,0.1545085454,0.9639211265,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,1,1.606745497,0.3173300993,1.504305226,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,2,0.9483095982,0.2777278464,1.00711057,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,2,1.35865136,0.2028477615,1.290253148,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,2,1.177630492,0.1695627518,1.038492527,1,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,2,1.233054414,0.1390472599,1.00299592,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,2,1.035391712,0.1976974154,0.9323246902,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,2,1.250113881,0.3844036195,1.198488707,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,3,0.8543082266,0.3757305073,0.9793446158,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,3,1.218259761,0.2494475544,1.194499655,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,3,1.148415691,0.196354793,1.02989733,1,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,3,1.216690052,0.1647742016,1.03307346,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,3,0.9784835466,0.2516593972,0.9192669952,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,3,1.062396796,0.4441640654,1.06984862,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,4,0.7639406071,0.4640709352,0.9547569095,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,4,1.084327584,0.2843025289,1.104152274,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,4,1.073058562,0.255945584,1.021914386,1,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,4,1.153352662,0.1919479514,0.9804583341,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,4,0.8875992023,0.3402550669,0.8894784383,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,4,0.8983275546,0.51014179,0.9642880233,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,5,0.6881333948,0.5529237091,0.9499093209,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,5,0.9853417563,0.3467291584,1.049427494,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,time_varying_seasonality,5,0.9998726129,0.3465127035,1.002996828,1,10
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,5,1.119125408,0.2314353206,0.9741273095,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,5,0.7927904098,0.5132509654,0.9189601152,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,5,0.7760724285,0.5908693784,0.903630176,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,1,0.07274962485,0.1855614651,0.9516530654,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,1,0.2296596267,-0.2196543621,0.8748295306,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,1,0.1523160265,-0.2264489331,0.8755194472,1,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,1,0.2414379172,-0.2377691059,0.807878061,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,1,0.1765189854,0.1005787091,0.9487057255,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,1,0.3829432969,-0.565911665,1.041235439,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,2,0.06715528611,0.1914672177,0.9559487174,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,2,0.2184615691,-0.2743950395,0.8814347619,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,2,0.1471075859,-0.2130758106,0.8789574192,1,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,2,0.2264625446,-0.2398268949,0.8217900281,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,2,0.1408610699,0.1460518425,0.9376536411,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,2,0.2948023946,-0.537617892,0.9925548998,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,3,0.06289883159,0.2053200196,0.9583808725,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,3,0.185266264,-0.2243003687,0.8885102929,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,3,0.1383776669,-0.2210460279,0.8864978446,1,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,3,0.2014054663,-0.1508674306,0.8462818051,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,3,0.1192525788,0.1849793627,0.9392310532,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,3,0.2456376843,-0.52430542,0.9778063198,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,4,0.05709881,0.2339060895,0.9615777679,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,4,0.1711234128,-0.2656376196,0.8890806963,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,4,0.1290222991,-0.2108778839,0.8952424789,1,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,4,0.1995154493,-0.1619639638,0.8583328064,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,4,0.09993289565,0.228212285,0.9454853392,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,4,0.1964114204,-0.4911594391,0.9670554687,1,10
GIFT-Long,GIFT-Eval,long,Chronos-2,trend,5,0.05144702157,0.2905996445,0.9655864055,1,10
GIFT-Long,GIFT-Eval,long,Timer-3.5,trend,5,0.1504027383,-0.2621813547,0.8975503551,1,10
GIFT-Long,GIFT-Eval,long,Timer-4.0,trend,5,0.1202264874,-0.2022464043,0.9039909233,1,10
GIFT-Long,GIFT-Eval,long,moirai2,trend,5,0.1973913749,-0.1527412289,0.8689909899,1,10
GIFT-Long,GIFT-Eval,long,timesfm2.5,trend,5,0.08551341513,0.269379609,0.9525081921,1,10
GIFT-Long,GIFT-Eval,long,toto2.0,trend,5,0.166686003,-0.4396200232,0.9699978965,1,10
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,1,0.3381952743,0.8955444744,0.9100715673,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,1,0.5339429047,0.6764845029,0.9811134498,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,1,0.5939556696,0.6725236403,0.9618482493,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,1,0.6560155834,0.5716694173,0.9595266564,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,1,0.6008874406,0.6692209602,0.9397382779,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,1,0.4502591628,0.7445754256,0.9125402992,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,2,0.3021202907,0.9197499542,0.9046963628,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,2,0.5329338552,0.7134068043,0.9383755212,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,2,0.6175515744,0.6864166941,0.9284073665,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,2,0.6287855166,0.6025533134,0.9143223201,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,2,0.5983988723,0.7131589037,0.8991319653,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,2,0.4282360293,0.7686412595,0.8932247068,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,3,0.2511877648,0.9360518844,0.9246877071,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,3,0.4797935094,0.7631493098,0.9342874261,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,3,0.5662375454,0.7059372541,0.8992010101,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,3,0.5664446582,0.6630501764,0.9018499483,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,3,0.5329055346,0.7547893551,0.8876590775,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,3,0.376878535,0.7917601111,0.9026729922,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,4,0.2092689168,0.9556575332,0.9384877316,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,4,0.432893347,0.8165022705,0.9213324312,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,4,0.509165931,0.7338235322,0.8683666731,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,4,0.5235126061,0.7258413027,0.9003096412,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,4,0.4704798853,0.8149198164,0.8744205456,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,4,0.3380558609,0.8026128636,0.9147513026,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,common_factor,5,0.1833177369,0.9657481769,0.9516364489,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,common_factor,5,0.3891179235,0.8489416632,0.9222226696,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,common_factor,5,0.4511031524,0.7932874678,0.8574758212,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,common_factor,5,0.4798527868,0.7703963786,0.8975752073,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,common_factor,5,0.4197238196,0.8471066171,0.8778445397,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,common_factor,5,0.2925306455,0.8132024335,0.9304514128,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,1,0.6529129189,0.1319947498,1.039450827,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,1,0.6520396062,0.262132261,0.867947493,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,1,0.556450769,0.2466405656,0.8923284583,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,1,0.5243989357,0.2519165544,0.8804016196,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,1,0.4184214067,0.3441009184,0.8938456897,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,1,0.8269501572,0.2964217144,1.354437852,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,2,0.5885190921,0.1754903803,1.005627589,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,2,0.5412188014,0.3424697556,0.8827316645,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,2,0.4555591448,0.2985527003,0.942945588,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,2,0.5018717976,0.3212405702,0.9277720583,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,2,0.3715656415,0.4315218319,0.9053182595,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,2,0.6517430158,0.3514783175,1.207128503,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,3,0.5372670637,0.233589922,0.9807161891,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,3,0.476889038,0.3347386169,0.8855860274,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,3,0.4249113526,0.3569612455,0.9558212633,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,3,0.4520123641,0.3656737939,0.9368834935,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,3,0.3529171924,0.4961942558,0.8957419874,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,3,0.5118118858,0.3847945715,1.074923816,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,4,0.4687959075,0.2829122481,0.9501090845,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,4,0.4111001943,0.3673576508,0.8699907876,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,4,0.4036356078,0.4157518147,0.9237946908,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,4,0.3962844777,0.3809593218,0.9253025922,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,4,0.3664015365,0.5622798637,0.8525153538,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,4,0.4212095578,0.5120653931,1.008834427,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,covariate_impulse_response,5,0.4175959927,0.3338322806,0.9544723804,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,covariate_impulse_response,5,0.4064414625,0.3770178787,0.8895853437,1,4
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,covariate_impulse_response,5,0.3661297298,0.4534239151,0.9124833723,1,4
GIFT-Medium,GIFT-Eval,medium,moirai2,covariate_impulse_response,5,0.4122739529,0.3729983032,0.9419605377,1,4
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,covariate_impulse_response,5,0.3538366855,0.5943385565,0.8467775192,1,4
GIFT-Medium,GIFT-Eval,medium,toto2.0,covariate_impulse_response,5,0.3367285834,0.5863828245,0.9697106269,1,4
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,1,0.9801871324,0.05659544996,0.9899443019,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,1,1.105019825,0.04802055515,1.063233275,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,1,1.142187406,0.08633035317,1.223541985,1,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,1,1.013924054,0.0613465077,0.9313391487,1,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,1,1.066684331,0.06879406206,1.100452714,1,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,1,1.169487308,-0.02176444821,1.007092924,1,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,2,0.9985787733,0.05491995042,0.9839741136,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,2,1.121956576,0.03613521582,1.063072484,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,2,1.155484186,0.06529473649,1.219852858,1,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,2,1.011426146,0.05524547364,0.9527554285,1,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,2,1.068148638,0.07078565696,1.097063395,1,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,2,1.188204974,-0.02667383126,1.00904632,1,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,3,0.9954155969,0.0525335128,0.9523871234,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,3,1.069517561,0.03937115474,1.054170163,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,3,1.168521631,0.04329552513,1.181640232,1,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,3,1.012637365,0.06032970448,0.9361766555,1,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,3,1.050801913,0.07977559395,1.059149266,1,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,3,1.19392981,-0.01574467119,0.9976225032,1,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,4,0.9949016642,0.0548433853,0.9642589467,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,4,1.035448791,0.06513705896,1.0494185,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,4,1.159132606,0.03667691769,1.165811917,1,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,4,1.020929392,0.06253717564,0.9439418454,1,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,4,1.04444504,0.0885191384,1.070226225,1,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,4,1.19584536,-0.005661172564,1.017529171,1,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,cross_series_dependence,5,0.9922505909,0.06168045486,0.9557651601,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,cross_series_dependence,5,1.018649791,0.08348068767,1.035599153,1,6
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,cross_series_dependence,5,1.142766633,0.03904464414,1.128677258,1,6
GIFT-Medium,GIFT-Eval,medium,moirai2,cross_series_dependence,5,1.194278824,0.05653543188,1.117160891,1,6
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,cross_series_dependence,5,1.034946076,0.1045591695,1.046270015,1,6
GIFT-Medium,GIFT-Eval,medium,toto2.0,cross_series_dependence,5,1.196533608,0.002888036912,1.042136837,1,6
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,1,0.9186434365,0.7317731907,1.118074736,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,1,1.047705939,0.6086754772,1.179378869,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,1,0.8704926423,0.6776141036,1.129497914,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,1,1.835736086,0.3566712965,1.712730619,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,1,0.8662933131,0.6982515376,1.052697279,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,1,1.002983605,0.8659071,1.38991434,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,2,1.091444934,0.6380833937,1.159183139,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,2,1.181302186,0.4755363618,1.143743253,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,2,1.043299793,0.563959058,1.137181408,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,2,1.728532027,0.2689894005,1.490452946,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,2,0.9270147379,0.5903777117,0.9325243184,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,2,1.097978379,0.8208265238,1.390457949,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,3,1.13508894,0.5721010767,1.110422017,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,3,1.217533515,0.40575194,1.103512765,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,3,1.087420595,0.5033186354,1.100281181,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,3,1.656955132,0.2367114859,1.340023913,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,3,0.973413526,0.5063972921,0.8778191587,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,3,1.157439019,0.7768259334,1.384642808,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,4,1.275618276,0.5024172416,1.165814489,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,4,1.234077961,0.3385517315,1.045467157,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,4,1.151627406,0.4382278602,1.080217187,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,4,1.695401267,0.182853895,1.323490123,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,4,1.005611881,0.4488534962,0.8418232029,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,4,1.190144316,0.7163222341,1.322099973,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,multi_seasonal,5,1.087805536,0.4557521647,0.930951261,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,multi_seasonal,5,1.351094781,0.3043922615,1.151473782,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,multi_seasonal,5,1.157002678,0.4052543762,1.054375041,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,multi_seasonal,5,1.727889795,0.1512013068,1.338348411,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,multi_seasonal,5,1.031661359,0.4025115083,0.8124966617,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,multi_seasonal,5,1.206240604,0.682281069,1.290074544,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,1,1.221670129,0.1776666418,0.693229709,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,1,1.496676854,0.0921663152,0.9185366491,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,1,1.184212238,0.07398181277,0.6977869874,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,1,1.130770018,0.02010155107,0.4956806839,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,1,1.210860732,0.1825955417,0.7809356868,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,1,1.055335333,0.4657063173,0.9943464038,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,2,1.220799274,0.07665119778,0.5955979665,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,2,1.672434484,0.03928629512,1.083717415,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,2,1.299415964,0.02141735855,0.7981921865,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,2,1.104523014,0.01079532259,0.416446923,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,2,1.281149858,0.05867782691,0.7191388874,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,2,1.707961494,0.2305873591,1.314190894,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,3,1.469030162,0.07751071306,0.9370812133,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,3,1.728414766,0.005109817176,1.14094552,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,3,1.275004231,0.01061000884,0.76766717,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,3,1.134881524,-0.002942189636,0.4421956121,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,3,1.364382424,0.03038449897,0.7415288341,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,3,1.393863735,0.1198345256,0.856440637,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,4,1.499046243,0.03964470379,0.9114041058,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,4,1.801525906,0.0002084632333,1.199089593,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,4,1.321690449,-0.007337152735,0.7945319207,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,4,1.116181308,0.003251277478,0.4153132404,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,4,1.499013127,0.0013152126,0.8533580763,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,4,2.090081315,0.04668462426,1.438975716,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,predictable_intermittency,5,1.601139088,0.0201686252,0.9653369558,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,predictable_intermittency,5,1.993245014,-0.0003627008184,1.409174612,1,11
GIFT-Medium,GIFT-Eval,medium,Timer-4.0,predictable_intermittency,5,1.361270947,-0.01281588646,0.8226877375,1,11
GIFT-Medium,GIFT-Eval,medium,moirai2,predictable_intermittency,5,1.089822254,0.01839900568,0.3557454238,1,11
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,predictable_intermittency,5,1.253857229,-0.001404457605,0.5825451041,1,11
GIFT-Medium,GIFT-Eval,medium,toto2.0,predictable_intermittency,5,1.534144561,0.03252657831,0.8443405323,1,11
GIFT-Medium,GIFT-Eval,medium,Chronos-2,regime_switching,1,0.01869910498,0.9431954147,0.9968680777,1,11
