experiment_id,suite,benchmark,horizon_group,suite_order,capability_id,capability_level,left_model_id,metric,paired_task_bootstrap_95_ci_lower,paired_task_bootstrap_95_ci_upper,paired_task_count,right_model_id,task_equal_mean_difference_left_minus_right,significant_uncorrected,better_model_id
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,3,Timer-3.5,capability_effect_nrmse,-0.4385527271,0.239066487,6,toto2.0,-0.0158069963,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,3,moirai2,capability_effect_nrmse,-0.0135619841,0.3910618494,6,timesfm2.5,0.1881562321,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,3,moirai2,capability_effect_nrmse,-0.9336513955,0.4164976829,6,tirex2,-0.07556872784,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,3,moirai2,capability_effect_nrmse,-0.3861149751,0.4254459411,6,toto2.0,0.1067918844,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,3,timesfm2.5,capability_effect_nrmse,-1.021040995,0.2081759092,6,tirex2,-0.2637249599,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,3,timesfm2.5,capability_effect_nrmse,-0.4954674334,0.2546086905,6,toto2.0,-0.08136434771,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,3,tirex2,capability_effect_nrmse,-0.04503573364,0.5438873263,6,toto2.0,0.1823606122,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,4,Chronos-2,capability_effect_nrmse,-0.1771463131,0.4794201122,6,Timer-3.5,0.1269966249,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,4,Chronos-2,capability_effect_nrmse,-0.376774215,0.3462271955,6,moirai2,-0.05616563322,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,4,Chronos-2,capability_effect_nrmse,-0.1622301961,0.5446603247,6,timesfm2.5,0.1750196298,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,4,Chronos-2,capability_effect_nrmse,-0.2354109246,0.3331453546,6,tirex2,0.02354674999,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,4,Chronos-2,capability_effect_nrmse,-0.02059984937,0.3659871182,6,toto2.0,0.1486216582,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,4,Timer-3.5,capability_effect_nrmse,-0.2974532918,-0.07306427704,6,moirai2,-0.1831622581,True,Timer-3.5
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,4,Timer-3.5,capability_effect_nrmse,-0.06312214999,0.1424981593,6,timesfm2.5,0.04802300487,False,
gift-v15-short-qualified-feasible-seed2026082701,GIFT-Short,GIFT-Eval,short,0,covariate_impulse_response,4,Timer-3.5,capability_effect_nrmse,-0.6166732333,0.1854082439,6,tirex2,-0.1034498749,False,
