suite,benchmark,horizon_group,model_id,capability_id,capability_level,effect_nrmse_task_equal,effect_nrmse_ci_lower,effect_nrmse_ci_upper,task_count,suite_task_count,task_coverage,cell_rank,cell_winner
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,4,0.7023490559,0.545074551,0.8833704522,10,11,0.9090909091,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,4,0.8103594805,0.5276940241,1.112953095,10,11,0.9090909091,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,4,0.9686316881,0.7237464395,1.207783065,10,11,0.9090909091,3,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,4,0.971397884,0.583486361,1.560340015,10,11,0.9090909091,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,4,1.552161351,1.079060991,2.189738134,10,11,0.9090909091,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,time_varying_seasonality,5,0.6704017161,0.5199792418,0.8329501887,10,11,0.9090909091,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,time_varying_seasonality,5,0.7267091932,0.4929489177,0.9720278772,10,11,0.9090909091,2,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,time_varying_seasonality,5,0.8131918935,0.5312690421,1.183592138,10,11,0.9090909091,3,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,time_varying_seasonality,5,0.8999594676,0.6848289021,1.135950289,10,11,0.9090909091,4,False
GIFT-Medium,GIFT-Eval,medium,moirai2,time_varying_seasonality,5,1.398991806,0.9953501041,1.901071118,10,11,0.9090909091,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,1,0.0571187032,0.04043668413,0.07363093483,9,11,0.8181818182,1,True
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,1,0.3428593709,0.1489718023,0.618139967,9,11,0.8181818182,2,False
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,1,0.3440878518,0.1848593041,0.6021120517,9,11,0.8181818182,3,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,1,0.4275071442,0.08749478025,1.025403917,9,11,0.8181818182,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,1,1.063843548,0.1329053453,2.685129367,9,11,0.8181818182,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,2,0.05394406068,0.03805745742,0.07095784029,9,11,0.8181818182,1,True
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,2,0.2978106758,0.1297502764,0.5141071261,9,11,0.8181818182,2,False
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,2,0.3089662934,0.07777673725,0.6855451433,9,11,0.8181818182,3,False
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,2,0.3227660584,0.1628854484,0.564230536,9,11,0.8181818182,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,2,0.7080705087,0.1243156457,1.736500331,9,11,0.8181818182,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,3,0.05064063909,0.03685421085,0.0667249619,9,11,0.8181818182,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,3,0.2365150968,0.07120594436,0.4893218871,9,11,0.8181818182,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,3,0.2570375019,0.1141669826,0.4282817408,9,11,0.8181818182,3,False
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,3,0.2878090436,0.1474667946,0.4747823077,9,11,0.8181818182,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,3,0.5130449514,0.1103731908,1.225464394,9,11,0.8181818182,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,4,0.04838189162,0.0346975664,0.06276043898,9,11,0.8181818182,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,4,0.1812260942,0.06386575353,0.3533715754,9,11,0.8181818182,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,4,0.2291234742,0.1136889433,0.3565725373,9,11,0.8181818182,3,False
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,4,0.2624946657,0.1432370505,0.4158508403,9,11,0.8181818182,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,4,0.3820559312,0.09753687024,0.8764475778,9,11,0.8181818182,5,False
GIFT-Medium,GIFT-Eval,medium,Chronos-2,trend,5,0.04526604292,0.03188544879,0.05902868977,9,11,0.8181818182,1,True
GIFT-Medium,GIFT-Eval,medium,timesfm2.5,trend,5,0.1421223352,0.05955774398,0.2597430367,9,11,0.8181818182,2,False
GIFT-Medium,GIFT-Eval,medium,Timer-3.5,trend,5,0.1917440151,0.08794186579,0.3067730586,9,11,0.8181818182,3,False
GIFT-Medium,GIFT-Eval,medium,moirai2,trend,5,0.2498334238,0.1456929829,0.3611617098,9,11,0.8181818182,4,False
GIFT-Medium,GIFT-Eval,medium,toto2.0,trend,5,0.2854722056,0.08497740796,0.6364789482,9,11,0.8181818182,5,False
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,1,0.3086659882,0.1906760281,0.5081336134,4,20,0.2,1,True
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,1,0.3238023229,0.2120665193,0.4721455521,4,20,0.2,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,1,0.3988030803,0.3220707825,0.5346603271,4,20,0.2,3,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,1,0.4399307699,0.2346052652,0.8082984623,4,20,0.2,4,False
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,1,0.4409216343,0.2258209313,0.7640396143,4,20,0.2,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,1,0.4690484467,0.1742928758,0.7638040176,4,20,0.2,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,2,0.3009314941,0.1685682622,0.4978592316,4,20,0.2,1,True
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,2,0.3019184783,0.1891424843,0.4454040847,4,20,0.2,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,2,0.3474750993,0.2523895291,0.4728401934,4,20,0.2,3,False
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,2,0.3508966259,0.1649032476,0.5368900042,4,20,0.2,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,2,0.3916639428,0.2094766863,0.6850333023,4,20,0.2,5,False
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,2,0.4034154765,0.2095558137,0.6920937579,4,20,0.2,6,False
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,3,0.2550360182,0.165724422,0.3876785829,4,20,0.2,1,True
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,3,0.2614496382,0.1373255774,0.385573699,4,20,0.2,2,False
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,3,0.276633099,0.1381762168,0.4683410819,4,20,0.2,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,3,0.2962108039,0.2055960154,0.4046220294,4,20,0.2,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,3,0.335274256,0.1739777076,0.5868553667,4,20,0.2,5,False
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,3,0.3518355965,0.1725542918,0.6069488831,4,20,0.2,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,4,0.2072621065,0.1207432428,0.2937809702,4,20,0.2,1,True
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,4,0.2216176208,0.1450921172,0.3293791866,4,20,0.2,2,False
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,4,0.2246605095,0.116744219,0.3753849422,4,20,0.2,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,4,0.2486539666,0.1536288474,0.331543356,4,20,0.2,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,4,0.2784522209,0.1345476792,0.4760052284,4,20,0.2,5,False
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,4,0.3055923461,0.1547353711,0.511931889,4,20,0.2,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,common_factor,5,0.1646628399,0.09586135023,0.2334643295,4,20,0.2,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,common_factor,5,0.1734362388,0.09231937061,0.270726219,4,20,0.2,2,False
GIFT-Short,GIFT-Eval,short,tirex2,common_factor,5,0.1911664662,0.1191059832,0.2891851069,4,20,0.2,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,common_factor,5,0.21352702,0.1432780763,0.2781344456,4,20,0.2,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,common_factor,5,0.2212677253,0.1080281071,0.3799529245,4,20,0.2,5,False
GIFT-Short,GIFT-Eval,short,moirai2,common_factor,5,0.2645601835,0.1292760806,0.4316721541,4,20,0.2,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,1,0.7513908007,0.3883314162,1.146096285,6,20,0.3,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,1,0.7690228297,0.3664761584,1.208724358,6,20,0.3,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,1,0.7853293747,0.4332766021,1.147896103,6,20,0.3,3,False
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,1,0.8460903665,0.5524950565,1.318159806,6,20,0.3,4,False
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,1,1.129890256,0.3328792272,2.267490831,6,20,0.3,5,False
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,1,1.530211648,0.3238478697,3.612832486,6,20,0.3,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,2,0.5822868017,0.3268596234,0.8142234926,6,20,0.3,1,True
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,2,0.6774350434,0.4001071029,0.9334555287,6,20,0.3,2,False
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,2,0.7290261211,0.3453870469,1.142075069,6,20,0.3,3,False
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,2,0.7471578138,0.5373161717,1.089499456,6,20,0.3,4,False
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,2,0.7538918822,0.2518034049,1.453711725,6,20,0.3,5,False
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,2,1.049688481,0.2852808818,2.322402248,6,20,0.3,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,3,0.475071424,0.2569425031,0.6672163137,6,20,0.3,1,True
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,3,0.5406287754,0.3367052938,0.7327146895,6,20,0.3,2,False
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,3,0.5564357717,0.1966834224,1.046833613,6,20,0.3,3,False
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,3,0.5853828979,0.2481680067,0.9558448566,6,20,0.3,4,False
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,3,0.6632276561,0.510229389,0.891485896,6,20,0.3,5,False
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,3,0.7387963839,0.22971093,1.57904954,6,20,0.3,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,4,0.3819945529,0.2157520402,0.5425245314,6,20,0.3,1,True
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,4,0.4083925245,0.1585850661,0.7424446424,6,20,0.3,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,4,0.4300175578,0.2689306787,0.5629918832,6,20,0.3,3,False
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,4,0.5334674327,0.1901128406,1.061980119,6,20,0.3,4,False
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,4,0.5570141827,0.1793746948,0.9651767893,6,20,0.3,5,False
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,4,0.6131798159,0.5059146245,0.7406778095,6,20,0.3,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,covariate_impulse_response,5,0.2838421511,0.1563160135,0.3934329587,6,20,0.3,1,True
GIFT-Short,GIFT-Eval,short,toto2.0,covariate_impulse_response,5,0.3109365238,0.132544557,0.5309170021,6,20,0.3,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,covariate_impulse_response,5,0.3368840774,0.2115948962,0.4420165509,6,20,0.3,3,False
GIFT-Short,GIFT-Eval,short,tirex2,covariate_impulse_response,5,0.3993588525,0.1488995543,0.7772914833,6,20,0.3,4,False
GIFT-Short,GIFT-Eval,short,Chronos-2,covariate_impulse_response,5,0.4900158219,0.1302894212,0.896153391,6,20,0.3,5,False
GIFT-Short,GIFT-Eval,short,moirai2,covariate_impulse_response,5,0.5523725332,0.4710365701,0.6356123915,6,20,0.3,6,False
GIFT-Short,GIFT-Eval,short,moirai2,cross_series_dependence,1,0.8638277252,0.6745210367,1.056386548,8,20,0.4,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,cross_series_dependence,1,0.8652064517,0.670893811,1.050769189,8,20,0.4,2,False
GIFT-Short,GIFT-Eval,short,tirex2,cross_series_dependence,1,0.8757879851,0.6797270044,1.050413894,8,20,0.4,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,cross_series_dependence,1,0.9286628027,0.7375826916,1.114372853,8,20,0.4,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,cross_series_dependence,1,1.28164772,0.7653322333,1.848621343,8,20,0.4,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,cross_series_dependence,1,1.442268513,0.7401566739,2.488036886,8,20,0.4,6,False
GIFT-Short,GIFT-Eval,short,tirex2,cross_series_dependence,2,0.9411833894,0.7056145488,1.172074826,8,20,0.4,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,cross_series_dependence,2,0.9550077199,0.7020444335,1.197702171,8,20,0.4,2,False
GIFT-Short,GIFT-Eval,short,moirai2,cross_series_dependence,2,0.9847249241,0.7427275597,1.24654037,8,20,0.4,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,cross_series_dependence,2,1.014161049,0.767277939,1.250987734,8,20,0.4,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,cross_series_dependence,2,1.22767315,0.8524609179,1.585275041,8,20,0.4,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,cross_series_dependence,2,1.505362774,0.8452747019,2.449114684,8,20,0.4,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,cross_series_dependence,3,1.040336236,0.705161608,1.459920121,8,20,0.4,1,True
GIFT-Short,GIFT-Eval,short,tirex2,cross_series_dependence,3,1.052941957,0.6881139453,1.525330747,8,20,0.4,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,cross_series_dependence,3,1.086506908,0.7043040677,1.588833437,8,20,0.4,3,False
GIFT-Short,GIFT-Eval,short,moirai2,cross_series_dependence,3,1.119986401,0.741103956,1.65597382,8,20,0.4,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,cross_series_dependence,3,1.192232297,0.7806347493,1.679640617,8,20,0.4,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,cross_series_dependence,3,1.535749572,0.8016781261,2.507866818,8,20,0.4,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,cross_series_dependence,4,1.038832489,0.6893319224,1.503512003,8,20,0.4,1,True
GIFT-Short,GIFT-Eval,short,tirex2,cross_series_dependence,4,1.08269106,0.6789516622,1.626824124,8,20,0.4,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,cross_series_dependence,4,1.09812781,0.6884513085,1.657322854,8,20,0.4,3,False
GIFT-Short,GIFT-Eval,short,moirai2,cross_series_dependence,4,1.124281192,0.7206901038,1.720127718,8,20,0.4,4,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,cross_series_dependence,4,1.130294558,0.7393077171,1.633920458,8,20,0.4,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,cross_series_dependence,4,1.449404018,0.7890205858,2.202778617,8,20,0.4,6,False
GIFT-Short,GIFT-Eval,short,Chronos-2,cross_series_dependence,5,1.047006879,0.6712052248,1.536975387,8,20,0.4,1,True
GIFT-Short,GIFT-Eval,short,tirex2,cross_series_dependence,5,1.070272703,0.6590008628,1.628664688,8,20,0.4,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,cross_series_dependence,5,1.085808841,0.6491942461,1.669609733,8,20,0.4,3,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,cross_series_dependence,5,1.101616394,0.716827172,1.610922194,8,20,0.4,4,False
GIFT-Short,GIFT-Eval,short,moirai2,cross_series_dependence,5,1.126964685,0.6959853771,1.754726298,8,20,0.4,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,cross_series_dependence,5,1.366122192,0.7766322924,2.035471384,8,20,0.4,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,multi_seasonal,1,0.548169047,0.3808098704,0.7782727761,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,timesfm2.5,multi_seasonal,1,0.6720402706,0.5691309079,0.7729713423,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,tirex2,multi_seasonal,1,0.7278803604,0.4919676424,1.092055636,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,Chronos-2,multi_seasonal,1,0.7875317539,0.4910342058,1.153833675,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,multi_seasonal,1,0.8090733208,0.6545083677,0.9902122159,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,moirai2,multi_seasonal,1,0.920932175,0.8237337759,1.038782813,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,multi_seasonal,2,0.6060243457,0.4357140244,0.7910654803,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,multi_seasonal,2,0.700149349,0.5630799202,0.8516219194,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,multi_seasonal,2,0.7603879008,0.6507924261,0.8596736293,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,tirex2,multi_seasonal,2,0.7912404593,0.5826406351,1.087921268,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,multi_seasonal,2,0.9073662863,0.7588504636,1.084162872,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,moirai2,multi_seasonal,2,0.9877003852,0.9074786185,1.085137231,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,multi_seasonal,3,0.6429048744,0.480150618,0.841397483,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,multi_seasonal,3,0.7547083256,0.6310919214,0.8813752762,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,multi_seasonal,3,0.819356315,0.7150985456,0.920290302,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,tirex2,multi_seasonal,3,0.8495302149,0.6339548046,1.148392998,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,multi_seasonal,3,0.9589245116,0.8238435077,1.120086252,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,moirai2,multi_seasonal,3,1.03478783,0.9572020803,1.130332462,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,multi_seasonal,4,0.6769950719,0.5146957912,0.8756150836,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,multi_seasonal,4,0.8068871114,0.6862670139,0.9255042169,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,multi_seasonal,4,0.8656417772,0.7585287637,0.9612737395,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,tirex2,multi_seasonal,4,0.906101717,0.6848290234,1.216715897,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,multi_seasonal,4,1.00956337,0.8847733087,1.162326795,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,moirai2,multi_seasonal,4,1.044054964,0.9760406519,1.131184448,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,toto2.0,multi_seasonal,5,0.7098780183,0.5396707673,0.9092465,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,multi_seasonal,5,0.8479802412,0.7280305607,0.9601427386,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,multi_seasonal,5,0.8908691687,0.7845135541,0.9811952119,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,tirex2,multi_seasonal,5,0.9457636996,0.7390592211,1.257516696,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,multi_seasonal,5,1.043540908,0.9148601405,1.19827485,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,moirai2,multi_seasonal,5,1.063304965,0.9993237293,1.141362579,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,predictable_intermittency,1,0.5174759605,0.459598267,0.5793232273,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,toto2.0,predictable_intermittency,1,0.5302245498,0.4185381703,0.6649299854,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,tirex2,predictable_intermittency,1,0.5710162609,0.4246838591,0.8042223047,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,predictable_intermittency,1,0.5988192733,0.5191122154,0.7096509005,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,Chronos-2,predictable_intermittency,1,0.5990934213,0.4494223696,0.8237989303,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,moirai2,predictable_intermittency,1,0.7106344562,0.6137583311,0.8188236067,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,predictable_intermittency,2,0.7637902641,0.7208767246,0.8012796883,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,toto2.0,predictable_intermittency,2,0.8283502283,0.7363938374,0.9749472304,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,predictable_intermittency,2,0.8370651591,0.7541349144,0.9455558665,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,tirex2,predictable_intermittency,2,0.8627924763,0.7222575038,1.108933469,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,Chronos-2,predictable_intermittency,2,0.9184459592,0.7525893232,1.158870645,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,moirai2,predictable_intermittency,2,0.9328843448,0.8126168075,1.078536548,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,predictable_intermittency,3,0.9049504446,0.8663281964,0.9400973057,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,predictable_intermittency,3,0.905546998,0.8608853321,0.9563390346,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,predictable_intermittency,3,0.9767842174,0.8806014468,1.101871751,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,tirex2,predictable_intermittency,3,1.025082491,0.8506333737,1.332261854,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,moirai2,predictable_intermittency,3,1.041280193,0.9796948087,1.110575251,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,predictable_intermittency,3,1.044950893,0.89078611,1.252511545,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,predictable_intermittency,4,0.9396910362,0.9058057168,0.9730390443,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,Chronos-2,predictable_intermittency,4,1.004917662,0.9188634881,1.136437614,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,predictable_intermittency,4,1.035793618,0.9503273646,1.137026892,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,moirai2,predictable_intermittency,4,1.053719725,1.012725497,1.0965423,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,toto2.0,predictable_intermittency,4,1.08129753,0.9389633879,1.323169103,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,tirex2,predictable_intermittency,4,1.095889066,0.9223298021,1.384266507,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,timesfm2.5,predictable_intermittency,5,1.060857617,1.025458416,1.099642479,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,moirai2,predictable_intermittency,5,1.088106489,1.039501601,1.143398488,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,Chronos-2,predictable_intermittency,5,1.097702885,1.045013306,1.15279976,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,predictable_intermittency,5,1.123578715,1.018255683,1.254124576,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,toto2.0,predictable_intermittency,5,1.292600243,1.122808016,1.593624711,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,tirex2,predictable_intermittency,5,1.307664895,1.031733293,1.813152997,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,tirex2,regime_switching,1,0.0370835565,0.01549587444,0.0629913732,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,timesfm2.5,regime_switching,1,0.06273708887,0.0350319627,0.09747255803,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,Chronos-2,regime_switching,1,0.06689295493,0.02808054379,0.1149450946,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,regime_switching,1,0.07625196161,0.04921929058,0.1066034011,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,moirai2,regime_switching,1,0.09757207373,0.04850935855,0.1701708158,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,regime_switching,1,0.1079583489,0.03004691368,0.2170404564,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,tirex2,regime_switching,2,0.0431019204,0.01783058425,0.07191897813,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,timesfm2.5,regime_switching,2,0.07191599344,0.04473393022,0.1038662315,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,Chronos-2,regime_switching,2,0.08000265935,0.03097457797,0.1453521312,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,regime_switching,2,0.1028232261,0.06739556905,0.1391582792,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,moirai2,regime_switching,2,0.1160139933,0.06735983596,0.1904087514,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,regime_switching,2,0.1235819177,0.03462039519,0.2505165579,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,tirex2,regime_switching,3,0.05590881258,0.02282793186,0.09996599871,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,timesfm2.5,regime_switching,3,0.08083969426,0.05425571436,0.1113755607,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,Chronos-2,regime_switching,3,0.08372877615,0.04086648776,0.1414350454,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,Timer-3.5,regime_switching,3,0.1237062868,0.08516100795,0.1645263977,20,20,1,4,False
GIFT-Short,GIFT-Eval,short,moirai2,regime_switching,3,0.1339291925,0.08278151402,0.2042821175,20,20,1,5,False
GIFT-Short,GIFT-Eval,short,toto2.0,regime_switching,3,0.1389725702,0.04452771171,0.2675813578,20,20,1,6,False
GIFT-Short,GIFT-Eval,short,tirex2,regime_switching,4,0.08059312696,0.03526733334,0.1335265181,20,20,1,1,True
GIFT-Short,GIFT-Eval,short,timesfm2.5,regime_switching,4,0.09255400617,0.06413135902,0.1222626953,20,20,1,2,False
GIFT-Short,GIFT-Eval,short,Chronos-2,regime_switching,4,0.1051279314,0.05264304824,0.1787758033,20,20,1,3,False
GIFT-Short,GIFT-Eval,short,moirai2,regime_switching,4,0.1459307454,0.09686558971,0.2104751442,20,20,1,4,False
