suite,benchmark,horizon_group,model_id,capability_id,capability_level,effect_nrmse_task_equal,effect_nrmse_ci_lower,effect_nrmse_ci_upper,task_count,suite_task_count,task_coverage,cell_rank,cell_winner
FEV-Mini20,FEV-Bench,native,Timer-3.5,time_varying_seasonality,4,0.6656719273,0.484895352,0.8447294727,20,20,1,3,False
FEV-Mini20,FEV-Bench,native,Chronos-2,time_varying_seasonality,4,0.707874244,0.4757530896,0.9853818852,20,20,1,4,False
FEV-Mini20,FEV-Bench,native,tirex2,time_varying_seasonality,4,0.7191118955,0.4929006532,1.00060314,20,20,1,5,False
FEV-Mini20,FEV-Bench,native,moirai2,time_varying_seasonality,4,0.7409106331,0.5362188999,0.9445156673,20,20,1,6,False
FEV-Mini20,FEV-Bench,native,toto2.0,time_varying_seasonality,5,0.426278433,0.3093852326,0.5457483328,20,20,1,1,True
FEV-Mini20,FEV-Bench,native,timesfm2.5,time_varying_seasonality,5,0.564618502,0.4032096745,0.7454710208,20,20,1,2,False
FEV-Mini20,FEV-Bench,native,Timer-3.5,time_varying_seasonality,5,0.5835083155,0.4271821127,0.7499900652,20,20,1,3,False
FEV-Mini20,FEV-Bench,native,Chronos-2,time_varying_seasonality,5,0.6223780115,0.4043613043,0.8866556874,20,20,1,4,False
FEV-Mini20,FEV-Bench,native,tirex2,time_varying_seasonality,5,0.639272028,0.4235761805,0.9047241719,20,20,1,5,False
FEV-Mini20,FEV-Bench,native,moirai2,time_varying_seasonality,5,0.6808635731,0.4967382415,0.8775451281,20,20,1,6,False
FEV-Mini20,FEV-Bench,native,moirai2,trend,1,0.0961329425,0.06111554684,0.1392199571,18,20,0.9,1,True
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,1,0.130107939,0.0866616251,0.1812947289,18,20,0.9,2,False
FEV-Mini20,FEV-Bench,native,tirex2,trend,1,0.1586231542,0.07803276957,0.2610876932,18,20,0.9,3,False
FEV-Mini20,FEV-Bench,native,toto2.0,trend,1,0.1685563855,0.115823658,0.2350076975,18,20,0.9,4,False
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,1,0.2251693641,0.07249195166,0.4849745965,18,20,0.9,5,False
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,1,0.23685996,0.1717299123,0.3072359058,18,20,0.9,6,False
FEV-Mini20,FEV-Bench,native,moirai2,trend,2,0.09140525453,0.05763858832,0.134534879,18,20,0.9,1,True
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,2,0.1188917823,0.07879329263,0.1623185296,18,20,0.9,2,False
FEV-Mini20,FEV-Bench,native,tirex2,trend,2,0.1405902334,0.06290119428,0.2354150843,18,20,0.9,3,False
FEV-Mini20,FEV-Bench,native,toto2.0,trend,2,0.1455986991,0.09847030078,0.2050966809,18,20,0.9,4,False
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,2,0.2007129631,0.06599666049,0.4122380311,18,20,0.9,5,False
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,2,0.2015515083,0.1399872011,0.2694237588,18,20,0.9,6,False
FEV-Mini20,FEV-Bench,native,moirai2,trend,3,0.08798647511,0.05548952211,0.1285583391,18,20,0.9,1,True
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,3,0.1113827826,0.07395931179,0.1524952689,18,20,0.9,2,False
FEV-Mini20,FEV-Bench,native,toto2.0,trend,3,0.1213342675,0.08125827725,0.1698234866,18,20,0.9,3,False
FEV-Mini20,FEV-Bench,native,tirex2,trend,3,0.126551784,0.05541945996,0.2181400284,18,20,0.9,4,False
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,3,0.1746789222,0.05624922137,0.366066632,18,20,0.9,5,False
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,3,0.1773158938,0.1206813557,0.2446581825,18,20,0.9,6,False
FEV-Mini20,FEV-Bench,native,moirai2,trend,4,0.08405341433,0.05344162091,0.12545568,18,20,0.9,1,True
FEV-Mini20,FEV-Bench,native,toto2.0,trend,4,0.09927618274,0.06963951842,0.1371865176,18,20,0.9,2,False
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,4,0.1034265546,0.06662629925,0.1402609127,18,20,0.9,3,False
FEV-Mini20,FEV-Bench,native,tirex2,trend,4,0.1204549082,0.0522566535,0.2186121377,18,20,0.9,4,False
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,4,0.1506837382,0.05048685938,0.3057565645,18,20,0.9,5,False
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,4,0.1540829626,0.1043147412,0.2107044162,18,20,0.9,6,False
FEV-Mini20,FEV-Bench,native,moirai2,trend,5,0.07789167333,0.04945392627,0.1159013842,18,20,0.9,1,True
FEV-Mini20,FEV-Bench,native,toto2.0,trend,5,0.08308417423,0.05750542401,0.1129665839,18,20,0.9,2,False
FEV-Mini20,FEV-Bench,native,timesfm2.5,trend,5,0.09243562585,0.06088113463,0.125435253,18,20,0.9,3,False
FEV-Mini20,FEV-Bench,native,tirex2,trend,5,0.1047895412,0.04453135414,0.1886153664,18,20,0.9,4,False
FEV-Mini20,FEV-Bench,native,Chronos-2,trend,5,0.1310105692,0.04486556455,0.2680840993,18,20,0.9,5,False
FEV-Mini20,FEV-Bench,native,Timer-3.5,trend,5,0.1337802814,0.09084073878,0.1853063356,18,20,0.9,6,False
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,1,0.5279196175,0.3444378056,0.7204458089,4,11,0.3636363636,1,True
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,1,0.8084132447,0.4782240483,1.138602441,4,11,0.3636363636,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,1,0.85308584,0.535693318,1.170478362,4,11,0.3636363636,3,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,1,0.9398083409,0.5418721348,1.337744547,4,11,0.3636363636,4,False
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,1,1.383794015,0.7756332469,2.162021432,4,11,0.3636363636,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,2,0.435765494,0.285203876,0.6216243006,4,11,0.3636363636,1,True
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,2,0.7351896408,0.4385007947,1.01413643,4,11,0.3636363636,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,2,0.7780457826,0.4656713147,1.090420251,4,11,0.3636363636,3,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,2,0.8611531479,0.4857731057,1.23653319,4,11,0.3636363636,4,False
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,2,1.327773886,0.7759468445,2.086601256,4,11,0.3636363636,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,3,0.3664937075,0.2359015064,0.5451458598,4,11,0.3636363636,1,True
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,3,0.6604326811,0.3735349327,0.9067690375,4,11,0.3636363636,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,3,0.7324785764,0.4399327739,1.025024379,4,11,0.3636363636,3,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,3,0.7880286255,0.4193306887,1.156726562,4,11,0.3636363636,4,False
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,3,1.107974895,0.6741797106,1.665963168,4,11,0.3636363636,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,4,0.3052866039,0.1876689999,0.4690515754,4,11,0.3636363636,1,True
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,4,0.5795699164,0.3000801064,0.8503669404,4,11,0.3636363636,2,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,4,0.665495856,0.3124250204,1.018566692,4,11,0.3636363636,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,4,0.6753162434,0.3928567437,0.9577757432,4,11,0.3636363636,4,False
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,4,0.8327690499,0.5255314344,1.250297239,4,11,0.3636363636,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,common_factor,5,0.2905075674,0.1852586916,0.442483894,4,11,0.3636363636,1,True
GIFT-Long,GIFT-Eval,long,toto2.0,common_factor,5,0.5317973169,0.2618331289,0.7848861943,4,11,0.3636363636,2,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,common_factor,5,0.6045617775,0.2524072916,0.9567162634,4,11,0.3636363636,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,common_factor,5,0.6543672003,0.3935098407,0.9152245598,4,11,0.3636363636,4,False
GIFT-Long,GIFT-Eval,long,moirai2,common_factor,5,0.7688687297,0.4186220679,1.154716817,4,11,0.3636363636,5,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,1,0.4011950826,0.2726095225,0.6568759449,3,11,0.2727272727,1,True
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,1,0.4859111696,0.2147933371,0.7729706547,3,11,0.2727272727,2,False
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,1,0.5006902898,0.1521738309,0.7358127266,3,11,0.2727272727,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,1,0.6137671274,0.2485978534,0.8387711711,3,11,0.2727272727,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,1,1.541018265,0.2250951802,3.910939696,3,11,0.2727272727,5,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,2,0.3489002977,0.1827757525,0.6434598694,3,11,0.2727272727,1,True
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,2,0.4294996757,0.2238939313,0.7000867627,3,11,0.2727272727,2,False
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,2,0.4818357088,0.1718291725,0.6392760229,3,11,0.2727272727,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,2,0.636262671,0.2715574445,0.8625406351,3,11,0.2727272727,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,2,0.9812680735,0.1763263256,2.309640629,3,11,0.2727272727,5,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,3,0.3183474154,0.1140134581,0.6460062804,3,11,0.2727272727,1,True
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,3,0.3963371468,0.2201064843,0.6380317992,3,11,0.2727272727,2,False
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,3,0.4817904479,0.1929647411,0.6312682053,3,11,0.2727272727,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,3,0.6144324838,0.2640403943,0.8568531544,3,11,0.2727272727,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,3,0.7713013408,0.1239787203,1.735145534,3,11,0.2727272727,5,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,4,0.3042925586,0.08400168607,0.6353589742,3,11,0.2727272727,1,True
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,4,0.3583711745,0.2092733662,0.5466303075,3,11,0.2727272727,2,False
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,4,0.4955085162,0.1992663596,0.6684250721,3,11,0.2727272727,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,4,0.5635293861,0.08853894671,1.17201243,3,11,0.2727272727,4,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,4,0.5874810849,0.2559534681,0.8188880777,3,11,0.2727272727,5,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,covariate_impulse_response,5,0.3029364724,0.1108049256,0.6214319132,3,11,0.2727272727,1,True
GIFT-Long,GIFT-Eval,long,Chronos-2,covariate_impulse_response,5,0.31714613,0.2020589577,0.4688415614,3,11,0.2727272727,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,covariate_impulse_response,5,0.4303274667,0.07791182504,0.8092941165,3,11,0.2727272727,3,False
GIFT-Long,GIFT-Eval,long,moirai2,covariate_impulse_response,5,0.4919308518,0.2019618997,0.6552289658,3,11,0.2727272727,4,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,covariate_impulse_response,5,0.5163533853,0.1928301128,0.6915555656,3,11,0.2727272727,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,1,0.8948876652,0.4777846329,1.267222503,6,11,0.5454545455,1,True
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,1,0.9995905813,0.5722094852,1.396504251,6,11,0.5454545455,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,1,1.022683375,0.6408444519,1.337903469,6,11,0.5454545455,3,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,1,1.119198607,0.7091761047,1.566890495,6,11,0.5454545455,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,1,1.459809243,1.051350815,1.927006446,6,11,0.5454545455,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,2,0.8874707509,0.4878574153,1.25018927,6,11,0.5454545455,1,True
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,2,1.015594432,0.5562060339,1.421679987,6,11,0.5454545455,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,2,1.022958616,0.5958715311,1.390849842,6,11,0.5454545455,3,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,2,1.102448325,0.6498591933,1.56397727,6,11,0.5454545455,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,2,1.351326177,1.055753897,1.714793874,6,11,0.5454545455,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,3,0.8948844928,0.4780249924,1.255846986,6,11,0.5454545455,1,True
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,3,0.9993891588,0.5667348118,1.370886037,6,11,0.5454545455,2,False
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,3,1.019109961,0.5765286713,1.436083225,6,11,0.5454545455,3,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,3,1.06780709,0.6290253932,1.52140214,6,11,0.5454545455,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,3,1.319105455,1.051933223,1.684017486,6,11,0.5454545455,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,4,0.8883258853,0.4858105884,1.244110732,6,11,0.5454545455,1,True
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,4,0.9653876882,0.5361279257,1.313185162,6,11,0.5454545455,2,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,4,1.018372803,0.579397511,1.457348096,6,11,0.5454545455,3,False
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,4,1.03248633,0.5882363272,1.480524587,6,11,0.5454545455,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,4,1.257785625,1.03993227,1.614686709,6,11,0.5454545455,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,cross_series_dependence,5,0.9007130818,0.5233916256,1.263915159,6,11,0.5454545455,1,True
GIFT-Long,GIFT-Eval,long,Timer-3.5,cross_series_dependence,5,0.9625396665,0.5405840232,1.313147046,6,11,0.5454545455,2,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,cross_series_dependence,5,0.9821952788,0.5393522518,1.382161059,6,11,0.5454545455,3,False
GIFT-Long,GIFT-Eval,long,moirai2,cross_series_dependence,5,1.026392627,0.6045082902,1.436892217,6,11,0.5454545455,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,cross_series_dependence,5,1.240028863,1.014960231,1.603024632,6,11,0.5454545455,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,1,0.7897234937,0.7179148005,0.8693128295,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,1,0.7921376305,0.6562514111,0.9174160031,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,1,0.856150278,0.5187084422,1.274415408,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,1,1.040077223,0.8340055214,1.27607163,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,1,1.60455008,1.149015293,2.175235391,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,2,0.8701731119,0.7868110684,0.9552460462,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,2,0.9081076951,0.7961392167,1.000358211,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,2,0.9418121687,0.6055817113,1.382366219,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,2,1.102308224,0.9311320554,1.30319472,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,2,1.539050478,1.117611691,2.028324598,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,3,0.9448282991,0.8675909859,1.026637065,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,3,0.9943291614,0.8658889385,1.109863522,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,3,1.019117232,0.6549828435,1.485133982,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,3,1.217142103,1.055227622,1.385429103,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,3,1.672705635,1.168302104,2.214224659,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,4,0.9662242894,0.8947144065,1.037832676,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,4,1.050390654,0.8868170072,1.193763003,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,4,1.078736126,0.7102424311,1.525100702,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,4,1.22416346,1.076623394,1.393744567,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,4,1.666573313,1.235215812,2.195220126,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,multi_seasonal,5,1.001530988,0.9254850821,1.075574292,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,multi_seasonal,5,1.084816234,0.9430258865,1.231537802,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,multi_seasonal,5,1.092782679,0.7428187067,1.532567974,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,multi_seasonal,5,1.255369915,1.114070987,1.408806948,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,multi_seasonal,5,1.704776558,1.14636188,2.446215053,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,1,1.021414139,1.004357569,1.042809698,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,1,1.0509563,1.014734334,1.093226232,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,1,1.065326413,0.9486240847,1.238622352,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,1,1.087477537,1.039956868,1.14934498,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,1,1.726740061,1.060234006,2.805177808,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,2,1.044858731,1.023549279,1.069497226,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,2,1.083778351,1.033677281,1.16503597,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,2,1.107267055,1.053633652,1.179474,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,2,1.14895009,1.01067019,1.372133196,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,2,2.101403914,1.04049851,3.968208642,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,3,1.048889756,1.02599946,1.075637914,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,3,1.05461498,1.01980244,1.094074685,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,3,1.110251511,1.060365446,1.16848693,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,3,1.177842455,0.9924363513,1.474432943,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,3,1.287506819,1.033056387,1.762754464,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,4,1.07142415,1.033442619,1.112127554,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,4,1.093136276,1.035025128,1.170231139,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,4,1.114822111,1.05357455,1.187826921,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,4,1.271534134,0.952473212,1.77667275,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,4,1.658830136,1.127217956,2.525977803,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,predictable_intermittency,5,1.063074851,1.024086195,1.110061301,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,predictable_intermittency,5,1.06596092,1.029084877,1.116064068,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,predictable_intermittency,5,1.171675363,1.096065186,1.256048667,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,predictable_intermittency,5,1.256453764,1.010607025,1.597528972,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,predictable_intermittency,5,1.641148118,1.032505094,2.623049149,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,1,0.02878046354,0.00944969868,0.05704604414,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,1,0.05375695306,0.03189151909,0.0811816476,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,1,0.08016439013,0.04005817236,0.1220241314,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,1,0.09928776445,0.06317615236,0.1379730634,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,1,0.1885790832,0.07388518281,0.3618861658,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,2,0.04511611409,0.01548006917,0.08087703399,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,2,0.07411362469,0.0407448516,0.113785513,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,2,0.09318894958,0.06261500735,0.1315176813,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,2,0.1299710287,0.07400341684,0.1923849307,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,2,0.2125966895,0.1241938743,0.3212904402,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,3,0.05864705876,0.03263600379,0.08915623243,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,3,0.106031605,0.07356528524,0.1506692754,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,3,0.1584290854,0.09294967539,0.2266641841,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,3,0.242366769,0.1433154442,0.3845362859,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,3,0.3375039307,0.2103134852,0.4677468226,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,4,0.07879718052,0.04906092999,0.1107391409,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,4,0.1238608975,0.08176595452,0.182981232,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,4,0.2111211039,0.1349489977,0.2946173427,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,4,0.4048358172,0.272692565,0.5717033791,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,4,0.4529745252,0.2889919436,0.6330374828,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,regime_switching,5,0.1110577328,0.06812358631,0.1611417983,11,11,1,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,regime_switching,5,0.1701823669,0.1042421339,0.2486486159,11,11,1,2,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,regime_switching,5,0.2930709719,0.1717844395,0.4401582664,11,11,1,3,False
GIFT-Long,GIFT-Eval,long,moirai2,regime_switching,5,0.4396571032,0.2942790575,0.5893827743,11,11,1,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,regime_switching,5,0.4849176839,0.4257108682,0.5501382529,11,11,1,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,1,1.041625023,0.8356078514,1.265749718,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,1,1.110937246,0.9456844433,1.294526156,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,1,1.227567516,1.01944438,1.464759772,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,1,1.46670342,0.9987453494,2.132741742,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,1,1.606745497,0.9958977557,2.464698714,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,2,0.9483095982,0.7410610613,1.167228447,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,2,1.035391712,0.8142368444,1.244526378,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,2,1.233054414,1.033750341,1.450420426,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,2,1.250113881,0.8832543285,1.766893,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,2,1.35865136,1.039674047,1.816100233,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,3,0.8543082266,0.6516018728,1.064290629,10,11,0.9090909091,1,True
GIFT-Long,GIFT-Eval,long,timesfm2.5,time_varying_seasonality,3,0.9784835466,0.7685831997,1.18444485,10,11,0.9090909091,2,False
GIFT-Long,GIFT-Eval,long,toto2.0,time_varying_seasonality,3,1.062396796,0.7851116307,1.448490136,10,11,0.9090909091,3,False
GIFT-Long,GIFT-Eval,long,moirai2,time_varying_seasonality,3,1.216690052,1.023688064,1.437517024,10,11,0.9090909091,4,False
GIFT-Long,GIFT-Eval,long,Timer-3.5,time_varying_seasonality,3,1.218259761,0.9550084519,1.520291171,10,11,0.9090909091,5,False
GIFT-Long,GIFT-Eval,long,Chronos-2,time_varying_seasonality,4,0.7639406071,0.5828226975,0.9624862365,10,11,0.9090909091,1,True
